theta, phi, alpha_t, alpha_p
73.469388,293.065327,0.026863,0.260955
73.469388,294.874372,0.028841,0.257317
73.469388,296.683417,0.030790,0.253423
73.469388,298.492462,0.032709,0.249276
73.469388,300.301508,0.034595,0.244880
73.469388,302.110553,0.036446,0.240241
73.469388,303.919598,0.038261,0.235361
73.469388,305.728643,0.040039,0.230247
73.469388,307.537688,0.041776,0.224904
73.469388,309.346734,0.043471,0.219337
73.469388,311.155779,0.045123,0.213551
73.469388,312.964824,0.046731,0.207552
73.469388,314.773869,0.048291,0.201346
73.469388,316.582915,0.049804,0.194939
73.469388,318.391960,0.051267,0.188338
73.469388,320.201005,0.052678,0.181550
73.469388,322.010050,0.054038,0.174580
73.469388,323.819095,0.055343,0.167437
73.469388,325.628141,0.056593,0.160126
73.469388,327.437186,0.057787,0.152656
73.469388,329.246231,0.058923,0.145034
73.469388,331.055276,0.060001,0.137267
73.469388,332.864322,0.061018,0.129363
73.469388,334.673367,0.061975,0.121330
73.469388,336.482412,0.062870,0.113177
73.469388,338.291457,0.063703,0.104910
73.469388,340.100503,0.064471,0.096539
73.469388,341.909548,0.065176,0.088072
73.469388,343.718593,0.065816,0.079517
73.469388,345.527638,0.066390,0.070883
73.469388,347.336683,0.066898,0.062178
73.469388,349.145729,0.067339,0.053411
73.469388,350.954774,0.067713,0.044590
73.469388,352.763819,0.068019,0.035726
73.469388,354.572864,0.068258,0.026826
73.469388,356.381910,0.068429,0.017899
73.469388,358.190955,0.068531,0.008954
73.469388,360.000000,0.068565,0.000000
75.306122,0.000000,0.053512,-0.000000
75.306122,1.809045,0.053485,-0.007976
75.306122,3.618090,0.053405,-0.015944
75.306122,5.427136,0.053272,-0.023896
75.306122,7.236181,0.053085,-0.031824
75.306122,9.045226,0.052846,-0.039720
75.306122,10.854271,0.052554,-0.047577
75.306122,12.663317,0.052210,-0.055386
75.306122,14.472362,0.051813,-0.063140
75.306122,16.281407,0.051365,-0.070832
75.306122,18.090452,0.050866,-0.078452
75.306122,19.899497,0.050316,-0.085995
75.306122,21.708543,0.049716,-0.093451
75.306122,23.517588,0.049067,-0.100815
75.306122,25.326633,0.048368,-0.108078
75.306122,27.135678,0.047621,-0.115233
75.306122,28.944724,0.046827,-0.122274
75.306122,30.753769,0.045986,-0.129192
75.306122,32.562814,0.045100,-0.135982
75.306122,34.371859,0.044168,-0.142636
75.306122,36.180905,0.043192,-0.149148
75.306122,37.989950,0.042173,-0.155512
75.306122,39.798995,0.041113,-0.161720
75.306122,41.608040,0.040011,-0.167767
75.306122,43.417085,0.038869,-0.173647
75.306122,45.226131,0.037689,-0.179354
75.306122,47.035176,0.036471,-0.184882
75.306122,48.844221,0.035216,-0.190225
75.306122,50.653266,0.033927,-0.195380
75.306122,52.462312,0.032604,-0.200339
75.306122,54.271357,0.031248,-0.205099
75.306122,56.080402,0.029861,-0.209654
75.306122,57.889447,0.028444,-0.214000
75.306122,59.698492,0.026999,-0.218133
75.306122,61.507538,0.025527,-0.222048
75.306122,63.316583,0.024030,-0.225742
75.306122,65.125628,0.022509,-0.229212
75.306122,66.934673,0.020965,-0.232452
75.306122,68.743719,0.019400,-0.235461
75.306122,70.552764,0.017816,-0.238235
75.306122,72.361809,0.016214,-0.240772
75.306122,74.170854,0.014596,-0.243069
75.306122,75.979899,0.012964,-0.245123
75.306122,77.788945,0.011318,-0.246933
75.306122,79.597990,0.009662,-0.248497
75.306122,81.407035,0.007995,-0.249813
75.306122,83.216080,0.006321,-0.250880
75.306122,85.025126,0.004640,-0.251697
75.306122,86.834171,0.002955,-0.252264
75.306122,88.643216,0.001267,-0.252579
75.306122,90.452261,-0.000422,-0.252641
75.306122,92.261307,-0.002111,-0.252452
75.306122,94.070352,-0.003798,-0.252012
75.306122,95.879397,-0.005481,-0.251320
75.306122,97.688442,-0.007159,-0.250378
75.306122,99.497487,-0.008830,-0.249186
75.306122,101.306533,-0.010491,-0.247746
75.306122,103.115578,-0.012143,-0.246059
75.306122,104.924623,-0.013782,-0.244126
75.306122,106.733668,-0.015407,-0.241950
75.306122,108.542714,-0.017017,-0.239533
75.306122,110.351759,-0.018610,-0.236878
75.306122,112.160804,-0.020185,-0.233986
75.306122,113.969849,-0.021739,-0.230861
75.306122,115.778894,-0.023272,-0.227505
75.306122,117.587940,-0.024782,-0.223923
75.306122,119.396985,-0.026267,-0.220118
75.306122,121.206030,-0.027725,-0.216093
75.306122,123.015075,-0.029156,-0.211853
75.306122,124.824121,-0.030558,-0.207402
75.306122,126.633166,-0.031930,-0.202744
75.306122,128.442211,-0.033269,-0.197884
75.306122,130.251256,-0.034576,-0.192827
75.306122,132.060302,-0.035848,-0.187577
75.306122,133.869347,-0.037084,-0.182140
75.306122,135.678392,-0.038284,-0.176522
75.306122,137.487437,-0.039445,-0.170728
75.306122,139.296482,-0.040567,-0.164764
75.306122,141.105528,-0.041648,-0.158635
75.306122,142.914573,-0.042688,-0.152349
75.306122,144.723618,-0.043685,-0.145910
75.306122,146.532663,-0.044639,-0.139326
75.306122,148.341709,-0.045549,-0.132604
75.306122,150.150754,-0.046413,-0.125748
75.306122,151.959799,-0.047230,-0.118768
75.306122,153.768844,-0.048001,-0.111669
75.306122,155.577889,-0.048724,-0.104459
75.306122,157.386935,-0.049398,-0.097145
75.306122,159.195980,-0.050023,-0.089734
75.306122,161.005025,-0.050598,-0.082234
75.306122,162.814070,-0.051122,-0.074651
75.306122,164.623116,-0.051596,-0.066994
75.306122,166.432161,-0.052018,-0.059271
75.306122,168.241206,-0.052389,-0.051488
75.306122,170.050251,-0.052707,-0.043654
75.306122,171.859296,-0.052972,-0.035776
75.306122,173.668342,-0.053185,-0.027863
75.306122,175.477387,-0.053345,-0.019922
75.306122,177.286432,-0.053451,-0.011961
75.306122,179.095477,-0.053505,-0.003988
75.306122,180.904523,-0.053505,0.003988
75.306122,182.713568,-0.053451,0.011961
75.306122,184.522613,-0.053345,0.019922
75.306122,186.331658,-0.053185,0.027863
75.306122,188.140704,-0.052972,0.035776
75.306122,189.949749,-0.052707,0.043654
75.306122,191.758794,-0.052389,0.051488
75.306122,193.567839,-0.052018,0.059271
75.306122,195.376884,-0.051596,0.066994
75.306122,197.185930,-0.051122,0.074651
75.306122,198.994975,-0.050598,0.082234
75.306122,200.804020,-0.050023,0.089734
75.306122,202.613065,-0.049398,0.097145
75.306122,204.422111,-0.048724,0.104459
75.306122,206.231156,-0.048001,0.111669
75.306122,208.040201,-0.047230,0.118768
75.306122,209.849246,-0.046413,0.125748
75.306122,211.658291,-0.045549,0.132604
75.306122,213.467337,-0.044639,0.139326
75.306122,215.276382,-0.043685,0.145910
75.306122,217.085427,-0.042688,0.152349
75.306122,218.894472,-0.041648,0.158635
75.306122,220.703518,-0.040567,0.164764
75.306122,222.512563,-0.039445,0.170728
75.306122,224.321608,-0.038284,0.176522
75.306122,226.130653,-0.037084,0.182140
75.306122,227.939698,-0.035848,0.187577
75.306122,229.748744,-0.034576,0.192827
75.306122,231.557789,-0.033269,0.197884
75.306122,233.366834,-0.031930,0.202744
75.306122,235.175879,-0.030558,0.207402
75.306122,236.984925,-0.029156,0.211853
75.306122,238.793970,-0.027725,0.216093
75.306122,240.603015,-0.026267,0.220118
75.306122,242.412060,-0.024782,0.223923
75.306122,244.221106,-0.023272,0.227505
75.306122,246.030151,-0.021739,0.230861
75.306122,247.839196,-0.020185,0.233986
75.306122,249.648241,-0.018610,0.236878
75.306122,251.457286,-0.017017,0.239533
75.306122,253.266332,-0.015407,0.241950
75.306122,255.075377,-0.013782,0.244126
75.306122,256.884422,-0.012143,0.246059
75.306122,258.693467,-0.010491,0.247746
75.306122,260.502513,-0.008830,0.249186
75.306122,262.311558,-0.007159,0.250378
75.306122,264.120603,-0.005481,0.251320
75.306122,265.929648,-0.003798,0.252012
75.306122,267.738693,-0.002111,0.252452
75.306122,269.547739,-0.000422,0.252641
75.306122,271.356784,0.001267,0.252579
75.306122,273.165829,0.002955,0.252264
75.306122,274.974874,0.004640,0.251697
75.306122,276.783920,0.006321,0.250880
75.306122,278.592965,0.007995,0.249813
75.306122,280.402010,0.009662,0.248497
75.306122,282.211055,0.011318,0.246933
75.306122,284.020101,0.012964,0.245123
75.306122,285.829146,0.014596,0.243069
75.306122,287.638191,0.016214,0.240772
75.306122,289.447236,0.017816,0.238235
75.306122,291.256281,0.019400,0.235461
75.306122,293.065327,0.020965,0.232452
75.306122,294.874372,0.022509,0.229212
75.306122,296.683417,0.024030,0.225742
75.306122,298.492462,0.025527,0.222048
75.306122,300.301508,0.026999,0.218133
75.306122,302.110553,0.028444,0.214000
75.306122,303.919598,0.029861,0.209654
75.306122,305.728643,0.031248,0.205099
75.306122,307.537688,0.032604,0.200339
75.306122,309.346734,0.033927,0.195380
75.306122,311.155779,0.035216,0.190225
75.306122,312.964824,0.036471,0.184882
75.306122,314.773869,0.037689,0.179354
75.306122,316.582915,0.038869,0.173647
75.306122,318.391960,0.040011,0.167767
75.306122,320.201005,0.041113,0.161720
75.306122,322.010050,0.042173,0.155512
75.306122,323.819095,0.043192,0.149148
75.306122,325.628141,0.044168,0.142636
75.306122,327.437186,0.045100,0.135982
75.306122,329.246231,0.045986,0.129192
75.306122,331.055276,0.046827,0.122274
75.306122,332.864322,0.047621,0.115233
75.306122,334.673367,0.048368,0.108078
75.306122,336.482412,0.049067,0.100815
75.306122,338.291457,0.049716,0.093451
75.306122,340.100503,0.050316,0.085995
75.306122,341.909548,0.050866,0.078452
75.306122,343.718593,0.051365,0.070832
75.306122,345.527638,0.051813,0.063140
75.306122,347.336683,0.052210,0.055386
75.306122,349.145729,0.052554,0.047577
75.306122,350.954774,0.052846,0.039720
75.306122,352.763819,0.053085,0.031824
75.306122,354.572864,0.053272,0.023896
75.306122,356.381910,0.053405,0.015944
75.306122,358.190955,0.053485,0.007976
75.306122,360.000000,0.053512,-0.000000
77.142857,0.000000,0.040287,-0.000000
77.142857,1.809045,0.040267,-0.006989
77.142857,3.618090,0.040206,-0.013970
77.142857,5.427136,0.040106,-0.020938
77.142857,7.236181,0.039966,-0.027884
77.142857,9.045226,0.039786,-0.034803
77.142857,10.854271,0.039566,-0.041688
77.142857,12.663317,0.039307,-0.048530
77.142857,14.472362,0.039008,-0.055325
77.142857,16.281407,0.038671,-0.062064
77.142857,18.090452,0.038295,-0.068741
77.142857,19.899497,0.037881,-0.075350
77.142857,21.708543,0.037430,-0.081884
77.142857,23.517588,0.036940,-0.088336
77.142857,25.326633,0.036415,-0.094700
77.142857,27.135678,0.035852,-0.100969
77.142857,28.944724,0.035254,-0.107138
77.142857,30.753769,0.034621,-0.113201
77.142857,32.562814,0.033954,-0.119150
77.142857,34.371859,0.033252,-0.124980
77.142857,36.180905,0.032518,-0.130686
77.142857,37.989950,0.031751,-0.136262
77.142857,39.798995,0.030952,-0.141702
77.142857,41.608040,0.030123,-0.147001
77.142857,43.417085,0.029263,-0.152153
77.142857,45.226131,0.028374,-0.157153
77.142857,47.035176,0.027457,-0.161997
77.142857,48.844221,0.026513,-0.166679
77.142857,50.653266,0.025542,-0.171195
77.142857,52.462312,0.024546,-0.175541
77.142857,54.271357,0.023525,-0.179711
77.142857,56.080402,0.022481,-0.183703
77.142857,57.889447,0.021415,-0.187511
77.142857,59.698492,0.020327,-0.191132
77.142857,61.507538,0.019219,-0.194563
77.142857,63.316583,0.018091,-0.197800
77.142857,65.125628,0.016946,-0.200840
77.142857,66.934673,0.015784,-0.203679
77.142857,68.743719,0.014606,-0.206315
77.142857,70.552764,0.013413,-0.208746
77.142857,72.361809,0.012207,-0.210969
77.142857,74.170854,0.010989,-0.212981
77.142857,75.979899,0.009760,-0.214781
77.142857,77.788945,0.008521,-0.216367
77.142857,79.597990,0.007274,-0.217738
77.142857,81.407035,0.006019,-0.218891
77.142857,83.216080,0.004759,-0.219826
77.142857,85.025126,0.003494,-0.220542
77.142857,86.834171,0.002225,-0.221038
77.142857,88.643216,0.000954,-0.221314
77.142857,90.452261,-0.000318,-0.221369
77.142857,92.261307,-0.001590,-0.221204
77.142857,94.070352,-0.002860,-0.220818
77.142857,95.879397,-0.004127,-0.220212
77.142857,97.688442,-0.005390,-0.219386
77.142857,99.497487,-0.006647,-0.218342
77.142857,101.306533,-0.007899,-0.217080
77.142857,103.115578,-0.009142,-0.215601
77.142857,104.924623,-0.010376,-0.213908
77.142857,106.733668,-0.011600,-0.212001
77.142857,108.542714,-0.012812,-0.209884
77.142857,110.351759,-0.014011,-0.207557
77.142857,112.160804,-0.015196,-0.205023
77.142857,113.969849,-0.016367,-0.202284
77.142857,115.778894,-0.017521,-0.199345
77.142857,117.587940,-0.018657,-0.196206
77.142857,119.396985,-0.019775,-0.192872
77.142857,121.206030,-0.020873,-0.189345
77.142857,123.015075,-0.021951,-0.185630
77.142857,124.824121,-0.023006,-0.181730
77.142857,126.633166,-0.024039,-0.177648
77.142857,128.442211,-0.025047,-0.173390
77.142857,130.251256,-0.026031,-0.168958
77.142857,132.060302,-0.026989,-0.164359
77.142857,133.869347,-0.027919,-0.159595
77.142857,135.678392,-0.028822,-0.154672
77.142857,137.487437,-0.029697,-0.149595
77.142857,139.296482,-0.030541,-0.144369
77.142857,141.105528,-0.031355,-0.138999
77.142857,142.914573,-0.032138,-0.133491
77.142857,144.723618,-0.032889,-0.127849
77.142857,146.532663,-0.033607,-0.122080
77.142857,148.341709,-0.034292,-0.116190
77.142857,150.150754,-0.034942,-0.110183
77.142857,151.959799,-0.035558,-0.104067
77.142857,153.768844,-0.036138,-0.097847
77.142857,155.577889,-0.036682,-0.091529
77.142857,157.386935,-0.037190,-0.085120
77.142857,159.195980,-0.037660,-0.078627
77.142857,161.005025,-0.038093,-0.072055
77.142857,162.814070,-0.038488,-0.065411
77.142857,164.623116,-0.038845,-0.058702
77.142857,166.432161,-0.039162,-0.051934
77.142857,168.241206,-0.039441,-0.045115
77.142857,170.050251,-0.039681,-0.038250
77.142857,171.859296,-0.039881,-0.031348
77.142857,173.668342,-0.040041,-0.024414
77.142857,175.477387,-0.040161,-0.017456
77.142857,177.286432,-0.040242,-0.010481
77.142857,179.095477,-0.040282,-0.003495
77.142857,180.904523,-0.040282,0.003495
77.142857,182.713568,-0.040242,0.010481
77.142857,184.522613,-0.040161,0.017456
77.142857,186.331658,-0.040041,0.024414
77.142857,188.140704,-0.039881,0.031348
77.142857,189.949749,-0.039681,0.038250
77.142857,191.758794,-0.039441,0.045115
77.142857,193.567839,-0.039162,0.051934
77.142857,195.376884,-0.038845,0.058702
77.142857,197.185930,-0.038488,0.065411
77.142857,198.994975,-0.038093,0.072055
77.142857,200.804020,-0.037660,0.078627
77.142857,202.613065,-0.037190,0.085120
77.142857,204.422111,-0.036682,0.091529
77.142857,206.231156,-0.036138,0.097847
77.142857,208.040201,-0.035558,0.104067
77.142857,209.849246,-0.034942,0.110183
77.142857,211.658291,-0.034292,0.116190
77.142857,213.467337,-0.033607,0.122080
77.142857,215.276382,-0.032889,0.127849
77.142857,217.085427,-0.032138,0.133491
77.142857,218.894472,-0.031355,0.138999
77.142857,220.703518,-0.030541,0.144369
77.142857,222.512563,-0.029697,0.149595
77.142857,224.321608,-0.028822,0.154672
77.142857,226.130653,-0.027919,0.159595
77.142857,227.939698,-0.026989,0.164359
77.142857,229.748744,-0.026031,0.168958
77.142857,231.557789,-0.025047,0.173390
77.142857,233.366834,-0.024039,0.177648
77.142857,235.175879,-0.023006,0.181730
77.142857,236.984925,-0.021951,0.185630
77.142857,238.793970,-0.020873,0.189345
77.142857,240.603015,-0.019775,0.192872
77.142857,242.412060,-0.018657,0.196206
77.142857,244.221106,-0.017521,0.199345
77.142857,246.030151,-0.016367,0.202284
77.142857,247.839196,-0.015196,0.205023
77.142857,249.648241,-0.014011,0.207557
77.142857,251.457286,-0.012812,0.209884
77.142857,253.266332,-0.011600,0.212001
77.142857,255.075377,-0.010376,0.213908
77.142857,256.884422,-0.009142,0.215601
77.142857,258.693467,-0.007899,0.217080
77.142857,260.502513,-0.006647,0.218342
77.142857,262.311558,-0.005390,0.219386
77.142857,264.120603,-0.004127,0.220212
77.142857,265.929648,-0.002860,0.220818
77.142857,267.738693,-0.001590,0.221204
77.142857,269.547739,-0.000318,0.221369
77.142857,271.356784,0.000954,0.221314
77.142857,273.165829,0.002225,0.221038
77.142857,274.974874,0.003494,0.220542
77.142857,276.783920,0.004759,0.219826
77.142857,278.592965,0.006019,0.218891
77.142857,280.402010,0.007274,0.217738
77.142857,282.211055,0.008521,0.216367
77.142857,284.020101,0.009760,0.214781
77.142857,285.829146,0.010989,0.212981
77.142857,287.638191,0.012207,0.210969
77.142857,289.447236,0.013413,0.208746
77.142857,291.256281,0.014606,0.206315
77.142857,293.065327,0.015784,0.203679
77.142857,294.874372,0.016946,0.200840
77.142857,296.683417,0.018091,0.197800
77.142857,298.492462,0.019219,0.194563
77.142857,300.301508,0.020327,0.191132
77.142857,302.110553,0.021415,0.187511
77.142857,303.919598,0.022481,0.183703
77.142857,305.728643,0.023525,0.179711
77.142857,307.537688,0.024546,0.175541
77.142857,309.346734,0.025542,0.171195
77.142857,311.155779,0.026513,0.166679
77.142857,312.964824,0.027457,0.161997
77.142857,314.773869,0.028374,0.157153
77.142857,316.582915,0.029263,0.152153
77.142857,318.391960,0.030123,0.147001
77.142857,320.201005,0.030952,0.141702
77.142857,322.010050,0.031751,0.136262
77.142857,323.819095,0.032518,0.130686
77.142857,325.628141,0.033252,0.124980
77.142857,327.437186,0.033954,0.119150
77.142857,329.246231,0.034621,0.113201
77.142857,331.055276,0.035254,0.107138
77.142857,332.864322,0.035852,0.100969
77.142857,334.673367,0.036415,0.094700
77.142857,336.482412,0.036940,0.088336
77.142857,338.291457,0.037430,0.081884
77.142857,340.100503,0.037881,0.075350
77.142857,341.909548,0.038295,0.068741
77.142857,343.718593,0.038671,0.062064
77.142857,345.527638,0.039008,0.055325
77.142857,347.336683,0.039307,0.048530
77.142857,349.145729,0.039566,0.041688
77.142857,350.954774,0.039786,0.034803
77.142857,352.763819,0.039966,0.027884
77.142857,354.572864,0.040106,0.020938
77.142857,356.381910,0.040206,0.013970
77.142857,358.190955,0.040267,0.006989
77.142857,360.000000,0.040287,0.000000
78.979592,0.000000,0.028923,-0.000000
78.979592,1.809045,0.028908,-0.005993
78.979592,3.618090,0.028865,-0.011979
78.979592,5.427136,0.028793,-0.017954
78.979592,7.236181,0.028692,-0.023911
78.979592,9.045226,0.028563,-0.029844
78.979592,10.854271,0.028405,-0.035747
78.979592,12.663317,0.028219,-0.041614
78.979592,14.472362,0.028005,-0.047440
78.979592,16.281407,0.027763,-0.053219
78.979592,18.090452,0.027493,-0.058945
78.979592,19.899497,0.027196,-0.064612
78.979592,21.708543,0.026871,-0.070215
78.979592,23.517588,0.026520,-0.075747
78.979592,25.326633,0.026143,-0.081204
78.979592,27.135678,0.025739,-0.086580
78.979592,28.944724,0.025310,-0.091870
78.979592,30.753769,0.024855,-0.097068
78.979592,32.562814,0.024376,-0.102170
78.979592,34.371859,0.023872,-0.107170
78.979592,36.180905,0.023345,-0.112062
78.979592,37.989950,0.022794,-0.116843
78.979592,39.798995,0.022221,-0.121508
78.979592,41.608040,0.021626,-0.126052
78.979592,43.417085,0.021008,-0.130470
78.979592,45.226131,0.020370,-0.134757
78.979592,47.035176,0.019712,-0.138911
78.979592,48.844221,0.019034,-0.142926
78.979592,50.653266,0.018337,-0.146798
78.979592,52.462312,0.017622,-0.150525
78.979592,54.271357,0.016889,-0.154101
78.979592,56.080402,0.016140,-0.157523
78.979592,57.889447,0.015374,-0.160789
78.979592,59.698492,0.014593,-0.163894
78.979592,61.507538,0.013797,-0.166836
78.979592,63.316583,0.012988,-0.169611
78.979592,65.125628,0.012166,-0.172218
78.979592,66.934673,0.011331,-0.174653
78.979592,68.743719,0.010486,-0.176913
78.979592,70.552764,0.009629,-0.178998
78.979592,72.361809,0.008764,-0.180904
78.979592,74.170854,0.007889,-0.182630
78.979592,75.979899,0.007007,-0.184173
78.979592,77.788945,0.006118,-0.185533
78.979592,79.597990,0.005222,-0.186708
78.979592,81.407035,0.004321,-0.187697
78.979592,83.216080,0.003416,-0.188499
78.979592,85.025126,0.002508,-0.189113
78.979592,86.834171,0.001597,-0.189538
78.979592,88.643216,0.000685,-0.189775
78.979592,90.452261,-0.000228,-0.189822
78.979592,92.261307,-0.001141,-0.189680
78.979592,94.070352,-0.002053,-0.189349
78.979592,95.879397,-0.002963,-0.188829
78.979592,97.688442,-0.003869,-0.188121
78.979592,99.497487,-0.004772,-0.187226
78.979592,101.306533,-0.005670,-0.186144
78.979592,103.115578,-0.006563,-0.184876
78.979592,104.924623,-0.007449,-0.183424
78.979592,106.733668,-0.008327,-0.181789
78.979592,108.542714,-0.009198,-0.179973
78.979592,110.351759,-0.010059,-0.177978
78.979592,112.160804,-0.010910,-0.175805
78.979592,113.969849,-0.011750,-0.173457
78.979592,115.778894,-0.012578,-0.170936
78.979592,117.587940,-0.013394,-0.168245
78.979592,119.396985,-0.014197,-0.165386
78.979592,121.206030,-0.014985,-0.162362
78.979592,123.015075,-0.015759,-0.159176
78.979592,124.824121,-0.016516,-0.155831
78.979592,126.633166,-0.017258,-0.152332
78.979592,128.442211,-0.017982,-0.148680
78.979592,130.251256,-0.018688,-0.144880
78.979592,132.060302,-0.019376,-0.140936
78.979592,133.869347,-0.020044,-0.136851
78.979592,135.678392,-0.020692,-0.132630
78.979592,137.487437,-0.021320,-0.128277
78.979592,139.296482,-0.021926,-0.123795
78.979592,141.105528,-0.022511,-0.119191
78.979592,142.914573,-0.023073,-0.114467
78.979592,144.723618,-0.023612,-0.109630
78.979592,146.532663,-0.024127,-0.104683
78.979592,148.341709,-0.024619,-0.099632
78.979592,150.150754,-0.025086,-0.094481
78.979592,151.959799,-0.025528,-0.089236
78.979592,153.768844,-0.025944,-0.083903
78.979592,155.577889,-0.026335,-0.078485
78.979592,157.386935,-0.026699,-0.072990
78.979592,159.195980,-0.027037,-0.067422
78.979592,161.005025,-0.027348,-0.061786
78.979592,162.814070,-0.027631,-0.056089
78.979592,164.623116,-0.027887,-0.050336
78.979592,166.432161,-0.028115,-0.044533
78.979592,168.241206,-0.028316,-0.038685
78.979592,170.050251,-0.028488,-0.032799
78.979592,171.859296,-0.028631,-0.026880
78.979592,173.668342,-0.028746,-0.020935
78.979592,175.477387,-0.028832,-0.014968
78.979592,177.286432,-0.028890,-0.008987
78.979592,179.095477,-0.028919,-0.002997
78.979592,180.904523,-0.028919,0.002997
78.979592,182.713568,-0.028890,0.008987
78.979592,184.522613,-0.028832,0.014968
78.979592,186.331658,-0.028746,0.020935
78.979592,188.140704,-0.028631,0.026880
78.979592,189.949749,-0.028488,0.032799
78.979592,191.758794,-0.028316,0.038685
78.979592,193.567839,-0.028115,0.044533
78.979592,195.376884,-0.027887,0.050336
78.979592,197.185930,-0.027631,0.056089
78.979592,198.994975,-0.027348,0.061786
78.979592,200.804020,-0.027037,0.067422
78.979592,202.613065,-0.026699,0.072990
78.979592,204.422111,-0.026335,0.078485
78.979592,206.231156,-0.025944,0.083903
78.979592,208.040201,-0.025528,0.089236
78.979592,209.849246,-0.025086,0.094481
78.979592,211.658291,-0.024619,0.099632
78.979592,213.467337,-0.024127,0.104683
78.979592,215.276382,-0.023612,0.109630
78.979592,217.085427,-0.023073,0.114467
78.979592,218.894472,-0.022511,0.119191
78.979592,220.703518,-0.021926,0.123795
78.979592,222.512563,-0.021320,0.128277
78.979592,224.321608,-0.020692,0.132630
78.979592,226.130653,-0.020044,0.136851
78.979592,227.939698,-0.019376,0.140936
78.979592,229.748744,-0.018688,0.144880
78.979592,231.557789,-0.017982,0.148680
78.979592,233.366834,-0.017258,0.152332
78.979592,235.175879,-0.016516,0.155831
78.979592,236.984925,-0.015759,0.159176
78.979592,238.793970,-0.014985,0.162362
78.979592,240.603015,-0.014197,0.165386
78.979592,242.412060,-0.013394,0.168245
78.979592,244.221106,-0.012578,0.170936
78.979592,246.030151,-0.011750,0.173457
78.979592,247.839196,-0.010910,0.175805
78.979592,249.648241,-0.010059,0.177978
78.979592,251.457286,-0.009198,0.179973
78.979592,253.266332,-0.008327,0.181789
78.979592,255.075377,-0.007449,0.183424
78.979592,256.884422,-0.006563,0.184876
78.979592,258.693467,-0.005670,0.186144
78.979592,260.502513,-0.004772,0.187226
78.979592,262.311558,-0.003869,0.188121
78.979592,264.120603,-0.002963,0.188829
78.979592,265.929648,-0.002053,0.189349
78.979592,267.738693,-0.001141,0.189680
78.979592,269.547739,-0.000228,0.189822
78.979592,271.356784,0.000685,0.189775
78.979592,273.165829,0.001597,0.189538
78.979592,274.974874,0.002508,0.189113
78.979592,276.783920,0.003416,0.188499
78.979592,278.592965,0.004321,0.187697
78.979592,280.402010,0.005222,0.186708
78.979592,282.211055,0.006118,0.185533
78.979592,284.020101,0.007007,0.184173
78.979592,285.829146,0.007889,0.182630
78.979592,287.638191,0.008764,0.180904
78.979592,289.447236,0.009629,0.178998
78.979592,291.256281,0.010486,0.176913
78.979592,293.065327,0.011331,0.174653
78.979592,294.874372,0.012166,0.172218
78.979592,296.683417,0.012988,0.169611
78.979592,298.492462,0.013797,0.166836
78.979592,300.301508,0.014593,0.163894
78.979592,302.110553,0.015374,0.160789
78.979592,303.919598,0.016140,0.157523
78.979592,305.728643,0.016889,0.154101
78.979592,307.537688,0.017622,0.150525
78.979592,309.346734,0.018337,0.146798
78.979592,311.155779,0.019034,0.142926
78.979592,312.964824,0.019712,0.138911
78.979592,314.773869,0.020370,0.134757
78.979592,316.582915,0.021008,0.130470
78.979592,318.391960,0.021626,0.126052
78.979592,320.201005,0.022221,0.121508
78.979592,322.010050,0.022794,0.116843
78.979592,323.819095,0.023345,0.112062
78.979592,325.628141,0.023872,0.107170
78.979592,327.437186,0.024376,0.102170
78.979592,329.246231,0.024855,0.097068
78.979592,331.055276,0.025310,0.091870
78.979592,332.864322,0.025739,0.086580
78.979592,334.673367,0.026143,0.081204
78.979592,336.482412,0.026520,0.075747
78.979592,338.291457,0.026871,0.070215
78.979592,340.100503,0.027196,0.064612
78.979592,341.909548,0.027493,0.058945
78.979592,343.718593,0.027763,0.053219
78.979592,345.527638,0.028005,0.047440
78.979592,347.336683,0.028219,0.041614
78.979592,349.145729,0.028405,0.035747
78.979592,350.954774,0.028563,0.029844
78.979592,352.763819,0.028692,0.023911
78.979592,354.572864,0.028793,0.017954
78.979592,356.381910,0.028865,0.011979
78.979592,358.190955,0.028908,0.005993
78.979592,360.000000,0.028923,0.000000
80.816327,0.000000,0.019437,0.000000
80.816327,1.809045,0.019427,-0.004988
80.816327,3.618090,0.019398,-0.009971
80.816327,5.427136,0.019350,-0.014943
80.816327,7.236181,0.019282,-0.019901
80.816327,9.045226,0.019195,-0.024840
80.816327,10.854271,0.019089,-0.029753
80.816327,12.663317,0.018964,-0.034637
80.816327,14.472362,0.018820,-0.039486
80.816327,16.281407,0.018658,-0.044296
80.816327,18.090452,0.018476,-0.049061
80.816327,19.899497,0.018277,-0.053778
80.816327,21.708543,0.018059,-0.058441
80.816327,23.517588,0.017823,-0.063046
80.816327,25.326633,0.017569,-0.067588
80.816327,27.135678,0.017298,-0.072063
80.816327,28.944724,0.017009,-0.076466
80.816327,30.753769,0.016704,-0.080793
80.816327,32.562814,0.016382,-0.085039
80.816327,34.371859,0.016043,-0.089200
80.816327,36.180905,0.015689,-0.093273
80.816327,37.989950,0.015319,-0.097252
80.816327,39.798995,0.014933,-0.101134
80.816327,41.608040,0.014533,-0.104916
80.816327,43.417085,0.014119,-0.108593
80.816327,45.226131,0.013690,-0.112162
80.816327,47.035176,0.013247,-0.115619
80.816327,48.844221,0.012792,-0.118961
80.816327,50.653266,0.012323,-0.122184
