theta, phi, alpha_t, alpha_p
0.000000,0.000000,0.999650,-0.000000
0.000000,1.809045,0.999151,-0.031557
0.000000,3.618090,0.997657,-0.063083
0.000000,5.427136,0.995169,-0.094546
0.000000,7.236181,0.991688,-0.125915
0.000000,9.045226,0.987219,-0.157158
0.000000,10.854271,0.981765,-0.188245
0.000000,12.663317,0.975333,-0.219144
0.000000,14.472362,0.967930,-0.249825
0.000000,16.281407,0.959560,-0.280256
0.000000,18.090452,0.950234,-0.310408
0.000000,19.899497,0.939962,-0.340251
0.000000,21.708543,0.928752,-0.369755
0.000000,23.517588,0.916617,-0.398890
0.000000,25.326633,0.903567,-0.427627
0.000000,27.135678,0.889617,-0.455938
0.000000,28.944724,0.874781,-0.483795
0.000000,30.753769,0.859072,-0.511169
0.000000,32.562814,0.842506,-0.538034
0.000000,34.371859,0.825102,-0.564362
0.000000,36.180905,0.806875,-0.590128
0.000000,37.989950,0.787843,-0.615306
0.000000,39.798995,0.768025,-0.639870
0.000000,41.608040,0.747443,-0.663796
0.000000,43.417085,0.726116,-0.687062
0.000000,45.226131,0.704064,-0.709641
0.000000,47.035176,0.681310,-0.731514
0.000000,48.844221,0.657878,-0.752657
0.000000,50.653266,0.633790,-0.773050
0.000000,52.462312,0.609070,-0.792673
0.000000,54.271357,0.583742,-0.811505
0.000000,56.080402,0.557833,-0.829528
0.000000,57.889447,0.531369,-0.846725
0.000000,59.698492,0.504374,-0.863078
0.000000,61.507538,0.476876,-0.878569
0.000000,63.316583,0.448903,-0.893186
0.000000,65.125628,0.420483,-0.906912
0.000000,66.934673,0.391643,-0.919734
0.000000,68.743719,0.362413,-0.931639
0.000000,70.552764,0.332822,-0.942615
0.000000,72.361809,0.302899,-0.952652
0.000000,74.170854,0.272674,-0.961740
0.000000,75.979899,0.242177,-0.969868
0.000000,77.788945,0.211439,-0.977030
0.000000,79.597990,0.180490,-0.983218
0.000000,81.407035,0.149362,-0.988426
0.000000,83.216080,0.118084,-0.992648
0.000000,85.025126,0.086688,-0.995881
0.000000,86.834171,0.055207,-0.998121
0.000000,88.643216,0.023670,-0.999367
0.000000,90.452261,-0.007891,-0.999615
0.000000,92.261307,-0.039443,-0.998868
0.000000,94.070352,-0.070956,-0.997125
0.000000,95.879397,-0.102399,-0.994389
0.000000,97.688442,-0.133739,-0.990660
0.000000,99.497487,-0.164947,-0.985944
0.000000,101.306533,-0.195989,-0.980246
0.000000,103.115578,-0.226837,-0.973571
0.000000,104.924623,-0.257458,-0.965924
0.000000,106.733668,-0.287822,-0.957315
0.000000,108.542714,-0.317900,-0.947752
0.000000,110.351759,-0.347661,-0.937244
0.000000,112.160804,-0.377075,-0.925802
0.000000,113.969849,-0.406113,-0.913436
0.000000,115.778894,-0.434747,-0.900161
0.000000,117.587940,-0.462947,-0.885988
0.000000,119.396985,-0.490686,-0.870932
0.000000,121.206030,-0.517935,-0.855007
0.000000,123.015075,-0.544669,-0.838231
0.000000,124.824121,-0.570859,-0.820619
0.000000,126.633166,-0.596480,-0.802189
0.000000,128.442211,-0.621507,-0.782959
0.000000,130.251256,-0.645914,-0.762949
0.000000,132.060302,-0.669678,-0.742178
0.000000,133.869347,-0.692774,-0.720667
0.000000,135.678392,-0.715178,-0.698438
0.000000,137.487437,-0.736871,-0.675513
0.000000,139.296482,-0.757829,-0.651915
0.000000,141.105528,-0.778031,-0.627666
0.000000,142.914573,-0.797458,-0.602792
0.000000,144.723618,-0.816090,-0.577317
0.000000,146.532663,-0.833908,-0.551267
0.000000,148.341709,-0.850895,-0.524667
0.000000,150.150754,-0.867034,-0.497544
0.000000,151.959799,-0.882309,-0.469925
0.000000,153.768844,-0.896704,-0.441838
0.000000,155.577889,-0.910205,-0.413310
0.000000,157.386935,-0.922799,-0.384370
0.000000,159.195980,-0.934473,-0.355047
0.000000,161.005025,-0.945216,-0.325370
0.000000,162.814070,-0.955016,-0.295369
0.000000,164.623116,-0.963864,-0.265073
0.000000,166.432161,-0.971752,-0.234514
0.000000,168.241206,-0.978672,-0.203720
0.000000,170.050251,-0.984615,-0.172723
0.000000,171.859296,-0.989576,-0.141554
0.000000,173.668342,-0.993552,-0.110244
0.000000,175.477387,-0.996537,-0.078825
0.000000,177.286432,-0.998529,-0.047326
0.000000,179.095477,-0.999525,-0.015781
0.000000,180.904523,-0.999525,0.015781
0.000000,182.713568,-0.998529,0.047326
0.000000,184.522613,-0.996537,0.078825
0.000000,186.331658,-0.993552,0.110244
0.000000,188.140704,-0.989576,0.141554
0.000000,189.949749,-0.984615,0.172723
0.000000,191.758794,-0.978672,0.203720
0.000000,193.567839,-0.971752,0.234514
0.000000,195.376884,-0.963864,0.265073
0.000000,197.185930,-0.955016,0.295369
0.000000,198.994975,-0.945216,0.325370
0.000000,200.804020,-0.934473,0.355047
0.000000,202.613065,-0.922799,0.384370
0.000000,204.422111,-0.910205,0.413310
0.000000,206.231156,-0.896704,0.441838
0.000000,208.040201,-0.882309,0.469925
0.000000,209.849246,-0.867034,0.497544
0.000000,211.658291,-0.850895,0.524667
0.000000,213.467337,-0.833908,0.551267
0.000000,215.276382,-0.816090,0.577317
0.000000,217.085427,-0.797458,0.602792
0.000000,218.894472,-0.778031,0.627666
0.000000,220.703518,-0.757829,0.651915
0.000000,222.512563,-0.736871,0.675513
0.000000,224.321608,-0.715178,0.698438
0.000000,226.130653,-0.692774,0.720667
0.000000,227.939698,-0.669678,0.742178
0.000000,229.748744,-0.645914,0.762949
0.000000,231.557789,-0.621507,0.782959
0.000000,233.366834,-0.596480,0.802189
0.000000,235.175879,-0.570859,0.820619
0.000000,236.984925,-0.544669,0.838231
0.000000,238.793970,-0.517935,0.855007
0.000000,240.603015,-0.490686,0.870932
0.000000,242.412060,-0.462947,0.885988
0.000000,244.221106,-0.434747,0.900161
0.000000,246.030151,-0.406113,0.913436
0.000000,247.839196,-0.377075,0.925802
0.000000,249.648241,-0.347661,0.937244
0.000000,251.457286,-0.317900,0.947752
0.000000,253.266332,-0.287822,0.957315
0.000000,255.075377,-0.257458,0.965924
0.000000,256.884422,-0.226837,0.973571
0.000000,258.693467,-0.195989,0.980246
0.000000,260.502513,-0.164947,0.985944
0.000000,262.311558,-0.133739,0.990660
0.000000,264.120603,-0.102399,0.994389
0.000000,265.929648,-0.070956,0.997125
0.000000,267.738693,-0.039443,0.998868
0.000000,269.547739,-0.007891,0.999615
0.000000,271.356784,0.023670,0.999367
0.000000,273.165829,0.055207,0.998121
0.000000,274.974874,0.086688,0.995881
0.000000,276.783920,0.118084,0.992648
0.000000,278.592965,0.149362,0.988426
0.000000,280.402010,0.180490,0.983218
0.000000,282.211055,0.211439,0.977030
0.000000,284.020101,0.242177,0.969868
0.000000,285.829146,0.272674,0.961740
0.000000,287.638191,0.302899,0.952652
0.000000,289.447236,0.332822,0.942615
0.000000,291.256281,0.362413,0.931639
0.000000,293.065327,0.391643,0.919734
0.000000,294.874372,0.420483,0.906912
0.000000,296.683417,0.448903,0.893186
0.000000,298.492462,0.476876,0.878569
0.000000,300.301508,0.504374,0.863078
0.000000,302.110553,0.531369,0.846725
0.000000,303.919598,0.557833,0.829528
0.000000,305.728643,0.583742,0.811505
0.000000,307.537688,0.609070,0.792673
0.000000,309.346734,0.633790,0.773050
0.000000,311.155779,0.657878,0.752657
0.000000,312.964824,0.681310,0.731514
0.000000,314.773869,0.704064,0.709641
0.000000,316.582915,0.726116,0.687062
0.000000,318.391960,0.747443,0.663796
0.000000,320.201005,0.768025,0.639870
0.000000,322.010050,0.787843,0.615306
0.000000,323.819095,0.806875,0.590128
0.000000,325.628141,0.825102,0.564362
0.000000,327.437186,0.842506,0.538034
0.000000,329.246231,0.859072,0.511169
0.000000,331.055276,0.874781,0.483795
0.000000,332.864322,0.889617,0.455938
0.000000,334.673367,0.903567,0.427627
0.000000,336.482412,0.916617,0.398890
0.000000,338.291457,0.928752,0.369755
0.000000,340.100503,0.939962,0.340251
0.000000,341.909548,0.950234,0.310408
0.000000,343.718593,0.959560,0.280256
0.000000,345.527638,0.967930,0.249825
0.000000,347.336683,0.975333,0.219144
0.000000,349.145729,0.981765,0.188245
0.000000,350.954774,0.987219,0.157158
0.000000,352.763819,0.991688,0.125915
0.000000,354.572864,0.995169,0.094546
0.000000,356.381910,0.997657,0.063083
0.000000,358.190955,0.999151,0.031557
0.000000,360.000000,0.999650,0.000000
1.836735,0.000000,0.998563,-0.000000
1.836735,1.809045,0.998065,-0.031543
1.836735,3.618090,0.996572,-0.063054
1.836735,5.427136,0.994086,-0.094502
1.836735,7.236181,0.990610,-0.125856
1.836735,9.045226,0.986145,-0.157085
1.836735,10.854271,0.980697,-0.188157
1.836735,12.663317,0.974273,-0.219042
1.836735,14.472362,0.966877,-0.249708
1.836735,16.281407,0.958517,-0.280125
1.836735,18.090452,0.949201,-0.310263
1.836735,19.899497,0.938939,-0.340092
1.836735,21.708543,0.927742,-0.369582
1.836735,23.517588,0.915620,-0.398703
1.836735,25.326633,0.902584,-0.427427
1.836735,27.135678,0.888650,-0.455725
1.836735,28.944724,0.873830,-0.483569
1.836735,30.753769,0.858138,-0.510930
1.836735,32.562814,0.841590,-0.537783
1.836735,34.371859,0.824204,-0.564099
1.836735,36.180905,0.805997,-0.589853
1.836735,37.989950,0.786986,-0.615019
1.836735,39.798995,0.767190,-0.639571
1.836735,41.608040,0.746630,-0.663487
1.836735,43.417085,0.725326,-0.686741
1.836735,45.226131,0.703298,-0.709310
1.836735,47.035176,0.680569,-0.731172
1.836735,48.844221,0.657162,-0.752306
1.836735,50.653266,0.633101,-0.772690
1.836735,52.462312,0.608408,-0.792303
1.836735,54.271357,0.583108,-0.811126
1.836735,56.080402,0.557227,-0.829141
1.836735,57.889447,0.530791,-0.846330
1.836735,59.698492,0.503825,-0.862675
1.836735,61.507538,0.476357,-0.878159
1.836735,63.316583,0.448415,-0.892769
1.836735,65.125628,0.420026,-0.906489
1.836735,66.934673,0.391217,-0.919305
1.836735,68.743719,0.362019,-0.931204
1.836735,70.552764,0.332460,-0.942175
1.836735,72.361809,0.302570,-0.952208
1.836735,74.170854,0.272378,-0.961291
1.836735,75.979899,0.241914,-0.969415
1.836735,77.788945,0.211209,-0.976574
1.836735,79.597990,0.180294,-0.982759
1.836735,81.407035,0.149199,-0.987964
1.836735,83.216080,0.117956,-0.992184
1.836735,85.025126,0.086594,-0.995416
1.836735,86.834171,0.055147,-0.997655
1.836735,88.643216,0.023644,-0.998900
1.836735,90.452261,-0.007882,-0.999149
1.836735,92.261307,-0.039400,-0.998402
1.836735,94.070352,-0.070879,-0.996660
1.836735,95.879397,-0.102288,-0.993925
1.836735,97.688442,-0.133594,-0.990198
1.836735,99.497487,-0.164767,-0.985484
1.836735,101.306533,-0.195776,-0.979789
1.836735,103.115578,-0.226590,-0.973116
1.836735,104.924623,-0.257178,-0.965473
1.836735,106.733668,-0.287509,-0.956868
1.836735,108.542714,-0.317554,-0.947310
1.836735,110.351759,-0.347283,-0.936807
1.836735,112.160804,-0.376665,-0.925370
1.836735,113.969849,-0.405672,-0.913010
1.836735,115.778894,-0.434274,-0.899741
1.836735,117.587940,-0.462444,-0.885575
1.836735,119.396985,-0.490152,-0.870525
1.836735,121.206030,-0.517372,-0.854608
1.836735,123.015075,-0.544077,-0.837840
1.836735,124.824121,-0.570239,-0.820236
1.836735,126.633166,-0.595832,-0.801814
1.836735,128.442211,-0.620831,-0.782593
1.836735,130.251256,-0.645212,-0.762593
1.836735,132.060302,-0.668950,-0.741832
1.836735,133.869347,-0.692020,-0.720331
1.836735,135.678392,-0.714401,-0.698112
1.836735,137.487437,-0.736070,-0.675198
1.836735,139.296482,-0.757005,-0.651611
1.836735,141.105528,-0.777185,-0.627373
1.836735,142.914573,-0.796590,-0.602511
1.836735,144.723618,-0.815202,-0.577048
1.836735,146.532663,-0.833002,-0.551010
1.836735,148.341709,-0.849970,-0.524422
1.836735,150.150754,-0.866091,-0.497311
1.836735,151.959799,-0.881349,-0.469705
1.836735,153.768844,-0.895729,-0.441631
1.836735,155.577889,-0.909216,-0.413117
1.836735,157.386935,-0.921795,-0.384191
1.836735,159.195980,-0.933457,-0.354881
1.836735,161.005025,-0.944188,-0.325218
1.836735,162.814070,-0.953978,-0.295231
1.836735,164.623116,-0.962816,-0.264950
1.836735,166.432161,-0.970695,-0.234404
1.836735,168.241206,-0.977607,-0.203625
1.836735,170.050251,-0.983544,-0.172643
1.836735,171.859296,-0.988500,-0.141488
1.836735,173.668342,-0.992471,-0.110193
1.836735,175.477387,-0.995454,-0.078788
1.836735,177.286432,-0.997443,-0.047304
1.836735,179.095477,-0.998438,-0.015773
1.836735,180.904523,-0.998438,0.015773
1.836735,182.713568,-0.997443,0.047304
1.836735,184.522613,-0.995454,0.078788
1.836735,186.331658,-0.992471,0.110193
1.836735,188.140704,-0.988500,0.141488
1.836735,189.949749,-0.983544,0.172643
1.836735,191.758794,-0.977607,0.203625
1.836735,193.567839,-0.970695,0.234404
1.836735,195.376884,-0.962816,0.264950
1.836735,197.185930,-0.953978,0.295231
1.836735,198.994975,-0.944188,0.325218
1.836735,200.804020,-0.933457,0.354881
1.836735,202.613065,-0.921795,0.384191
1.836735,204.422111,-0.909216,0.413117
1.836735,206.231156,-0.895729,0.441631
1.836735,208.040201,-0.881349,0.469705
1.836735,209.849246,-0.866091,0.497311
1.836735,211.658291,-0.849970,0.524422
1.836735,213.467337,-0.833002,0.551010
1.836735,215.276382,-0.815202,0.577048
1.836735,217.085427,-0.796590,0.602511
1.836735,218.894472,-0.777185,0.627373
1.836735,220.703518,-0.757005,0.651611
1.836735,222.512563,-0.736070,0.675198
1.836735,224.321608,-0.714401,0.698112
1.836735,226.130653,-0.692020,0.720331
1.836735,227.939698,-0.668950,0.741832
1.836735,229.748744,-0.645212,0.762593
1.836735,231.557789,-0.620831,0.782593
1.836735,233.366834,-0.595832,0.801814
1.836735,235.175879,-0.570239,0.820236
1.836735,236.984925,-0.544077,0.837840
1.836735,238.793970,-0.517372,0.854608
1.836735,240.603015,-0.490152,0.870525
1.836735,242.412060,-0.462444,0.885575
1.836735,244.221106,-0.434274,0.899741
1.836735,246.030151,-0.405672,0.913010
1.836735,247.839196,-0.376665,0.925370
1.836735,249.648241,-0.347283,0.936807
1.836735,251.457286,-0.317554,0.947310
1.836735,253.266332,-0.287509,0.956868
1.836735,255.075377,-0.257178,0.965473
1.836735,256.884422,-0.226590,0.973116
1.836735,258.693467,-0.195776,0.979789
1.836735,260.502513,-0.164767,0.985484
1.836735,262.311558,-0.133594,0.990198
1.836735,264.120603,-0.102288,0.993925
1.836735,265.929648,-0.070879,0.996660
1.836735,267.738693,-0.039400,0.998402
1.836735,269.547739,-0.007882,0.999149
1.836735,271.356784,0.023644,0.998900
1.836735,273.165829,0.055147,0.997655
1.836735,274.974874,0.086594,0.995416
1.836735,276.783920,0.117956,0.992184
1.836735,278.592965,0.149199,0.987964
1.836735,280.402010,0.180294,0.982759
1.836735,282.211055,0.211209,0.976574
1.836735,284.020101,0.241914,0.969415
1.836735,285.829146,0.272378,0.961291
1.836735,287.638191,0.302570,0.952208
1.836735,289.447236,0.332460,0.942175
1.836735,291.256281,0.362019,0.931204
1.836735,293.065327,0.391217,0.919305
1.836735,294.874372,0.420026,0.906489
1.836735,296.683417,0.448415,0.892769
1.836735,298.492462,0.476357,0.878159
1.836735,300.301508,0.503825,0.862675
1.836735,302.110553,0.530791,0.846330
1.836735,303.919598,0.557227,0.829141
1.836735,305.728643,0.583108,0.811126
1.836735,307.537688,0.608408,0.792303
1.836735,309.346734,0.633101,0.772690
1.836735,311.155779,0.657162,0.752306
1.836735,312.964824,0.680569,0.731172
1.836735,314.773869,0.703298,0.709310
1.836735,316.582915,0.725326,0.686741
1.836735,318.391960,0.746630,0.663487
1.836735,320.201005,0.767190,0.639571
1.836735,322.010050,0.786986,0.615019
1.836735,323.819095,0.805997,0.589853
1.836735,325.628141,0.824204,0.564099
1.836735,327.437186,0.841590,0.537783
1.836735,329.246231,0.858138,0.510930
1.836735,331.055276,0.873830,0.483569
1.836735,332.864322,0.888650,0.455725
1.836735,334.673367,0.902584,0.427427
1.836735,336.482412,0.915620,0.398703
1.836735,338.291457,0.927742,0.369582
1.836735,340.100503,0.938939,0.340092
1.836735,341.909548,0.949201,0.310263
1.836735,343.718593,0.958517,0.280125
1.836735,345.527638,0.966877,0.249708
1.836735,347.336683,0.974273,0.219042
1.836735,349.145729,0.980697,0.188157
1.836735,350.954774,0.986145,0.157085
1.836735,352.763819,0.990610,0.125856
1.836735,354.572864,0.994086,0.094502
1.836735,356.381910,0.996572,0.063054
1.836735,358.190955,0.998065,0.031543
1.836735,360.000000,0.998563,0.000000
3.673469,0.000000,0.995301,-0.000000
3.673469,1.809045,0.994804,-0.031492
3.673469,3.618090,0.993316,-0.062952
3.673469,5.427136,0.990839,-0.094350
3.673469,7.236181,0.987374,-0.125653
3.673469,9.045226,0.982923,-0.156832
3.673469,10.854271,0.977494,-0.187854
3.673469,12.663317,0.971090,-0.218688
3.673469,14.472362,0.963718,-0.249305
3.673469,16.281407,0.955385,-0.279673
3.673469,18.090452,0.946100,-0.309763
3.673469,19.899497,0.935872,-0.339543
3.673469,21.708543,0.924712,-0.368986
3.673469,23.517588,0.912629,-0.398060
3.673469,25.326633,0.899636,-0.426737
3.673469,27.135678,0.885747,-0.454990
3.673469,28.944724,0.870975,-0.482789
3.673469,30.753769,0.855334,-0.510106
3.673469,32.562814,0.838841,-0.536914
3.673469,34.371859,0.821512,-0.563188
3.673469,36.180905,0.803364,-0.588901
3.673469,37.989950,0.784415,-0.614026
3.673469,39.798995,0.764684,-0.638539
3.673469,41.608040,0.744191,-0.662416
3.673469,43.417085,0.722956,-0.685632
3.673469,45.226131,0.701001,-0.708165
3.673469,47.035176,0.678346,-0.729992
3.673469,48.844221,0.655016,-0.751091
3.673469,50.653266,0.631032,-0.771442
3.673469,52.462312,0.606420,-0.791024
3.673469,54.271357,0.581203,-0.809817
3.673469,56.080402,0.555406,-0.827803
3.673469,57.889447,0.529057,-0.844964
3.673469,59.698492,0.502179,-0.861282
3.673469,61.507538,0.474801,-0.876742
3.673469,63.316583,0.446950,-0.891328
3.673469,65.125628,0.418653,-0.905026
3.673469,66.934673,0.389939,-0.917821
3.673469,68.743719,0.360836,-0.929701
3.673469,70.552764,0.331374,-0.940654
3.673469,72.361809,0.301581,-0.950671
3.673469,74.170854,0.271488,-0.959739
3.673469,75.979899,0.241124,-0.967851
3.673469,77.788945,0.210519,-0.974997
3.673469,79.597990,0.179705,-0.981173
3.673469,81.407035,0.148712,-0.986370
3.673469,83.216080,0.117570,-0.990583
3.673469,85.025126,0.086311,-0.993809
3.673469,86.834171,0.054966,-0.996045
3.673469,88.643216,0.023567,-0.997288
3.673469,90.452261,-0.007856,-0.997536
3.673469,92.261307,-0.039272,-0.996790
3.673469,94.070352,-0.070648,-0.995051
3.673469,95.879397,-0.101953,-0.992320
3.673469,97.688442,-0.133158,-0.988599
3.673469,99.497487,-0.164229,-0.983893
3.673469,101.306533,-0.195137,-0.978207
3.673469,103.115578,-0.225850,-0.971546
3.673469,104.924623,-0.256338,-0.963915
3.673469,106.733668,-0.286570,-0.955324
3.673469,108.542714,-0.316517,-0.945781
3.673469,110.351759,-0.346148,-0.935295
3.673469,112.160804,-0.375435,-0.923876
3.673469,113.969849,-0.404347,-0.911536
3.673469,115.778894,-0.432856,-0.898289
3.673469,117.587940,-0.460933,-0.884145
3.673469,119.396985,-0.488551,-0.869120
3.673469,121.206030,-0.515682,-0.853229
3.673469,123.015075,-0.542299,-0.836487
3.673469,124.824121,-0.568376,-0.818912
3.673469,126.633166,-0.593885,-0.800520
3.673469,128.442211,-0.618803,-0.781330
3.673469,130.251256,-0.643104,-0.761362
3.673469,132.060302,-0.666764,-0.740634
3.673469,133.869347,-0.689759,-0.719168
3.673469,135.678392,-0.712067,-0.696985
3.673469,137.487437,-0.733665,-0.674108
3.673469,139.296482,-0.754532,-0.650559
3.673469,141.105528,-0.774646,-0.626361
3.673469,142.914573,-0.793988,-0.601538
3.673469,144.723618,-0.812539,-0.576116
3.673469,146.532663,-0.830280,-0.550120
3.673469,148.341709,-0.847193,-0.523576
3.673469,150.150754,-0.863262,-0.496509
3.673469,151.959799,-0.878470,-0.468947
3.673469,153.768844,-0.892803,-0.440919
3.673469,155.577889,-0.906245,-0.412450
3.673469,157.386935,-0.918784,-0.383570
3.673469,159.195980,-0.930407,-0.354308
3.673469,161.005025,-0.941104,-0.324694
3.673469,162.814070,-0.950861,-0.294755
3.673469,164.623116,-0.959671,-0.264522
3.673469,166.432161,-0.967524,-0.234026
3.673469,168.241206,-0.974414,-0.203296
3.673469,170.050251,-0.980331,-0.172364
3.673469,171.859296,-0.985271,-0.141260
3.673469,173.668342,-0.989229,-0.110015
3.673469,175.477387,-0.992202,-0.078661
3.673469,177.286432,-0.994185,-0.047228
3.673469,179.095477,-0.995176,-0.015748
3.673469,180.904523,-0.995176,0.015748
3.673469,182.713568,-0.994185,0.047228
3.673469,184.522613,-0.992202,0.078661
3.673469,186.331658,-0.989229,0.110015
3.673469,188.140704,-0.985271,0.141260
3.673469,189.949749,-0.980331,0.172364
3.673469,191.758794,-0.974414,0.203296
3.673469,193.567839,-0.967524,0.234026
3.673469,195.376884,-0.959671,0.264522
3.673469,197.185930,-0.950861,0.294755
3.673469,198.994975,-0.941104,0.324694
3.673469,200.804020,-0.930407,0.354308
3.673469,202.613065,-0.918784,0.383570
3.673469,204.422111,-0.906245,0.412450
3.673469,206.231156,-0.892803,0.440919
3.673469,208.040201,-0.878470,0.468947
3.673469,209.849246,-0.863262,0.496509
3.673469,211.658291,-0.847193,0.523576
3.673469,213.467337,-0.830280,0.550120
3.673469,215.276382,-0.812539,0.576116
3.673469,217.085427,-0.793988,0.601538
3.673469,218.894472,-0.774646,0.626361
3.673469,220.703518,-0.754532,0.650559
3.673469,222.512563,-0.733665,0.674108
3.673469,224.321608,-0.712067,0.696985
3.673469,226.130653,-0.689759,0.719168
3.673469,227.939698,-0.666764,0.740634
3.673469,229.748744,-0.643104,0.761362
3.673469,231.557789,-0.618803,0.781330
3.673469,233.366834,-0.593885,0.800520
3.673469,235.175879,-0.568376,0.818912
3.673469,236.984925,-0.542299,0.836487
3.673469,238.793970,-0.515682,0.853229
3.673469,240.603015,-0.488551,0.869120
3.673469,242.412060,-0.460933,0.884145
3.673469,244.221106,-0.432856,0.898289
3.673469,246.030151,-0.404347,0.911536
3.673469,247.839196,-0.375435,0.923876
3.673469,249.648241,-0.346148,0.935295
3.673469,251.457286,-0.316517,0.945781
3.673469,253.266332,-0.286570,0.955324
3.673469,255.075377,-0.256338,0.963915
3.673469,256.884422,-0.225850,0.971546
3.673469,258.693467,-0.195137,0.978207
3.673469,260.502513,-0.164229,0.983893
3.673469,262.311558,-0.133158,0.988599
3.673469,264.120603,-0.101953,0.992320
3.673469,265.929648,-0.070648,0.995051
3.673469,267.738693,-0.039272,0.996790
3.673469,269.547739,-0.007856,0.997536
3.673469,271.356784,0.023567,0.997288
3.673469,273.165829,0.054966,0.996045
3.673469,274.974874,0.086311,0.993809
3.673469,276.783920,0.117570,0.990583
3.673469,278.592965,0.148712,0.986370
3.673469,280.402010,0.179705,0.981173
3.673469,282.211055,0.210519,0.974997
3.673469,284.020101,0.241124,0.967851
3.673469,285.829146,0.271488,0.959739
3.673469,287.638191,0.301581,0.950671
3.673469,289.447236,0.331374,0.940654
3.673469,291.256281,0.360836,0.929701
3.673469,293.065327,0.389939,0.917821
3.673469,294.874372,0.418653,0.905026
3.673469,296.683417,0.446950,0.891328
3.673469,298.492462,0.474801,0.876742
3.673469,300.301508,0.502179,0.861282
3.673469,302.110553,0.529057,0.844964
3.673469,303.919598,0.555406,0.827803
3.673469,305.728643,0.581203,0.809817
3.673469,307.537688,0.606420,0.791024
3.673469,309.346734,0.631032,0.771442
3.673469,311.155779,0.655016,0.751091
3.673469,312.964824,0.678346,0.729992
3.673469,314.773869,0.701001,0.708165
3.673469,316.582915,0.722956,0.685632
3.673469,318.391960,0.744191,0.662416
3.673469,320.201005,0.764684,0.638539
3.673469,322.010050,0.784415,0.614026
3.673469,323.819095,0.803364,0.588901
3.673469,325.628141,0.821512,0.563188
3.673469,327.437186,0.838841,0.536914
3.673469,329.246231,0.855334,0.510106
3.673469,331.055276,0.870975,0.482789
3.673469,332.864322,0.885747,0.454990
3.673469,334.673367,0.899636,0.426737
3.673469,336.482412,0.912629,0.398060
3.673469,338.291457,0.924712,0.368986
3.673469,340.100503,0.935872,0.339543
3.673469,341.909548,0.946100,0.309763
3.673469,343.718593,0.955385,0.279673
3.673469,345.527638,0.963718,0.249305
3.673469,347.336683,0.971090,0.218688
3.673469,349.145729,0.977494,0.187854
3.673469,350.954774,0.982923,0.156832
3.673469,352.763819,0.987374,0.125653
3.673469,354.572864,0.990839,0.094350
3.673469,356.381910,0.993316,0.062952
3.673469,358.190955,0.994804,0.031492
3.673469,360.000000,0.995301,-0.000000
5.510204,0.000000,0.989884,-0.000000
5.510204,1.809045,0.989390,-0.031412
5.510204,3.618090,0.987911,-0.062792
5.510204,5.427136,0.985446,-0.094110
5.510204,7.236181,0.982000,-0.125334
5.510204,9.045226,0.977574,-0.156433
5.510204,10.854271,0.972174,-0.187377
5.510204,12.663317,0.965805,-0.218133
5.510204,14.472362,0.958474,-0.248672
5.510204,16.281407,0.950186,-0.278963
5.510204,18.090452,0.940951,-0.308976
5.510204,19.899497,0.930779,-0.338681
5.510204,21.708543,0.919679,-0.368049
5.510204,23.517588,0.907662,-0.397049
5.510204,25.326633,0.894740,-0.425654
5.510204,27.135678,0.880926,-0.453834
5.510204,28.944724,0.866235,-0.481563
5.510204,30.753769,0.850679,-0.508811
5.510204,32.562814,0.834276,-0.535551
5.510204,34.371859,0.817041,-0.561758
5.510204,36.180905,0.798992,-0.587406
5.510204,37.989950,0.780146,-0.612467
5.510204,39.798995,0.760522,-0.636918
5.510204,41.608040,0.740141,-0.660734
5.510204,43.417085,0.719022,-0.683892
5.510204,45.226131,0.697186,-0.706367
5.510204,47.035176,0.674654,-0.728139
5.510204,48.844221,0.651451,-0.749184
5.510204,50.653266,0.627598,-0.769484
5.510204,52.462312,0.603120,-0.789016
5.510204,54.271357,0.578040,-0.807761
5.510204,56.080402,0.552384,-0.825701
5.510204,57.889447,0.526177,-0.842819
5.510204,59.698492,0.499446,-0.859096
5.510204,61.507538,0.472217,-0.874516
5.510204,63.316583,0.444518,-0.889065
5.510204,65.125628,0.416375,-0.902728
5.510204,66.934673,0.387817,-0.915491
5.510204,68.743719,0.358873,-0.927340
5.510204,70.552764,0.329570,-0.938266
5.510204,72.361809,0.299940,-0.948257
5.510204,74.170854,0.270010,-0.957303
5.510204,75.979899,0.239811,-0.965393
5.510204,77.788945,0.209374,-0.972522
5.510204,79.597990,0.178727,-0.978682
5.510204,81.407035,0.147903,-0.983866
5.510204,83.216080,0.116930,-0.988068
5.510204,85.025126,0.085842,-0.991286
5.510204,86.834171,0.054667,-0.993516
5.510204,88.643216,0.023439,-0.994756
5.510204,90.452261,-0.007813,-0.995004
5.510204,92.261307,-0.039058,-0.994260
5.510204,94.070352,-0.070263,-0.992525
5.510204,95.879397,-0.101399,-0.989801
5.510204,97.688442,-0.132433,-0.986089
5.510204,99.497487,-0.163335,-0.981395
5.510204,101.306533,-0.194075,-0.975723
5.510204,103.115578,-0.224621,-0.969079
5.510204,104.924623,-0.254943,-0.961468
5.510204,106.733668,-0.285011,-0.952898
5.510204,108.542714,-0.314795,-0.943379
5.510204,110.351759,-0.344265,-0.932920
5.510204,112.160804,-0.373391,-0.921530
5.510204,113.969849,-0.402146,-0.909222
5.510204,115.778894,-0.430500,-0.896008
