phiSim, phiPrep, phiNoprep
4.316200,4.155014,27.579468
-1.909535,NaN,NaN
-6.791767,-9.963334,-9.340268
-10.074412,-11.289772,-24.397301
11.378707,11.492615,18.387310
9.394652,9.355309,7.832034
0.496525,0.470473,8.177164
10.496325,10.615354,52.349064
3.803622,3.760966,33.076952
-21.438740,-21.831468,-19.496281
-11.508431,-11.859647,-13.774115
2.794663,2.247600,1.451854
5.229625,5.755152,10.760787
-10.431285,-10.578000,-16.368620
-6.065062,-5.959577,-8.994121
-10.734987,-10.813716,-7.838077
10.619904,15.608427,32.744055
-15.594976,-15.643196,-17.478807
8.371395,8.369985,-3.228475
-11.758245,-12.472133,-17.359267
-16.892576,-17.178037,1.708259
4.810446,4.879653,15.138684
19.821919,20.753741,19.719985
2.966138,3.691581,10.941283
-15.028701,-15.546564,-15.332739
16.421271,16.836032,20.757204
-8.036164,-8.025147,-11.850179
-1.349788,-1.391072,19.489820
-6.026451,3.162405,-5.331830
0.306841,0.372242,-2.622758
-0.680558,-0.514586,-1.299674
-2.856039,NaN,-86.239132
-7.267613,-10.585449,-9.895497
-6.487109,-6.453323,20.209148
-4.824155,1.306937,2.416264
13.772422,19.257107,21.556055
17.051881,17.278076,22.708512
15.342183,15.564967,25.024758
0.176425,0.665628,0.090245
-4.239391,-4.361132,17.083573
-5.564410,-5.753264,-3.800368
-0.357302,-0.016799,0.208152
-0.543318,-0.568034,-1.039827
-8.151614,-8.244213,-14.727091
-5.524448,-5.387424,-10.212682
13.819448,13.854040,31.074187
-3.607451,0.664011,16.407008
-3.016914,-2.989139,-0.233138
7.446502,7.489608,7.674319
7.975449,7.832000,14.961079
-3.168819,-3.328012,-2.009599
-0.229262,0.025958,1.833701
0.759422,-1.463478,-4.935429
4.200587,4.112451,38.760762
3.176018,-3.408298,-1.198842
7.265573,7.365414,15.362355
8.622416,8.825793,NaN
2.070125,1.975111,69.851515
13.511099,13.455037,20.089868
-5.077444,-4.984877,5.570202
16.089327,16.308961,16.585591
4.707785,NaN,15.855674
-6.185264,-9.644346,-7.856004
5.447602,5.325259,5.600144
1.736827,1.588165,NaN
6.552907,6.600074,6.670385
-11.410760,-11.622814,2.214594
5.405992,5.702205,18.878891
8.140800,8.080139,21.449208
-26.855394,-27.096236,-74.585647
1.969963,1.941314,32.306057
-3.772791,-9.090983,-5.866884
-1.154031,-0.573927,0.298204
-7.700975,-7.940660,-7.388781
1.936673,1.529508,-23.919761
16.761850,16.239694,21.579235
4.571919,5.305788,32.375039
-3.711975,-3.663638,-0.715356
10.624066,10.667670,14.652055
9.823887,9.711165,10.167221
-3.810000,-3.944275,7.967909
16.582987,22.467773,25.375136
-6.428214,-6.322765,-7.839639
-12.643043,-12.942762,-54.279166
13.461337,11.102440,7.871325
18.711583,19.192636,20.661264
9.307807,9.514954,14.229956
-12.863380,-13.163263,-35.991550
-19.542898,-19.799704,-6.707078
1.610200,2.481247,3.894652
-11.346291,-11.414487,-24.177854
-17.396977,-17.573000,-16.804851
-4.320483,-6.482993,-5.628413
-18.710584,-19.032207,-38.646228
6.521859,6.463713,7.126588
-2.776151,4.945111,9.018792
2.505064,2.654456,11.907363
13.936492,14.155005,24.967505
9.834379,9.790489,12.685447
-14.497232,-14.866848,0.573330
9.107731,10.632790,17.873289
1.694189,0.219012,8.457277
14.363467,16.943231,24.180502
-5.620640,-5.928475,8.850799
8.606422,0.084465,-4.213834
-9.155705,-8.756464,-24.681740
-3.620625,-3.637751,29.366681
9.784069,9.810745,14.958501
-9.576997,-9.796319,-12.532394
-3.563694,-3.763660,-2.878349
3.386629,3.275278,-18.106519
-8.245141,-8.366649,-8.102240
9.203129,2.944503,9.389180
12.184129,12.298851,36.511658
-3.542911,-3.381654,-4.635270
-6.225142,-6.225722,-6.550352
5.301469,5.384620,5.235541
-4.538421,-2.015865,-3.581051
-8.367958,-8.377916,-7.773335
7.079738,7.041471,18.208902
9.056561,10.750702,25.367794
-9.606843,NaN,1.609292
3.065490,5.446429,17.730695
13.247197,13.255410,NaN
9.694730,9.710453,15.817677
25.996999,26.382030,35.200877
15.883065,16.012942,24.115273
-16.536884,-27.199714,-23.879144
-2.156690,-2.121128,-2.398724
-10.226980,-10.193322,13.495938
1.672492,3.379184,1.815292
5.647427,5.580759,5.712613
-3.738211,-4.331645,-1.312632
-6.067373,-6.364883,-10.235584
2.723194,2.828069,1.246199
-5.055937,-5.007843,-27.195169
-5.167929,38.136784,23.859007
6.515225,6.503135,11.231922
-0.093196,-0.644221,NaN
1.253547,1.031155,3.168915
7.780135,8.171203,14.668819
8.864090,9.054370,14.719751
26.420369,26.858196,26.259507
-0.813914,-0.958315,27.008775
11.394868,4.783392,7.280515
-2.575771,-2.579175,7.536815
-9.890134,-10.060845,-9.761027
-8.642570,-8.881013,-16.011748
1.823310,2.302159,5.673256
5.545030,5.526485,6.450146
-15.544891,-15.624473,-18.306980
10.249361,11.209241,20.300410
-6.932513,-10.567249,-8.701240
5.422954,5.368690,18.171891
3.158396,NaN,12.434394
-11.388840,-11.431941,-11.030994
4.327507,4.474445,9.256338
-0.238969,-0.202567,-10.731683
3.784406,3.678798,29.161435
1.450611,1.496664,16.230919
8.810118,8.766179,6.344857
9.412872,9.433995,11.285255
1.993888,3.803313,24.398005
-6.002540,-6.294918,-8.671251
3.072267,3.154084,2.543563
-0.850285,-2.972030,-8.572485
0.597073,8.198777,17.851379
11.321386,11.317230,17.290060
14.469708,14.659159,14.517409
-9.859952,-10.185151,-6.808401
7.833264,9.951412,31.650661
13.027796,13.266313,13.100509
1.241569,1.486474,-3.516771
-8.344282,-8.517753,-73.564173
6.429241,-6.422551,-2.770549
-4.576174,-4.573453,2.866743
-4.222227,-3.520888,6.805227
-0.476827,-0.512583,8.325321
0.219962,0.146318,4.179058
-3.727945,-3.792231,-2.281205
8.118704,13.754831,28.957717
1.028291,NaN,NaN
15.891503,16.214888,21.020721
-3.000250,-2.899203,17.473565
3.112525,NaN,12.137658
-1.905178,0.880310,7.197861
3.110358,3.271392,8.232519
-14.746976,-15.090011,-17.946093
2.560477,2.352087,12.095790
-8.651225,-8.845293,3.684213
6.257948,6.096751,9.637586
-5.431420,-5.622164,-12.283511
6.924831,12.231347,26.286237
2.736203,2.462006,32.543432
-17.960120,-18.057944,-14.631644
-7.738159,-7.723970,-21.602061
-14.264527,-14.447583,NaN
-20.637404,-25.824704,-19.904637
7.108643,7.136386,7.236229
-11.989559,-12.330296,-14.228629
-3.200062,-2.468056,0.884095
-11.010439,-11.140143,-11.343921
-14.638589,-14.608485,-16.036469
-8.761542,-8.948531,-26.677855
5.970192,-1.234203,-2.339420
-5.909165,-5.872193,-11.812626
10.417000,10.668054,13.755405
2.187329,3.061428,50.056905
-0.585304,2.033713,0.358440
-0.103126,-0.083459,12.388196
-4.189746,-4.188643,11.872249
1.224061,NaN,NaN
-18.777549,-24.294291,-22.477731
-6.822839,-6.782464,-12.810784
-1.187868,4.085190,6.202926
-9.236379,-9.200816,-10.144616
-5.446689,-5.654742,-5.508831
-2.636896,-2.408822,-3.190100
15.857526,15.808313,16.264842
14.948745,15.335314,17.717019
-9.338883,-9.564073,-11.973924
-0.011191,0.928556,-1.449826
4.020665,11.639560,35.674356
-22.310208,-22.558885,-23.254620
-7.141388,-7.043465,-8.410515
-1.902280,-1.872235,-2.780587
14.250235,52.725384,45.504716
-1.203080,-1.166463,2.307295
5.183227,5.138170,5.104974
-1.401928,-1.577409,1.260791
-10.220714,-10.465741,-12.986283
29.477872,29.659059,33.521510
28.184615,28.499495,27.034734
-15.330050,-15.647744,-43.285681
-4.633937,-4.516961,-7.175635
-4.472269,-4.470660,-8.625359
-9.760369,-9.766451,-11.401787
-15.887747,-17.216855,-22.486068
-4.705225,-1.819311,0.736320
-4.850281,-4.814453,-5.620194
-11.035350,-11.129289,-15.122909
6.099760,6.005825,24.037263
4.526834,5.170135,12.360422
10.571705,10.580545,33.918648
-2.554807,2.735305,2.288440
13.487508,17.829800,23.868416
-3.190658,-3.267444,-0.827506
-2.509831,-2.415547,-12.082596
4.084303,4.097226,26.383567
-3.559291,-4.907296,2.270056
1.903753,1.848375,2.622199
9.941302,10.126870,10.313312
3.907099,6.196196,28.870124
-25.018259,-25.296605,-28.460726
-11.222977,-11.235389,-11.182147
-0.437498,0.286801,NaN
-23.123508,NaN,4.147353
-8.539059,-8.509613,-2.299780
9.693290,9.732708,15.081461
6.627485,6.454292,6.936190
2.476045,16.773530,33.654026
6.622359,16.812477,16.786650
9.218879,3.491493,8.830879
1.340156,-0.010916,30.137132
14.670146,11.392161,15.211522
5.649888,5.747118,3.438788
25.052300,25.259254,27.367735
-5.898113,-7.061159,-12.704446
9.163943,9.043795,9.186333
3.438867,3.351230,20.084652
-1.344731,-1.644012,-66.657726
5.582649,6.094143,17.739707
-2.725852,-4.518184,-3.561709
0.035564,-0.486803,2.747596
-13.967286,-6.090075,-8.499180
0.913275,3.918741,11.612962
14.063761,14.179554,23.588658
7.611349,8.254630,35.291880
1.172251,1.085661,0.774257
-1.501437,-1.572452,18.571346
-15.300199,-15.905949,-3.636950
-13.335190,-13.662583,-14.976749
-17.176665,-17.510571,-16.968125
7.705415,7.549423,25.027112
-15.552085,-15.761964,-20.083010
5.653716,5.522012,77.030339
5.467198,12.057875,32.926777
2.565684,2.567165,6.481967
10.239333,2.635438,-1.067905
7.888194,7.746674,8.639807
-13.317127,-13.565902,-13.418702
2.440079,5.788297,8.137756
-12.150697,-12.124211,-12.789275
-2.757925,0.502771,-1.919946
6.297732,6.739355,-2.843295
2.975440,3.075577,8.008193
6.917260,7.059169,10.932698
-18.467081,-19.509265,-23.095695
2.564267,5.018994,4.685343
4.813740,4.756120,6.422210
-4.713577,-4.822518,16.339450
-1.183905,NaN,NaN
-1.351175,-2.046303,9.890439
4.440798,4.386528,38.510611
5.931850,5.866087,11.782621
-6.271649,-6.345738,-12.681084
3.272262,3.441062,18.921854
13.269530,13.455778,13.386870
-3.791320,-4.481124,-4.628499
4.214526,4.345948,9.169581
0.767047,0.634797,0.394727
5.304045,5.264991,4.376615
-2.606599,-4.455794,6.069793
-7.769949,-8.029918,-16.169848
-0.338935,-0.255803,-2.218422
10.095748,10.078009,10.551909
7.082712,7.989015,19.540391
14.284344,14.350012,17.289428
2.396036,2.450247,2.591480
-1.190922,-1.263740,0.569789
10.013877,15.294225,14.543666
10.893105,11.109616,11.024840
16.687890,17.096745,14.644590
-8.586126,-8.765309,-29.851690
8.317491,0.028735,8.150355
9.108995,9.276656,15.261396
2.550553,2.581959,2.570382
8.048650,8.676372,56.268292
16.824390,16.781670,23.207078
-4.328783,-4.256817,-3.355932
-13.053792,-13.037979,-21.919181
-6.608345,NaN,10.119988
-14.839504,-20.129723,-16.124477
-5.657278,-5.580445,-65.015354
0.716754,0.499196,8.808298
10.250014,10.211827,10.341600
1.280706,1.344798,8.188633
3.498185,3.743336,44.461052
-4.443373,-4.547356,-5.526800
-3.638684,-3.758919,3.477304
-7.547523,-7.753500,-7.633435
9.212585,9.239724,11.293773
4.456036,24.203342,19.430959
-5.882790,-6.172867,-7.373110
25.081302,25.149250,25.117036
-7.344755,-8.472155,-3.811633
2.082160,3.173134,49.300644
3.059948,3.065160,7.654572
-21.159393,-21.505751,-20.372299
2.799822,3.680785,5.317896
1.639100,10.453446,-86.574438
-2.838913,-1.102539,-5.359554
7.307478,4.814507,-1.930405
-16.931817,-17.211143,-28.129791
-2.809673,-11.365298,-7.943943
-7.389598,-7.414800,-20.371109
9.686582,9.933988,12.216346
7.953973,7.611820,61.602810
15.278223,15.233924,16.343088
3.463878,3.369061,4.818828
-1.833579,-2.081921,8.722358
-3.579546,NaN,NaN
20.801388,21.393541,25.644055
-12.640112,-12.704643,-12.668477
-9.544127,-2.064713,-0.863539
26.273706,26.645777,31.207731
-2.734965,-2.797421,-0.080978
3.395066,3.546720,37.738505
-1.975488,-1.981740,-2.264779
5.256036,5.214897,9.820293
-1.796295,0.091995,-18.633428
8.229236,11.680981,9.221462
-2.350259,-2.550143,12.157354
3.731021,3.524575,17.208779
9.483344,9.682949,-0.916087
-3.735143,-3.706442,-12.995679
-4.968773,-4.912275,27.652882
-4.331847,-4.313373,-4.018697
-11.787515,-12.038859,-13.007846
5.143821,5.504003,6.578880
15.365646,17.500264,55.325588
-4.374968,-4.464503,-9.855877
-0.501002,-0.220896,-7.417745
7.881511,7.837043,42.339773
-16.500313,-16.523018,-17.129450
-6.183908,-6.194230,-6.298010
3.647638,3.671735,5.833060
-0.064288,-0.093774,-27.769807
9.684372,10.694498,22.938805
-2.981913,-2.989704,0.863429
-0.926103,-1.145746,-58.963150
-15.426309,-15.608755,-16.523589
-0.314376,0.809196,10.430981
7.226407,2.115080,42.742852
0.701509,1.799469,2.897847
-2.109560,3.230105,4.300749
-9.047612,-9.243791,-19.080990
4.812338,4.919658,20.084934
-0.417191,-0.152347,-0.487964
9.473466,9.552749,15.050299
-3.437127,-0.673740,-0.549869
-8.136615,-8.689389,-11.766902
-3.870135,-4.155474,1.797638
-2.465286,-2.363989,9.239082
1.284933,0.923712,-0.958533
-10.421428,-10.527273,-14.471086
-7.810279,-8.843701,0.499450
4.259634,4.256210,8.219060
-12.164493,-12.414176,-14.316127
-21.374081,-21.578495,-21.714351
10.409973,15.575832,12.414300
-1.892408,0.144926,10.279284
8.604808,8.817405,8.802082
14.915293,15.065685,43.388498
-4.955587,-4.845576,0.008282
1.032049,1.089276,-1.758940
4.041715,4.115584,4.071580
6.238426,10.877143,30.787079
-0.449398,1.332387,2.390338
-7.164742,-7.208704,-2.610673
10.125616,10.329031,19.289738
-4.208270,NaN,11.195559
-8.999299,-8.280882,-12.344461
-10.137939,-10.636203,-22.544498
-9.258053,-9.367083,-3.786795
8.096107,8.200746,18.378719
-2.607393,-2.649439,0.397219
5.687055,5.764121,26.270378
1.917670,1.781627,8.236679
0.321993,0.264964,6.994299
-4.870220,-5.053950,0.190486
-12.887637,-15.505442,-15.204479
4.256341,18.323850,20.300705
11.480203,11.374579,25.817180
12.798157,12.925380,12.243589
-7.892322,-7.930187,-8.072654
6.816594,7.431867,69.824917
5.284058,5.281203,10.405038
7.348118,7.381480,7.718577
-11.452615,-11.775014,-17.735984
6.314081,6.345483,2.088853
-1.764901,-0.161621,3.285428
5.257831,5.466338,-4.751564
-1.806046,-1.909074,22.122399
-2.533877,-2.384559,15.355880
-2.480351,-2.498476,5.385105
3.959876,4.005232,NaN
3.859437,4.143783,16.483847
-0.156705,-0.184516,1.594657
-7.962124,-7.953680,5.686938
-14.295832,-14.388495,-21.188407
0.398659,NaN,NaN
8.684215,9.349435,30.136501
6.389199,29.241367,5.821029
-12.323237,-6.168019,-4.416706
2.978738,12.371896,11.439478
17.122587,24.552870,27.673262
-10.240607,-10.351198,1.076437
-3.360919,-3.735153,-3.104169
-10.996418,-11.045186,8.940000
12.599548,18.175448,14.448994
-20.154539,-29.818846,-65.759749
-10.970128,-14.898511,-53.490750
9.490116,9.349874,34.174085
0.707516,0.951794,-4.978490
-1.851664,-1.839738,-1.664585
-4.064288,-2.438418,20.753670
-13.137234,-18.044814,-17.737503
9.712896,9.752162,12.564050
-18.913036,-18.866400,-22.986828
9.345030,20.785117,10.063837
-21.273200,-21.494792,-18.598297
0.850922,1.101552,-4.302689
15.006109,15.141534,15.671986
18.247815,18.527029,18.042539
-30.692162,-30.846474,-31.091580
-10.027447,-10.561538,-10.545890
5.608975,10.244270,27.188677
-7.281334,-7.498987,4.892826
2.281727,2.216286,18.848042
-9.717078,-6.528008,-21.157454
-13.585134,NaN,-14.548511
-5.408323,-8.162470,-7.611143
6.132594,46.849990,53.547999
-8.303188,-0.490230,-7.044674
-11.381320,-11.407839,-10.508429
13.164812,13.333111,18.299082
1.470365,0.784967,-0.391463
16.653064,16.667138,35.964845
-10.864730,-11.121566,6.484749
-0.790087,-1.019832,77.062580
-0.507553,-0.507820,1.230361
-1.101696,-0.449975,7.037337
-9.196502,-9.450662,-12.647284
4.917299,5.038355,-5.247914
-2.260719,-2.229905,-2.293671
10.703198,26.088858,38.479902
0.650777,0.687409,6.902051
11.370609,11.445606,-0.963061
0.414373,-0.404673,1.517803
-6.235754,-6.970323,-14.627577
15.322971,16.880344,21.563729
-10.960173,-11.007565,-11.423096
20.663352,20.707547,NaN
-2.129879,-0.411983,-6.215295
-5.206713,-5.204371,-7.014772
8.126667,8.315495,7.949441
5.888144,5.952410,34.987665
-20.101346,-12.235927,-15.095554
-2.491673,-2.436085,0.103818
-1.544715,-1.555523,85.168295
12.097756,11.952534,28.226675
-3.219350,-3.245508,-4.304035
-10.358880,-10.390229,-30.678368
0.091628,12.305070,7.146131
-0.237459,0.811956,8.830496
-25.855448,-26.350253,-26.392520
-9.095842,-9.310307,-17.306634
-4.096514,-5.313485,-4.443007
-11.733695,-11.774720,-18.000305
-0.855476,-1.067906,20.073052
-4.295281,-4.309188,-8.663160
14.788133,16.098115,28.317605
-2.340047,-2.695020,11.879539
7.490128,7.717653,-3.310374
2.050801,1.968052,5.964392
-2.157951,-2.111036,32.288823
0.055550,0.078218,1.824209
5.380917,5.336853,-4.322592
0.907590,1.241919,4.930131
11.658391,11.899187,14.735571
9.435098,9.639071,12.671931
2.306846,-0.534891,-3.695909
-5.988148,-6.221096,-45.004608
-1.629943,-3.016740,-4.554982
8.771695,8.920352,13.299359
-6.815910,-6.801530,-5.107511
18.990418,19.869725,33.106197
-0.287440,-0.310954,5.675422
-5.043819,-4.945327,-0.663152
6.948759,5.745274,11.625532
0.452536,NaN,NaN
-2.095453,-3.064139,8.046249
-0.818230,-0.795535,-35.158871
3.817964,3.674482,8.805751
18.812645,18.983776,16.341178
0.884860,0.892933,7.884879
12.399295,12.608392,37.596693
-17.029268,-17.359199,-18.377510
-7.589130,-7.698039,16.599423
12.520655,19.015080,13.314893
-16.651563,-35.912999,NaN
-1.646335,-1.809328,1.103831
5.274650,5.048052,31.840804
-2.528467,-2.454530,-7.843284
1.433777,1.394565,-11.484457
0.926849,3.682341,34.537163
4.403157,4.380032,9.723393
-14.871686,-15.171640,-23.052841
1.916271,4.196859,6.702770
-11.677787,-11.928329,-16.048084
5.386898,7.059866,13.856015
-3.206194,-3.035076,-2.639965
-8.910096,-9.119386,-40.669622
10.057348,7.666935,0.365965
4.239054,4.314957,15.394337
-0.362009,-0.278575,1.983196
8.852366,10.936067,32.385045
5.571832,5.585282,9.652765
2.858873,2.800788,3.161452
7.092845,7.099039,6.929827
0.309966,NaN,NaN
-5.533457,-8.828289,-8.199633
-12.236963,-12.277909,-14.341941
-10.040508,-1.163429,-2.304353
0.922483,2.773828,12.123956
14.616646,14.727321,27.873310
12.370402,12.545485,40.823641
15.637817,15.598423,24.601509
8.720594,8.755818,11.036364
1.680625,1.585640,1.338337
-9.220494,-8.874607,-11.114783
10.280645,28.163529,33.301542
-7.785257,-8.052676,-12.964452
6.719893,6.918948,-2.841333
-7.903545,-7.499024,-8.990380
0.154759,25.235990,6.102234
6.109827,6.065418,9.633427
-2.268118,-1.878721,2.845877
-0.946658,0.453901,1.464288
-1.844068,-2.309447,7.921725
9.402219,9.597946,9.279229
11.799222,12.059188,10.276321
3.506497,3.385536,34.916243
-2.023401,-8.356963,14.411978
6.639808,6.741878,13.003938
3.700295,3.736801,21.919632
3.744252,3.706155,40.485557
0.588366,1.289790,5.259313
3.096403,3.013006,12.591441
-5.803149,-5.766241,15.519874
-8.669436,-8.954119,4.386632
6.256870,6.213741,12.184163
4.411559,4.387067,35.944816
-3.479615,1.310223,-0.969214
-5.973111,-5.943789,-3.952550
-16.898751,-17.304642,5.120195
-10.606242,-10.689670,-20.599516
13.731812,13.648822,24.328569
-0.320443,-0.188974,2.356485
17.176816,14.844828,26.289577
4.553775,4.540951,4.475634
15.601954,19.385630,19.358181
0.606789,0.342179,18.052299
2.019462,2.110306,-58.671233
-14.348177,-14.684887,-14.397860
-6.423728,-6.403798,3.734619
-8.993057,-8.973094,-1.304982
0.982672,1.009280,12.446145
-1.495577,-1.663615,-1.283875
-9.738845,-9.980820,-20.301377
-3.697384,-3.730445,-0.516401
-2.806763,-2.634337,-4.560922
0.035972,0.123620,10.238057
4.350070,-0.285798,-5.728450
13.085571,13.406911,14.445025
14.696090,15.169576,14.483792
-5.013155,-5.195044,-26.317133
5.825779,14.648140,10.303071
-5.802722,-5.735896,-0.335330
-22.992897,-25.062365,-26.334479
0.794832,NaN,NaN
-11.689208,-16.450514,-13.653464
-6.010969,-5.942127,-32.492863
2.565481,2.587965,9.927392
-21.438622,-21.742906,-11.396892
-0.048797,-0.106432,8.551518
0.333650,0.395036,5.547137
2.438560,0.325747,17.033875
-0.365131,-0.220199,4.997471
15.953723,15.916499,13.090278
19.389468,20.600667,20.723559
-6.118753,-6.292047,0.966704
-4.547499,-1.471762,-9.680945
10.585469,9.901161,14.235006
-8.382432,-9.818265,-8.546448
-19.407956,-19.802343,NaN
9.105229,9.153928,14.090524
-25.323149,NaN,NaN
5.824035,5.698918,6.753414
10.685018,28.857021,15.362371
-2.505037,-1.107822,8.947630
8.741812,9.124635,-0.406425
16.405618,16.522306,40.184054
5.254399,-2.653075,0.884823
1.415358,1.493055,-6.155759
0.394740,0.469209,6.641567
-14.473204,-14.782022,-22.293052
-11.547184,3.659736,1.447296
0.215385,0.266958,7.625846
8.224813,11.948511,8.337004
11.794638,11.648148,23.762005
-12.542412,-17.508212,-16.597755
5.894835,5.834445,47.591609
-1.570429,6.633429,5.858362
9.882396,9.819314,10.047611
12.557644,12.706027,21.891133
-4.558092,-0.132682,-18.346948
5.886779,5.950268,23.707553
3.414465,3.378521,9.947025
-11.360794,-12.729049,-13.728565
5.152622,5.099625,4.831182
-1.188566,-1.395889,4.537118
8.823272,8.652393,9.864382
7.467147,7.684363,6.498193
-3.624175,-3.612859,-17.962963
-0.884929,-0.714843,2.905291
9.829443,9.849736,14.941813
-12.476052,-12.733731,-3.520324
3.022898,6.093859,3.778079
6.803392,5.369596,37.291899
-6.837462,-6.915066,-14.003964
-5.823696,-5.712364,-5.663486
-5.697354,-5.939533,69.302664
10.978664,0.213325,0.349306
-3.144668,-3.163362,-4.334595
-5.524563,-5.429884,-62.299909
-1.659455,-1.904092,-33.214124
-2.992331,5.033782,7.874755
-1.119631,-1.116530,3.943329
2.584557,2.703210,2.525298
4.271909,NaN,20.096553
2.513926,2.748120,2.889142
1.963460,1.767927,9.901757
4.306929,4.153586,11.505660
-0.001315,2.649216,6.688777
1.097917,1.143253,11.674450
-9.737720,-1.146254,-20.043101
1.380397,1.265569,1.147894
-3.689260,-3.797516,3.531014
3.571424,3.415687,3.301186
-0.560065,-0.570128,1.339644
-26.822114,-27.185185,-31.339585
9.260410,9.110617,15.719351
9.835850,10.007666,1.027890
-1.059147,-1.091072,-1.021690
5.006396,49.295951,23.706152
6.887764,6.872830,12.276194
4.082252,4.082182,-5.156414
1.115564,1.014832,4.033560
-15.257410,-15.498855,-7.564435
6.465333,13.167603,16.725950
4.635691,0.535209,-2.962896
-1.693514,-1.818213,22.384617
-10.058820,-10.073091,13.287308
2.464329,2.593671,-2.634505
-2.583890,-2.579757,4.398646
-13.778228,-14.101901,-25.876744
11.515137,11.451714,18.916652
-10.790165,-10.770875,3.176951
-0.113949,-0.227114,61.793650
-6.351246,NaN,10.595160
17.123646,17.572743,20.449200
6.138749,6.006089,34.513118
4.254925,4.096006,10.288343
15.453763,21.435068,23.258719
-11.832187,-12.040130,3.760074
5.026609,5.124529,23.061925
-2.006225,-1.992733,-8.860324
-9.027130,-8.762845,5.360737
3.992766,3.815226,-8.944579
-24.754799,-27.170106,NaN
-2.637454,-3.477841,-3.590111
13.346811,13.240232,30.765364
15.719827,15.994662,23.458430
0.773912,0.720723,12.733811
4.292102,4.404735,32.789272
-8.649708,-8.634128,-3.259100
3.916709,3.905002,4.007253
-4.162984,-4.373418,-4.295035
-5.227420,-5.478417,0.198132
16.806031,19.704237,21.496833
-0.236833,0.010292,-6.836895
9.417242,9.433880,45.740510
-11.410932,-11.454113,-12.153660
1.615880,1.709261,4.180812
9.426428,9.647538,9.492217
7.807085,7.892041,32.302725
4.818814,4.677446,9.221374
-20.588582,-20.838513,-20.118838
-14.643529,-14.752946,-17.540781
10.977057,13.886793,-9.416264
11.206933,11.365736,18.980630
-13.958443,-14.020918,-18.207679
-4.287555,NaN,4.231053
-7.710311,-7.657052,-11.077570
0.258304,0.218107,5.464250
-8.366538,-8.408551,-5.356409
-0.602570,0.223913,10.543872
8.389190,8.375484,13.816441
4.558872,4.395037,21.497125
10.101413,10.141238,11.740253
-1.536049,-0.329306,-0.037761
-2.057089,-2.181890,11.845016
3.194302,3.258038,-8.847324
-2.551143,-2.517248,-2.287743
-5.673247,-5.606693,14.417379
11.381141,11.408648,17.177228
11.092167,2.135173,11.672249
-2.419918,-2.586560,-2.564275
-0.372206,0.878481,-2.626240
-8.457181,-8.458149,-9.305115
16.597010,16.992293,16.550496
18.745867,18.885703,33.013812
-1.915145,-8.459480,-1.261855
18.478536,18.943795,21.339794
2.970712,3.011125,9.031137
5.466585,9.090360,6.410525
11.132377,11.082648,19.196116
-5.191360,-5.103602,-0.309761
-9.193057,-9.276576,-15.950498
7.474832,7.617432,20.711374
-15.545606,-20.864890,-16.838640
-1.251468,-1.220881,-13.298962
8.929452,9.091049,17.846082
1.298857,3.711098,7.848596
8.651759,8.810423,8.314290
14.764101,14.984251,22.065068
18.235096,18.258102,39.747783
-8.012521,-8.249435,12.061906
-5.568467,-5.760672,3.054085
14.209077,14.196920,15.869347
-3.216756,-5.284304,0.656138
-2.440843,-2.714856,22.983525
21.210742,21.404691,12.750893
5.429158,5.287676,6.442268
-9.982365,-10.035210,-9.866479
-1.711515,-1.675624,-0.193729
4.920247,4.878935,6.087125
-4.855430,-5.027004,-4.944794
3.989768,13.011725,42.724469
5.211715,5.225655,13.717225
-8.539201,-8.486770,-8.712277
3.624763,3.169318,33.223403
-5.411254,-5.291091,13.932836
15.504631,15.876617,16.502211
-4.935765,-4.855395,-21.770872
-3.019083,-3.051272,-15.200375
0.611608,0.985140,2.805637
3.059080,2.987122,26.357152
-8.074525,-8.127342,-31.565228
-16.671837,-16.844308,-14.566058
-2.959481,-4.869736,9.156777
-1.707545,-1.649681,-48.261413
4.992783,4.833518,14.491186
15.391058,16.951023,22.280697
6.615310,6.736422,2.626171
1.324054,1.409585,-0.994277
-4.348727,-5.662052,-5.444397
-5.979045,-6.751372,15.364991
-10.255474,-10.539735,-14.505985
15.762937,15.983941,17.300679
11.443352,16.524759,19.430098
-7.725653,-7.958977,-11.905373
0.367424,0.458539,9.538181
-12.847328,-13.025670,-11.034457
13.997899,14.162581,33.626659
1.292717,1.312099,6.447720
-31.332016,NaN,-31.234682
0.035749,0.474533,1.337896
-2.876753,-2.994712,9.584931
5.231795,7.886353,16.413999
-4.948607,-4.798068,-10.563074
-5.895395,-6.132500,-66.164290
-10.130482,-9.598525,23.550907
-11.987886,-12.235385,7.881392
-8.247523,-8.298103,-8.321587
-2.434128,-2.511240,-55.242335
-11.523362,3.352257,-2.365664
8.101384,8.066670,20.466507
12.860740,13.081167,14.637190
13.690124,14.497186,28.416736
2.335813,3.843313,-0.446120
-1.736672,-1.673549,18.752495
-5.422707,0.544360,1.747630
-3.669292,-0.022222,7.520875
2.418849,2.565649,7.035995
7.280844,5.773818,31.892909
1.441575,1.277336,1.420025
-8.402429,-8.103427,7.277342
7.425979,7.333880,9.215735
-2.226923,-2.044357,-0.092802
1.512165,8.454320,2.376268
6.376626,6.125112,19.266286
-0.911874,-0.848171,-0.429541
10.726937,10.719073,22.025276
-16.892707,NaN,NaN
-8.084809,-8.067520,-3.831204
-1.805021,-1.758555,7.040980
-15.403318,-15.729814,-18.177856
