phiSim, phiPrep
-15.391890,-15.431373
0.182228,0.011999
-13.869888,NaN
11.942796,12.115296
6.981996,19.661822
19.257552,44.145977
1.100709,5.330778
14.042921,14.151417
12.973755,13.159733
1.845131,1.756242
-1.516828,-1.582441
-3.271215,-1.176813
22.612163,30.706102
-0.062867,-0.146964
-0.325586,0.002099
11.708151,11.829161
3.734291,3.172427
25.389803,25.449332
-12.308693,-13.539499
-27.950591,NaN
4.157618,4.074809
-9.787816,-10.032335
-3.192461,-3.187611
16.112485,11.999673
-6.361223,-6.609333
8.359750,-0.733939
-3.651645,-3.653264
-13.688431,-13.827425
-10.652205,-10.961587
-6.361344,2.908844
-6.479810,-6.479917
17.721646,17.879042
0.234761,NaN
24.211086,24.759559
-8.212550,-8.244417
17.067502,22.785795
-6.768441,-6.636057
6.471559,6.591561
5.358733,5.487468
-12.088027,-14.567427
4.154742,4.809029
-10.269000,-10.538183
-3.865095,-5.690583
-7.113218,7.602463
-7.891532,-8.144635
30.990722,31.009052
15.793020,15.872993
8.276378,9.219363
4.294677,4.292635
27.376250,27.448176
-14.905459,-15.321945
-11.069143,-11.289967
8.754910,8.934448
-3.835525,-3.682859
-16.644258,-16.924220
-2.983333,-2.822412
-19.678244,-19.942986
11.879132,11.423592
-5.814997,-6.035462
2.720092,2.627355
-6.280796,-6.261431
-5.639193,-5.602609
1.840232,NaN
-8.723186,-12.631938
4.928047,5.450760
3.023127,NaN
9.271410,9.192119
-19.031895,-19.524628
-13.271550,-13.332661
2.850192,2.826475
1.887272,2.476349
-4.109206,-1.667801
8.210007,8.355285
2.417084,4.726391
-8.927695,-9.156277
29.909358,29.913897
-5.166626,-5.090898
3.465076,4.048772
7.104197,7.095370
3.973162,3.973375
4.480649,4.372992
2.564327,2.792484
-5.138067,-5.191286
-18.597108,-18.593608
12.998550,13.126552
5.185207,-3.403295
18.678960,19.148478
-12.671427,-12.879610
-11.311597,-12.015516
-3.923205,4.637701
28.118863,28.268154
-9.868713,-10.146114
-2.288149,NaN
8.550024,8.933046
-2.068273,-1.997342
5.018980,7.478516
23.151839,23.510425
-13.879574,-14.130577
11.824324,11.955150
-20.439091,-20.742536
-4.875643,-5.014298
5.706477,5.535709
-14.959058,-17.338997
13.507455,15.762603
-0.825251,-1.129963
6.699669,6.884265
5.367363,5.227443
-21.200821,3.358684
-28.309207,-34.514731
-5.648236,-5.956310
18.220017,18.023167
17.706320,19.384524
4.140932,6.658252
1.521684,-2.257612
4.791067,4.484246
15.633602,9.861766
-17.136916,-17.530987
-2.916609,-2.840969
-11.067875,-11.440166
3.243755,3.203178
14.755676,14.672139
5.591453,7.900920
-1.412752,NaN
-5.316450,-2.406603
-4.242094,-4.138233
-9.859378,0.230338
-10.289145,-10.316535
-9.142734,-9.721081
-3.192249,-4.587143
19.141794,19.201429
-8.095846,-8.292784
-0.126113,-0.351450
-11.234949,-11.741731
-2.255927,-4.867735
11.802641,11.061371
-29.273993,-29.508015
-14.392011,-14.723004
16.690257,16.753125
-6.101239,-6.056594
22.051702,NaN
-0.880370,-0.215116
15.671753,17.338697
13.145600,13.388793
-2.227060,-2.051898
7.937273,7.896158
-2.156176,-2.001038
-9.444048,-9.553507
13.484480,13.816791
-4.129426,-4.295846
14.776145,14.719589
-0.340551,-0.316727
-22.063305,-22.157404
-3.753265,NaN
4.546986,4.921400
-3.284255,-3.187997
-9.598145,0.452616
0.305021,4.637529
12.248875,12.390982
-1.368027,-1.311220
-3.376101,-3.881685
4.651343,4.640361
-0.385890,-0.588535
1.715258,1.706270
-16.715902,-17.048002
17.460912,17.337030
0.557495,0.629905
8.052927,7.911695
-11.489484,-11.518581
7.120622,7.111980
-8.100772,-8.275792
-0.402239,0.063077
-10.285155,-10.541496
8.356918,8.545716
-7.339011,-7.262982
-2.751579,-2.848931
-8.896397,-8.773547
-7.549284,-7.589518
-21.535376,-21.838974
-19.242993,-19.557156
-14.312104,2.060267
-2.625398,-2.622159
-14.021352,-13.988645
-0.430367,NaN
-3.799586,-6.139197
-7.524474,-7.523457
-7.687001,-3.282327
11.167201,11.153574
-24.956413,-25.476158
26.671585,26.790208
-14.328363,-14.579624
23.247769,23.683675
1.801789,1.752587
17.217970,17.347512
-11.380345,-39.651253
0.664873,0.471560
2.167771,1.657335
-25.892735,-26.226531
4.024043,49.940258
14.302126,14.376530
1.764937,1.820968
1.148539,1.396417
13.285734,13.669306
7.023034,15.708449
-13.860524,-13.800887
16.315801,16.454603
-14.387801,-14.465246
16.336262,16.709591
-0.774844,-0.713992
-8.375248,-8.599133
25.040759,25.854649
-9.439257,-9.520154
-8.178350,-8.218969
5.961231,6.436780
1.386737,3.017356
0.678315,26.453349
4.726430,4.556394
-6.829550,-6.173772
-0.455545,-0.509612
-1.069672,-1.016631
-8.199957,-10.134966
4.273942,4.257711
-5.057328,-5.238241
6.008208,6.035628
-2.166038,0.080052
18.900898,18.803764
-2.369612,-2.344906
7.964591,8.006538
3.606165,44.363151
13.950277,14.010316
11.308876,11.368527
-7.251825,-7.434623
1.506623,1.733877
30.479312,30.697855
8.422528,3.755334
-15.039989,-15.371811
1.341171,-8.463038
15.522815,15.893667
-2.347512,-2.299413
-24.099300,-24.337759
15.854693,15.789771
-0.814397,-0.801843
18.708459,18.842984
-11.270713,NaN
-14.577260,-19.500464
-8.929302,-8.960799
-2.489511,3.859192
-15.934417,-16.039288
-13.079102,-13.315151
-10.263868,-10.367808
23.956724,23.994908
3.472147,3.408840
-4.598327,-4.743979
11.357062,12.991061
12.600742,16.536585
11.645704,11.537543
-6.689158,-6.591936
2.763247,2.651677
-0.184932,0.220748
7.424359,7.426871
-8.471016,-8.664350
10.555639,10.458848
-0.625272,-1.620789
11.086827,11.282806
-26.708649,-26.806229
-13.045215,-13.346162
-0.870480,-6.155584
-17.401280,-14.154486
1.216862,1.262039
-6.231262,-5.977698
1.189519,1.262463
9.194099,9.168751
-0.300037,-0.402755
-5.138287,NaN
-3.779145,-4.273076
0.881455,-0.076676
-2.211925,1.091997
-14.585954,-14.603136
-4.429238,2.430359
-14.937124,-15.025698
10.867464,10.846382
3.968125,3.927955
-0.137783,-0.357029
29.337201,29.234017
13.369189,19.229076
-10.549047,-10.641752
-15.770379,-15.523037
3.793832,3.724984
-8.425644,-8.495419
15.655936,15.672908
1.602858,-0.307114
11.316709,11.223834
0.043121,-0.027370
9.188704,9.378694
-11.034951,-11.061236
4.347856,4.277564
-16.486149,-16.515874
4.313974,4.388804
0.382492,0.456355
-4.853247,-5.024474
-1.558562,7.136367
-2.388950,-2.341860
-14.612847,-14.721868
-4.773617,NaN
-14.577425,-19.319980
-17.215314,-17.409832
13.489929,13.654464
-27.386839,-27.586988
3.441779,3.597855
0.207454,0.278427
3.288970,2.892168
13.759550,14.085617
10.935414,11.031558
-11.966661,-13.643222
-1.442566,-1.640435
-4.443965,-4.234569
29.352973,29.344790
23.514657,23.716015
-2.151327,-2.425298
11.680278,11.711475
16.676698,NaN
-1.321336,-1.485593
-11.666742,-11.914475
7.854950,8.052396
7.270410,-2.792799
10.509360,10.559906
6.847296,-2.221334
-9.202778,-9.314524
6.433629,6.562771
1.744595,1.655094
-3.293923,7.177449
15.125121,15.050505
-8.030038,-8.073115
16.336939,16.263067
2.411675,2.526214
0.125889,0.098661
-2.684562,3.351734
4.724264,4.792139
-7.478425,-7.648416
-4.277843,-4.250882
3.118346,3.318203
8.157392,8.133040
-1.875164,-1.790927
-3.459306,-3.158344
-8.137433,-8.210202
-6.629029,-6.899112
2.190068,2.448546
10.585412,10.574300
-0.930096,0.046935
-4.280791,-4.249606
7.056201,7.096204
0.619938,0.429866
-0.624532,-1.328491
-0.357579,-0.087629
-9.210077,-9.220953
8.551818,8.616251
-10.572049,-10.398128
8.956440,9.718708
0.134117,0.210707
4.702099,4.471387
-1.977886,5.613907
-13.934284,-13.901077
-3.362629,-4.299174
-14.194130,-14.330793
14.735154,15.001970
18.502430,18.845664
-10.491636,0.368201
-3.857725,-3.412330
2.235588,2.383061
-8.092303,-8.144214
9.351789,9.265565
-3.136631,-3.220851
13.934584,14.114614
-11.524433,-13.165896
3.939987,5.356365
1.132198,3.318322
7.180348,7.399970
10.751489,10.740099
18.044613,18.107930
-7.490745,-7.460450
6.884449,6.890755
-6.917060,-7.092209
-10.090792,-10.336770
-1.284604,-0.095830
6.857592,3.360918
12.807332,12.936474
-15.498921,-16.393166
2.074423,2.205678
-5.138779,-5.052311
8.920835,13.286011
-3.641357,11.214803
-20.481953,-20.808114
19.683666,19.834815
14.536953,14.449786
17.116245,17.560489
8.684300,8.588889
8.794745,8.770315
-2.838175,-1.106575
-8.206423,-8.395900
-11.895283,-12.011115
-5.519257,-7.121157
7.830542,7.819033
-17.529910,-17.925565
-12.576396,-15.906452
-8.188255,-8.150071
-20.250777,-20.413998
-1.448300,-1.363082
1.237629,1.094848
-7.556166,-7.596331
-0.753811,-0.721689
1.290428,1.339345
7.486757,9.226326
6.369870,4.684794
3.807648,5.967344
-1.500381,-1.291468
1.320302,1.136243
-8.790120,-8.648940
-16.235921,-16.588405
-12.300274,-12.498702
-4.521337,-4.686091
-1.324620,0.002319
-5.272213,-5.187325
-14.086678,-14.664460
7.377041,6.997939
-4.204261,-6.331732
20.358152,20.569279
17.062777,21.348872
12.719915,15.883132
-10.095477,2.173150
-6.147049,-6.115212
0.591584,0.672240
19.414975,19.833910
7.940962,7.833493
0.763530,1.607374
4.365168,19.639162
-3.269844,-3.637339
1.846707,1.947806
12.883746,12.888347
0.033162,4.270459
-0.918895,-0.889890
-0.933746,-0.932400
8.714180,8.588501
-0.984887,-1.186641
-2.385249,-0.441371
10.957816,11.267457
-3.178445,-3.392949
12.815775,3.289640
7.131410,7.247204
7.361052,7.516246
0.753856,0.684736
-0.299124,1.278474
-11.638532,-11.710500
19.849062,20.000985
13.177477,13.091243
0.993199,1.563507
15.697039,15.052034
6.811137,6.724891
-2.106647,6.768525
-23.217972,-23.702737
-4.291306,-4.258828
-10.154447,-11.446621
-4.335384,-4.445745
5.309402,5.124081
-4.511434,-4.572021
-10.062437,-10.139072
1.774079,3.188727
7.896140,8.138615
1.007495,0.956623
-16.894844,5.905198
18.045585,18.064827
-17.055698,-17.431114
-0.491917,1.816533
7.901078,14.230723
-8.656694,-8.679975
-1.756245,-1.549939
15.990873,16.127181
-18.900376,-18.958933
-2.862034,-2.863793
-6.775224,-6.755920
8.237619,8.320282
21.668408,21.786439
13.236023,13.166250
-13.396376,-16.478826
1.353076,NaN
4.515785,6.088659
-10.455736,-10.486644
-2.018383,-0.516323
-8.370760,-7.598582
4.026178,4.206218
-13.769336,-13.797007
6.881958,6.923881
-12.920104,-13.228118
-13.462470,-13.865083
14.177814,14.199806
0.544703,-4.549728
1.747693,5.258966
-0.627438,-0.525044
6.882782,6.962469
-1.318159,-0.034965
11.423614,11.434312
-3.687805,-3.835369
-17.163130,-16.915083
16.124815,18.533349
0.175916,0.929581
16.226231,16.615791
-4.148520,-0.737335
4.813841,4.843701
-24.551732,-24.295562
4.927363,5.002108
14.023526,13.424752
-7.221469,2.839767
-3.385875,-3.843988
-4.524165,-4.826880
-16.689799,-16.858791
-11.220360,-11.720359
-6.213289,-6.169058
-11.874600,-5.884594
14.074097,23.480311
-12.323529,-12.541173
7.343212,8.399058
-16.020126,-18.585846
-15.266322,-15.588854
-5.969023,-6.110381
-8.091307,-9.468942
-2.919889,-3.571345
1.011150,2.872470
-0.230972,-0.143354
-6.688772,-6.661095
16.581209,18.410110
-1.991541,-1.952795
-3.133648,-3.240782
6.758476,6.416002
-3.869525,-4.008031
-3.572485,-3.550351
1.524917,-0.572141
17.196409,17.367887
4.380899,-0.062632
3.717048,3.816702
4.808777,4.883191
-0.791264,-0.813939
0.045745,0.645933
-5.188458,-5.103306
-12.219247,-12.281081
-3.337538,NaN
-0.999614,-1.578328
16.792034,16.383612
-12.287069,-3.879800
-10.826308,-10.856484
-13.283235,-13.516146
9.516946,9.707137
1.195657,1.047933
-2.386520,-2.474405
-4.294058,-2.828231
7.138972,9.672481
-7.589197,-7.794979
-19.576773,-19.724611
-12.213804,-12.249013
9.718595,9.679130
-11.788362,-11.820601
5.960864,5.949407
4.283551,4.276467
-4.415887,-4.616351
7.935365,8.677725
6.295926,12.491359
-14.922045,-14.872761
8.973105,8.989626
-17.277777,-17.305065
-2.281309,-2.297005
10.413817,10.662504
21.226981,21.107987
4.562000,4.436417
-0.446504,-0.418939
7.039175,7.047376
-5.352255,NaN
7.054513,8.066190
-5.611853,-5.531925
-4.137837,1.258655
-6.317196,-6.301025
-7.239666,-7.409263
8.144423,8.341299
-7.893708,-9.882567
3.939863,3.914899
12.707624,13.874224
7.648382,9.547842
12.135710,12.200850
-2.193836,-2.298663
-6.697818,-6.597296
-20.546797,-20.952866
12.944415,23.617277
13.545968,13.631819
10.464847,1.928665
-1.120842,-0.022146
16.283028,16.735930
-22.681351,-22.918243
-16.631649,-16.590928
0.023919,-0.112535
13.473109,11.876385
-10.818405,-0.594635
-7.943984,-7.918621
18.719148,18.690170
-6.492611,6.020804
3.727840,3.665480
3.768062,3.570321
-0.436388,NaN
2.994503,3.964125
16.889524,27.513263
4.301215,4.141496
-14.804421,-14.866725
-0.833563,-0.893940
-6.393369,-6.341736
1.978128,2.841027
-2.925817,-3.003973
2.978882,2.919097
-8.105933,-7.985754
22.981160,23.165950
-6.275867,-6.562702
14.043282,14.158086
19.850773,20.046637
1.540830,26.351003
15.344189,15.377227
-11.807335,-12.060835
-9.931454,-10.235079
8.265937,17.284874
-19.054240,-19.411680
-19.730041,-19.424674
-15.992564,-16.285196
2.519743,1.468932
6.717834,6.817723
1.411081,1.441028
-0.904629,-1.159875
-4.298335,0.654106
-0.038558,-0.005338
-6.105195,-6.118966
2.036982,NaN
-10.860686,-11.360684
9.434311,9.419142
14.531729,14.706333
-14.682189,-14.721208
-0.767654,-0.814775
6.153021,6.224482
16.571356,16.577494
-10.500139,-10.734542
-11.660583,-11.974383
-2.287136,-0.088510
-23.174851,-23.532531
-4.815512,-5.169651
-4.472046,-4.344484
13.587352,13.630021
-6.365406,-6.341593
-4.905434,-4.867356
2.327672,2.332010
-1.065896,-0.407776
0.371903,0.292330
-3.819368,-3.847190
-20.865339,-20.931019
14.152399,14.295977
-13.139167,-13.205344
-8.639261,-8.727236
-3.499106,-3.807053
5.389805,3.809528
-0.937110,0.862231
-7.805854,-7.808600
-9.843566,-9.973317
-4.955419,NaN
-6.673917,-9.880140
2.834052,2.607759
12.779747,12.943524
-11.519657,-11.338544
0.953433,0.926626
20.058910,20.317183
-21.551300,-23.092505
5.309704,5.295415
2.005928,1.961494
-11.765681,-12.304042
16.072983,21.391667
-9.420782,-9.905841
7.429665,7.659200
8.657873,8.594081
-13.189010,-13.303305
7.559793,7.572678
-1.131537,-1.211802
-12.741943,-13.068791
-11.313502,-11.543781
-2.693973,-0.076812
-23.434096,-23.596694
-15.806338,-16.082226
34.456066,34.289286
-5.338930,-5.323355
-2.687764,-2.624361
-5.503081,-5.686889
-11.634551,2.980805
-1.221612,-1.211409
24.372589,24.628396
2.014704,NaN
9.547790,10.639090
-6.051794,-6.003370
-11.767797,NaN
1.195863,2.908066
-16.587769,-16.968148
-19.308284,-19.572974
-6.035880,-7.692655
3.271881,3.229019
4.897455,4.731092
3.482893,3.446365
12.083481,17.503287
-7.199542,-7.463501
-8.730966,-8.634140
-0.997996,2.440251
6.921121,31.977596
-10.184560,-10.183300
5.361704,5.315171
1.364197,1.169321
-7.110237,-7.389209
-5.738808,-6.022859
9.732416,10.030578
-2.820389,-0.725303
-5.156334,-5.033645
0.447838,0.468480
2.397615,2.416041
-9.098099,-9.333284
5.588334,5.466474
16.314274,16.279424
12.133463,12.312715
11.118059,15.214782
-9.215825,-13.435687
-8.215431,-8.249271
-13.918892,-10.594917
-2.735531,7.041595
7.465874,7.625396
9.876744,10.032881
15.907474,15.848960
-0.261085,-0.082933
-13.936985,-1.802199
-6.009282,-6.561631
-20.503118,-20.890827
-16.943486,-16.990834
-3.561025,-3.435500
-23.601568,-23.957261
-12.583038,-13.252965
1.130191,1.164641
6.191883,6.178760
3.477583,3.456475
-8.428052,-8.658839
0.268315,0.505806
17.282470,17.726779
10.194278,10.235647
-0.821046,-0.747107
4.780809,4.889155
-1.772011,-1.736922
-0.772629,-0.789127
13.502780,13.444605
5.054218,5.014346
0.233313,0.008544
-19.086756,-19.311529
-4.207792,-6.678441
-3.229293,-3.133963
-6.028137,7.404528
-2.408928,7.820931
-8.464935,-8.634369
-12.188379,-12.965423
-3.381206,0.572056
13.978759,14.320494
8.295408,8.252009
-2.569269,-6.613700
-6.958278,5.208831
-19.584282,-20.713358
12.016825,12.139658
3.760513,3.583065
16.286348,25.131089
7.794272,7.828335
5.350100,5.303339
-13.653044,-16.232755
6.786427,7.735879
-13.408236,-13.612499
-5.473619,-5.332523
-15.520847,-15.821303
-4.854517,-4.203150
9.309443,9.483791
8.035993,8.209441
6.451548,6.443102
3.913906,3.853039
13.570946,13.493156
-11.797588,-11.836373
-3.036552,NaN
5.839740,6.688538
-2.973950,-2.872653
5.878433,NaN
-11.113084,-10.646552
18.675563,18.837412
18.234462,18.387841
3.664498,0.621166
-4.454144,-4.572803
-5.852598,-3.573446
4.361686,4.385178
15.632615,19.914566
-4.171375,-4.517018
-2.074372,-1.961546
1.144673,1.067545
5.101814,5.380996
-5.764864,-5.708889
-4.325103,-4.512468
-6.392515,-6.555428
7.977469,9.659463
-6.106066,-6.346625
8.337583,8.553385
7.450593,7.411423
-14.117019,-14.185610
-11.004043,-1.153221
-6.387804,-6.381681
10.519476,10.000568
-7.882799,-1.653707
-18.473717,-18.599925
6.762502,7.098047
-8.074074,0.449463
11.954359,12.135140
35.592833,35.704005
-1.922616,2.893755
-7.235763,-7.201165
-15.584957,-15.940183
-1.796326,-1.609917
-4.802513,-4.905610
-5.042643,-4.472792
2.508652,2.461385
3.876663,3.868373
-19.059359,-19.449649
5.132436,4.947614
-2.423245,-2.364719
3.269695,3.146423
-5.899838,-5.847745
-3.843732,-3.806092
3.664469,3.645519
-0.040939,0.408423
1.675837,4.346193
6.501452,18.845726
-4.029883,-3.891041
4.963895,4.903021
20.423829,19.182000
-5.172566,-5.185588
-18.125494,-18.372720
-1.974152,-2.058491
-4.451220,1.953241
-0.530241,-0.533908
10.835041,11.011176
-9.553285,NaN
-6.875660,-10.529238
-23.554513,-23.773766
3.990520,3.820833
4.852092,4.915567
-4.908280,-5.088238
15.372405,15.598652
-2.341222,-0.369727
-6.543832,-6.746710
2.272461,2.219006
-9.327626,-9.519655
9.723440,11.911404
4.765467,4.570952
-2.936262,-2.858529
-1.289027,-1.308947
-19.226634,-1.377212
-1.263892,-1.226374
10.744601,10.766007
-5.019822,-5.197604
13.709897,14.295768
-3.062771,-3.060069
-2.199159,-2.007952
4.537672,4.473587
-5.745977,-5.616979
15.547744,15.935989
-4.173288,-6.059072
-24.879423,-25.085883
-16.058407,-16.924299
-11.531950,-11.607388
4.181168,4.004321
-9.139804,NaN
18.485046,19.022563
-14.235318,-14.305061
-7.321909,6.837029
-12.478708,-12.498920
20.645171,20.805941
-6.050139,-6.036043
11.958126,11.927850
7.815888,7.792897
-14.348496,-1.078407
0.382801,0.376596
2.561301,2.801679
0.335299,0.178949
14.471328,14.602457
-19.483064,-19.829133
-12.204935,-12.283915
-10.815300,-10.815615
4.076808,4.070461
3.168328,7.291071
-13.313494,-13.566733
1.336893,6.897567
-5.071238,-4.948421
-7.019933,-7.247874
11.874192,12.082529
-8.183348,-8.253123
-15.279164,-15.500110
4.312662,4.223681
7.583636,17.127922
-4.174905,-4.857857
-5.003875,-4.942741
-1.782596,NaN
17.501860,17.968596
14.907413,15.213557
-12.006239,-3.965119
-4.345639,-4.605685
-1.633963,-1.676957
5.474943,5.567692
-15.622999,-17.374334
-18.087240,-18.503875
-14.456116,-14.880133
-9.431469,-9.614382
8.301660,11.195572
-14.487288,-14.173286
-3.478925,-3.426265
-5.772795,-1.476534
-5.876947,-5.865933
-6.481620,-6.435540
15.248343,15.474564
5.417081,5.313180
-5.725838,-5.943658
-12.044410,-12.202036
-6.871295,-6.799927
4.430312,4.352467
0.993011,-4.631130
8.003837,8.133502
-3.831228,1.275857
-7.382562,-7.598374
3.606859,3.603576
-2.070775,-2.038917
12.454105,12.704222
0.161579,NaN
1.040971,1.304798
-9.910152,-10.318845
9.154240,9.180920
13.574775,15.532509
10.554584,10.731064
8.872375,9.085805
-11.862287,-14.375100
-2.554786,-2.620752
6.872254,6.741096
7.931691,12.143260
-17.363924,-17.685582
11.453239,11.353522
-10.956236,-10.959832
-3.778443,-3.024721
9.475471,9.765286
-9.989746,-9.506808
8.999119,9.007256
3.567241,3.689149
-11.197710,-11.432923
1.670870,8.398914
2.485018,-0.292905
19.529516,19.633797
-1.719916,-9.819850
4.056527,4.124244
-7.837113,-7.830554
2.789166,2.696060
-9.784577,6.571162
17.704091,17.839472
19.205055,19.345182
-8.916430,-11.380545
-11.277299,-11.900390
-0.077285,-1.082046
-1.226585,6.526268
-17.263962,-17.399947
-2.253404,-2.299191
16.446538,16.688453
-4.502487,-5.849529
1.619389,4.134910
13.001280,14.478361
0.051467,0.097028
-2.806360,-3.351375
1.912972,1.927788
-12.124616,-12.152530
-17.146429,-17.540464
-0.375316,0.351899
3.115834,3.134528
11.171945,11.243437
2.555903,2.449796
0.702873,0.614918
6.363250,10.086950
-15.299948,-15.262388
-20.760584,-21.092257
-9.474819,-10.212383
-0.450447,-0.367611
-12.664537,-12.866610
4.150176,4.139234
12.560986,12.473654
-9.101621,-9.747796
-13.668690,-13.560129
-1.764361,NaN
-7.985401,-11.489146
5.650471,4.757235
-5.545258,-5.843492
6.222734,6.240127
-6.741028,-6.937241
13.567675,13.779612
-11.138351,-13.746621
5.080690,5.032455
-14.378533,-14.303880
24.104880,31.942078
1.034078,1.261465
-16.216085,-16.276360
7.133154,7.331753
-18.864338,-19.227159
15.627753,48.081625
13.673266,13.783153
-3.853435,-1.599117
-5.610918,-5.778480
14.301433,14.157708
-14.143070,-14.373327
9.318122,9.574954
-2.241194,-2.338157
-7.122855,-7.052568
-14.537978,-14.909026
-13.242145,-13.578261
-13.451576,-13.769660
-3.002372,4.698237
-18.573397,-18.671699
-7.882911,-9.781278
10.930761,10.830953
22.206986,22.747041
-1.920798,-1.830405
20.932325,24.683667
2.809187,17.136516
4.820408,4.970793
12.074931,12.295907
-11.892135,-14.284837
-6.914509,-7.145857
10.788910,10.630185
-4.411570,-4.335125
6.258646,9.923192
10.262475,10.141913
-5.658945,-5.514925
-6.533184,-6.515858
-3.245352,-3.193718
10.023802,10.037262
-23.662014,NaN
0.302042,0.168015
7.145834,7.245109
-3.005292,-3.590346
-6.243932,-6.157293
13.185984,13.305531
17.355822,17.579281
9.087911,9.254515
-1.996845,-1.970482
0.479357,0.418153
12.299619,12.206066
-9.479054,-9.673956
5.783719,6.662802
-3.489062,NaN
7.450388,9.198303
3.470735,3.453214
9.595919,9.611822
8.388413,8.499899
-1.321507,-1.352590
0.460286,0.540992
-15.202798,-15.634875
-14.838841,-15.177083
-1.712885,-1.110348
-11.489893,-11.995671
4.658019,6.917173
-14.028269,-14.162803
5.180763,5.281595
-7.231317,-6.873904
3.286842,38.546886
2.652908,2.638155
-3.094039,-3.204657
15.977508,17.693493
-27.122755,-0.254050
6.139069,8.958765
1.046053,0.219138
-7.860985,-8.704385
-8.820765,-8.673308
-0.325597,2.374998
5.435930,5.548133
-14.668300,-15.947487
20.211858,20.289477
-1.621984,-1.597701
3.477961,3.333590
-3.959507,NaN
-24.358576,-24.992490
11.478746,17.242713
-22.890262,-4.724244
-8.784919,-8.722357
1.504320,1.597782
-5.191069,-5.180469
-6.210065,-7.899800
-4.315720,-4.437369
10.025920,10.669970
-3.621962,-10.317380
-18.549274,-18.883536
-10.828229,-10.939535
-5.252223,-6.099420
-3.373945,-3.851441
-8.277037,-8.324794
15.491169,15.532440
18.085245,NaN
11.835549,11.770142
4.286712,4.171944
-20.753214,-20.965731
-5.949723,-5.829586
-17.608219,-17.904993
38.499190,40.642430
6.418001,6.514132
-2.194541,-2.147284
-2.199601,-2.304333
10.533493,10.488460
-8.150334,-8.154387
-8.089845,-8.453742
12.116869,11.975538
-9.403318,-13.535436
-5.940102,-5.912714
-3.316567,NaN
-9.946281,-9.942228
-9.920057,-9.705795
1.287077,1.445348
-34.262740,-34.325045
-9.792933,-10.013403
1.522821,1.415358
5.467327,5.430882
-0.686130,0.152759
-13.610805,-13.748496
-3.592137,-3.489095
3.277168,3.144425
11.613927,28.249665
1.676982,1.674407
0.368634,0.243201
-2.544000,-2.727960
3.648039,5.396560
7.761694,7.952670
-10.084401,-10.119854
0.838571,0.671095
-6.240578,-6.136649
7.403389,7.494626
11.669001,12.753565
1.527074,1.457015
-5.698569,4.423880
-3.044281,-3.060112
-1.045424,-0.463494
-10.044983,NaN
3.030007,5.663124
-2.139762,-2.045653
8.784104,8.752621
2.605201,2.612055
3.856221,4.048203
14.125901,14.366185
5.757515,5.825318
6.129448,6.122426
-6.615739,-6.803592
-10.471171,-10.679572
-27.771125,-28.085323
2.163163,2.258872
1.229973,1.325468
-3.295084,-3.257968
17.330156,34.553656
3.156471,3.174326
5.261261,5.218843
-0.840367,-0.445933
27.325834,37.433943
-0.717690,-0.004465
23.185765,23.745696
15.867769,16.006239
-11.087696,-11.102036
-4.675910,-4.680538
7.575923,7.748422
-25.776654,-12.074014
15.595279,15.591685
-1.000218,-0.999183
-0.823133,1.768902
-2.209285,NaN
-22.304536,-22.741575
-8.210881,-8.239295
2.140564,5.282594
1.439639,4.733806
-2.805684,-2.864855
11.929603,12.070651
1.853522,1.888474
15.078277,15.462971
2.439523,7.901897
1.005847,1.292570
-4.747114,-1.695119
25.510324,25.634841
11.969996,12.091170
-0.067522,-0.122109
0.033499,4.270459
2.709658,2.716213
7.645963,7.678367
12.488831,12.581963
7.236008,7.834749
5.041084,5.656699
14.744629,14.526426
-7.529079,-7.727227
-1.430214,-1.310192
2.411615,2.530510
6.720601,6.481881
5.864126,5.876022
4.066041,3.961787
2.247404,2.391852
15.397112,15.606015
3.597286,NaN
-7.695283,-11.128362
-9.691140,-10.529350
-2.803174,2.624439
-1.041672,0.920944
10.303790,10.470027
0.846173,0.898193
-14.613017,-15.249564
-3.740526,-3.884485
14.559134,14.864723
-2.157319,-0.083815
-3.332679,-4.567091
10.365315,10.254563
8.299983,8.539191
-3.831306,-3.861916
7.572531,7.697484
-16.544162,-16.605125
2.273852,2.153601
-9.979720,-10.317419
15.300921,20.482424
-8.084880,-7.739248
-2.316611,-2.139857
1.521272,1.352006
-2.198055,-2.061877
-6.133731,-6.158649
7.212751,7.364384
-8.156280,-8.382251
2.903173,5.394808
15.574261,15.540213
-2.252852,-2.128304
-19.258958,-19.486504
0.103826,-0.223027
-19.935668,-21.336925
-6.431008,1.292956
-9.610865,-9.601948
9.505446,9.671528
-1.860061,-1.762793
-8.452224,-9.836392
8.693974,8.715850
3.284302,3.153105
-7.203595,-7.477556
-21.158654,-21.666808
-4.119163,-4.459821
-3.317840,-3.216633
8.635545,8.572433
0.734347,4.307776
-8.965252,-8.945597
3.644481,3.639512
-9.570679,-9.867887
-8.027142,-8.269123
-2.515650,1.057103
-30.255818,-30.283210
2.202404,7.254578
-9.833272,-9.572984
0.330835,0.384530
0.829126,0.907587
7.427158,7.495891
-2.692675,-0.932522
-12.278001,-13.928022
5.205185,5.074380
-0.578241,NaN
15.603287,15.914909
-10.209092,-10.265254
-20.748731,-7.517827
8.442871,8.289950
-12.528775,-12.751425
-0.066700,-0.031200
-17.879834,-17.592932
-0.072896,-0.036578
10.513762,10.585939
-13.669693,-12.901835
-3.635914,-2.974708
