phiSim, phiPrep
-7.015200,-7.272103
8.535856,8.749763
13.186135,13.222493
32.637723,32.514564
-11.556005,-11.591643
-7.372261,-7.595898
29.956995,29.803071
13.069011,14.761556
37.652531,37.843366
-8.546193,-8.491772
5.821369,5.785534
-1.301522,-1.184494
-47.946392,-47.915602
-19.532902,-19.742283
-13.090105,-13.360904
-19.972718,-20.182216
2.461006,2.414397
-1.798517,-1.745640
-9.100411,NaN
-19.103034,-20.352495
-7.277224,-7.280211
-37.423143,-37.487091
-74.911445,-74.607043
-18.869697,-19.353680
10.550129,10.684847
-3.948445,-5.129838
50.359335,50.322893
62.322955,62.025124
-33.718638,-33.958158
-0.297455,0.077688
49.840332,49.820581
4.152249,4.264848
-8.799921,-9.147371
-8.610422,-8.665398
-3.810035,-3.768701
-6.036573,-6.251802
15.800281,15.907930
-13.599043,-13.861343
23.316050,23.050111
17.859507,18.330522
3.947772,3.868119
27.224009,27.302950
-27.628811,-27.167555
24.936971,25.160402
32.160101,32.136547
-16.916851,-16.542404
40.089079,40.299623
-36.454635,-37.611349
4.032562,NaN
-4.016305,-6.551503
8.701690,8.610845
19.360859,19.572357
22.242961,22.567068
19.662636,19.796945
-38.872492,-38.967517
-16.560903,-17.978716
-20.446862,-20.420890
-9.116407,-9.698253
10.871724,11.549206
-3.893259,-4.188205
5.449381,5.247241
37.358276,37.269901
-2.926188,-2.873965
-13.763540,-13.928783
-4.812078,-4.778109
20.263420,NaN
0.699744,2.047146
31.071292,31.925142
8.462327,8.650141
-20.197002,-20.254377
-4.218867,-4.517991
-25.920360,-26.129846
-30.711239,-30.857386
-2.077539,-2.036280
-32.293787,-32.560802
6.559455,18.873362
-67.998135,-56.424977
-10.997447,-11.073226
-37.442655,-37.729806
-8.090232,-11.623033
-18.914314,-20.458565
-12.448495,-4.926416
-22.644355,-22.972371
-13.468602,-13.698516
-7.343154,-6.997154
1.010829,0.337548
-6.101210,-6.220358
-3.761489,0.976439
-7.277928,-7.592140
-4.631736,-4.811822
18.513971,18.399442
-21.989917,-23.921798
11.189432,11.213219
15.844570,15.883158
31.734630,32.001263
30.136543,29.592487
8.731896,9.709963
10.345595,23.744574
-17.193189,-17.527345
-4.536683,-4.399285
-26.740291,-27.086460
16.840781,17.120265
-0.858232,-0.872748
-3.441047,-1.065289
4.496388,4.804008
5.031364,4.881638
-28.053392,-28.406913
49.247300,48.948762
7.919263,7.848128
-7.413594,-10.795334
14.422626,14.599304
-47.112222,-47.185903
-35.097292,-35.211672
-13.463822,-13.693177
52.561548,52.220792
12.602249,12.601292
-63.201890,-61.210948
-2.523812,-2.709669
-7.271844,-8.846053
2.262135,2.153448
-36.508016,-36.753417
35.813019,35.717629
7.927808,7.992367
-5.345899,-5.274733
-0.363190,-0.337713
4.513612,4.485867
12.277688,13.072529
10.288000,5.493340
17.690158,21.787496
-11.158542,-11.201907
16.753125,16.898215
-11.221710,-11.256075
33.054477,33.165624
-24.885564,-25.196171
22.780039,22.724339
11.952023,11.855910
16.015168,16.013858
-29.048294,-29.064855
-6.206154,NaN
-0.944135,-1.453021
-18.577815,-18.886736
-6.427572,0.936558
0.401310,1.820337
-4.616720,-4.786630
21.334915,21.606132
-15.327473,-15.740784
2.792791,2.716087
3.081504,2.984151
37.458147,37.456888
-18.587152,-18.929459
-23.397763,-23.677888
18.726965,19.041941
-10.105633,-10.188822
-17.503385,-2.660351
26.791290,26.932529
35.253330,35.236108
1.244524,3.760328
0.492233,0.375681
26.884635,27.223624
-2.557401,-2.384227
-6.124310,-6.371666
3.080799,3.134833
-16.452621,-16.856879
-44.693107,-44.843316
-6.955023,-7.169527
-33.766122,-33.895275
17.323070,17.351297
18.211124,18.340836
2.625153,NaN
-0.584279,-1.879491
10.171262,10.185458
38.511394,38.440582
9.795949,9.744369
7.785545,7.944043
-4.071850,-4.061178
9.048902,8.967776
30.162040,30.432627
4.262748,4.075739
-22.678887,NaN
-16.221348,-16.550638
5.745689,5.503126
-23.795526,-24.114533
13.581226,13.625401
0.533306,36.853765
-6.828653,-6.790823
-34.616385,NaN
38.767639,38.647105
-36.556195,-36.096044
33.241274,33.436044
-20.787159,-20.860396
62.580798,62.372591
-27.175292,-27.399008
19.773623,20.240305
10.257673,10.519562
37.454293,37.278066
-0.781039,5.926166
16.937452,16.954723
14.614447,14.854609
12.508153,12.475205
-13.280692,-18.203643
10.389359,10.398192
31.944906,38.091067
-28.528013,-28.731276
3.856092,4.048203
4.218104,4.484276
19.851730,19.919964
-9.083695,-6.474228
-54.631961,-24.547706
9.372973,9.845519
-14.953828,-15.169503
23.632405,23.752697
22.105912,21.918845
43.796470,43.889745
19.766729,19.886869
-35.390988,NaN
26.225436,NaN
-8.401599,-8.566349
-28.604835,-28.686030
31.029562,31.250424
22.484978,23.031105
19.833347,19.943238
-13.236505,-13.298717
15.324952,15.715794
-19.422101,-19.678615
2.160927,2.716740
21.185769,21.417068
-18.894062,-19.012785
47.252536,47.021429
20.788705,20.832253
2.327927,3.643827
18.355479,19.321995
-6.842134,6.016500
-3.960855,-3.280710
12.002081,12.150031
-21.331254,-21.562851
1.916952,1.770325
3.018314,2.962254
0.848353,0.714957
38.037370,38.031571
-14.956195,-15.167248
-16.107690,-16.158866
-17.031832,-17.921476
-6.826904,-4.600602
-0.630202,-0.246499
4.846590,4.840273
25.490762,NaN
-26.888526,-27.333319
17.425580,17.812429
-1.884396,-0.054424
-25.721822,-25.863736
-21.639929,-21.995900
-15.571025,-15.628654
-13.349566,-13.603338
-13.453477,-13.576688
-0.941288,-0.079345
-35.404229,-35.513353
11.587148,11.556230
21.772056,22.006543
-17.939904,-18.124137
39.718391,40.073855
-8.446238,-8.471043
-39.644779,-39.743598
1.704504,4.946153
-8.593744,-8.363743
-13.086585,-13.157674
-28.984526,-29.190628
-26.963679,-27.220619
0.692099,0.504090
4.493237,4.392552
13.369187,15.594535
0.524102,0.301537
2.767451,0.441159
-11.296666,-12.095682
15.177858,15.191598
-2.767256,-2.717746
20.969307,NaN
9.338469,9.206071
1.593424,5.946378
-39.208292,-40.392269
10.898534,11.202186
32.686395,32.611249
-13.732991,-13.795881
-23.963789,-24.326281
-35.306936,-35.697840
-22.232923,-22.436590
36.829601,37.153015
0.822517,0.821371
4.575340,4.412999
12.309781,11.691875
1.544407,2.928570
32.239323,32.331856
-5.892034,9.580369
3.220422,11.218291
-24.655921,-25.165137
6.508030,6.597775
-6.523600,-8.260906
10.831968,11.037180
11.266918,11.360823
-30.945722,-35.771765
24.495234,24.690969
29.393182,32.112144
20.834201,21.001174
-17.458392,-17.830347
-9.510000,-10.310149
-3.759725,-3.728205
-4.801344,-4.499153
-25.206147,-25.430044
-11.593327,-11.839352
-6.125007,-6.189823
50.286474,50.075750
-3.570896,-2.076164
-12.012474,-12.114217
-34.098340,-34.236608
-44.707492,-44.864257
-43.225331,NaN
-25.235733,-26.202905
6.821194,7.969791
-32.965905,-32.915321
26.433621,26.468707
-5.177174,-2.418464
-10.426147,-10.457999
0.061324,7.835192
-3.016786,2.453893
-30.903844,-31.302577
24.370861,24.525388
47.741318,47.586848
-21.221127,-21.628216
10.466330,10.491342
9.350533,9.359653
29.422971,29.637700
-11.152914,-11.254279
-2.362122,-2.317773
22.778461,22.971616
-16.630475,-17.556839
3.570310,3.584205
-4.883976,-5.170346
-4.328581,-4.507075
-17.274667,-17.543786
10.136632,10.335052
10.449476,10.577625
24.279369,24.335065
-19.346393,-19.417914
-12.228495,-12.497319
-3.948775,-4.745058
32.926411,32.643972
11.316685,11.235924
-22.197761,-22.411641
27.015163,27.208277
-17.546534,-17.738956
-10.709003,-7.678659
6.362629,6.250236
-30.005156,NaN
19.490172,21.836419
23.951941,24.407410
32.086127,32.134633
-7.310277,-9.245861
-3.117748,-3.201092
14.846126,15.042863
12.832890,13.395142
14.030299,16.408704
2.498953,2.257072
15.360811,15.628232
19.688155,19.877715
0.929397,22.506481
-1.111632,-1.062849
-2.942708,-1.977058
11.068595,12.351600
13.363187,13.760961
17.024991,25.339628
29.149084,29.401365
-1.862094,-1.998063
39.374657,39.790428
3.512951,3.618147
-7.446679,-7.467173
-21.955557,-22.173120
1.086994,4.019960
-27.866923,-28.186414
3.761742,3.566442
39.197921,39.116684
32.045241,32.487096
-25.054302,-25.201335
-3.801476,2.537939
8.305263,8.929420
17.160014,17.342418
21.373600,21.660081
14.270493,14.180083
19.722853,20.154017
13.593283,13.727715
3.307807,3.295357
4.964397,13.262267
-22.827696,-23.102933
-8.346854,-8.254387
37.825439,37.987201
0.566754,7.089440
-9.105573,-9.086692
2.608302,2.658860
-7.820316,-4.324182
7.298253,7.927999
4.318049,6.945399
-4.466880,-4.339765
-12.418448,-12.711933
-21.398762,-21.537922
11.030324,12.345521
-2.270731,-2.230976
19.990659,20.148125
-34.987876,-35.092673
-10.236844,-10.235569
-27.649332,-27.710154
-16.345735,-16.511466
-23.442961,-23.789210
-16.116620,-16.217371
30.665706,30.646943
-12.012347,-12.465445
-20.015038,-20.474622
7.840328,10.863743
-3.893886,-4.606110
4.866857,4.831080
-19.741816,-20.223835
15.312170,17.376931
13.904286,15.010848
-17.835318,-17.912137
-12.671748,-12.749902
16.490100,16.591158
22.062144,22.170405
-4.292833,-4.265423
3.852390,3.850288
-8.780107,-9.710816
11.252742,17.000102
1.182921,6.255770
9.372677,9.671039
-1.960978,-2.065653
-5.505484,-5.388902
21.703462,31.920374
7.274689,7.440786
-0.218678,-0.252436
17.868436,17.936046
13.060167,12.989515
41.930448,41.900744
5.257755,NaN
-19.899767,-20.734893
7.235218,7.056588
11.157834,11.254038
-1.907754,6.132340
-12.022755,-12.238424
21.375900,21.660081
9.145123,9.071707
-10.245142,-10.469306
9.374675,9.517441
3.226628,3.225973
24.067536,24.287346
-25.777282,-26.064485
-18.856100,-18.731248
12.620603,12.918268
6.593075,10.502679
35.940142,36.073637
11.542166,11.596918
-29.507041,-29.688718
4.308161,6.087586
20.599869,28.187195
-4.222528,-4.077534
26.364322,26.387455
7.666112,1.616937
3.539318,3.635893
18.006894,17.546840
-26.351652,-26.560484
-17.545324,-17.739358
-15.858726,-15.832757
-0.214211,0.260244
-9.342313,NaN
-5.531239,-8.345188
5.542491,9.976139
-19.730871,-16.794264
-10.723328,-10.742326
-10.140084,0.020796
-3.263180,2.227327
24.864227,24.877201
4.104391,4.106389
5.588645,5.426738
4.491425,4.469385
-40.585077,-40.851992
-13.570135,-13.742109
-40.052848,-40.120855
-24.776026,-25.093545
9.333199,9.883993
2.772554,2.787429
2.967159,3.004722
-49.438491,-49.454472
6.606325,6.624525
5.949653,5.998782
3.755345,-0.541103
12.784828,12.907934
-20.424610,-20.539531
-1.963492,-1.993838
-28.965203,-29.132490
12.600420,12.530717
12.756076,12.668759
-10.532131,-10.533006
3.579550,3.428098
7.586403,7.506719
-20.900413,-25.084607
13.937365,13.982944
-44.635614,-45.745389
16.500869,18.376694
4.445325,4.596593
39.688910,39.546656
-14.481741,-16.930606
-2.775059,-2.846562
-1.696923,-1.499550
-5.409328,-5.606127
-5.092278,4.063028
-11.630310,-11.684510
-2.357733,-2.335619
-3.956923,-3.897225
4.822600,6.316199
-1.430703,-1.384461
-32.657765,NaN
-18.774572,-19.173276
-1.074724,-1.262067
12.918727,13.150999
-38.150016,-38.184425
15.138009,15.284661
-11.432838,-11.512610
-2.453793,-2.455849
-16.184544,-16.379763
-20.693244,-21.034581
1.346836,9.888700
18.260632,18.310809
18.643230,18.763260
-29.862216,-30.280430
-1.292609,-1.944439
25.533954,25.814224
-10.718139,0.993556
15.638827,21.603915
-24.947240,-25.468364
-8.036797,-8.082138
-12.602673,-15.072036
-10.950125,-11.195905
0.197165,0.026673
-4.872082,-5.110901
-22.942802,-23.320635
24.404508,24.539954
-3.993810,-3.865506
27.667679,27.930529
-6.012290,-5.970887
-7.182047,-7.136996
5.357392,5.312916
-12.152007,-13.051602
-3.640864,-3.788734
-7.345316,-7.390734
-0.755437,-0.532991
2.315206,2.153470
-9.044924,-8.948236
44.446577,NaN
2.500685,2.520098
5.404079,5.380571
-38.323694,-38.059157
25.115640,25.242465
5.575387,5.289989
-3.381005,NaN
-24.814495,-28.425479
-10.367324,-10.414876
-12.642851,-3.078884
-15.783019,-15.867382
-20.257030,-20.722974
6.796384,6.331609
-16.843202,-16.890215
-19.451283,-19.914094
-0.923237,-1.131706
-28.738833,-36.081819
12.816064,14.361776
-1.180087,-1.497209
9.102468,9.298536
-10.005974,-10.143440
-21.851939,-0.375771
10.559959,10.552301
12.070165,12.161449
-8.475826,-8.648588
19.575847,33.562660
-2.834143,-2.825473
21.255993,21.738106
14.325109,14.458381
4.788845,-3.201674
-5.017031,-5.010634
6.933481,7.069117
38.824591,38.639455
-3.282239,2.666181
21.343329,21.482050
-23.427541,-15.547858
5.931030,12.236275
-9.452522,-13.592557
-0.384463,-0.423039
11.898883,NaN
11.751966,11.788297
-8.945760,-9.121726
10.806664,10.906720
-4.091516,-5.310307
1.332994,2.895949
-16.229446,-5.640922
8.863105,8.830140
-7.392366,-7.608115
15.590770,16.039274
-7.692243,-7.584198
-6.469923,-6.454457
-4.319606,-4.861512
38.028447,38.177531
-14.441519,-14.745498
-22.284795,-36.305907
8.869177,9.019483
-30.471294,-30.634042
3.600251,-1.436529
-14.204371,-14.551243
1.140388,-4.828805
