WSS, time,phi
0.000000,48.966942,56.751404
0.000000,49.070248,47.800385
0.000000,49.173554,35.875233
0.000000,49.276860,15.936875
0.000000,49.380165,5.689825
0.000000,49.483471,20.408571
0.000000,49.586777,40.633338
0.000000,49.690083,81.426607
0.000000,49.793388,-71.819636
0.000000,49.896694,-62.740410
0.000000,50.000000,-25.841158
0.000000,50.103306,-16.130238
0.000000,50.309917,-57.197995
0.000000,50.413223,-79.691159
0.000000,50.516529,87.161082
0.000000,50.619835,-89.976568
0.000000,50.723140,-80.099131
0.000000,50.826446,-24.037150
0.000000,50.929752,-76.245842
0.000000,51.033058,-89.537408
0.000000,51.136364,77.687153
0.000000,51.239669,76.168444
0.000000,51.342975,77.967240
0.000000,51.446281,89.248675
0.000000,51.549587,-84.938195
0.000000,51.652893,-64.087972
0.000000,51.756198,-59.483067
0.000000,51.859504,-64.112776
0.000000,51.962810,-75.813821
0.000000,52.066116,66.723032
0.000000,52.169421,48.008738
0.000000,52.272727,42.931195
0.000000,52.376033,42.141638
0.000000,52.479339,50.227452
0.000000,52.582645,29.318188
0.000000,52.789256,14.687041
0.000000,52.892562,13.856431
0.000000,52.995868,-12.608067
0.000000,53.202479,48.073669
0.000000,53.305785,58.384175
0.000000,53.409091,30.219442
0.000000,53.512397,40.881389
0.000000,53.615702,46.640419
0.000000,53.719008,31.492159
0.000000,53.822314,57.722870
0.000000,53.925620,45.777042
0.000000,54.132231,71.928387
0.000000,54.235537,57.491454
0.000000,54.338843,49.170978
0.000000,54.442149,47.148721
0.000000,54.545455,34.337412
0.000000,54.648760,24.313130
0.000000,54.752066,-23.040973
0.000000,54.855372,-36.624897
0.000000,54.958678,-9.489891
0.000000,55.061983,13.726297
0.000000,55.165289,24.348081
0.000000,55.268595,53.487915
0.000000,55.371901,67.412113
0.000000,55.475207,68.854204
0.000000,55.578512,57.268453
0.000000,55.681818,89.135303
0.000000,55.785124,-75.307096
0.000000,55.888430,68.138782
0.000000,55.991736,55.896677
0.000000,56.095041,31.230138
0.000000,56.301653,9.982631
0.000000,56.404959,9.350726
0.000000,56.508264,44.549907
0.000000,56.611570,82.536611
0.000000,56.714876,-35.044086
0.000000,56.818182,-15.278942
0.000000,56.921488,-15.770430
0.000000,57.024793,-35.529988
0.000000,57.128099,-86.678909
0.000000,57.231405,-22.444270
0.000000,57.334711,74.320816
0.000000,57.438017,-50.769794
0.000000,57.541322,-37.351546
0.000000,57.644628,-34.532955
0.000000,57.747934,-42.482312
0.000000,57.851240,-68.501260
0.000000,57.954545,-82.569000
0.000000,58.057851,-75.215286
0.000000,58.161157,-48.616953
0.000000,58.264463,-24.881795
0.000000,58.367769,-46.563752
0.000000,58.471074,65.373641
0.000000,58.574380,79.654262
0.000000,58.677686,88.839048
0.000000,58.780992,-81.690694
0.000000,58.884298,-77.815159
0.000000,58.987603,-89.975479
0.000000,59.090909,-61.071662
0.000000,59.194215,-74.724481
0.000000,59.297521,-85.578339
0.000000,59.400826,-64.143983
0.000000,59.504132,-62.177728
0.000000,59.607438,-58.364322
0.000000,59.710744,-50.388550
0.000000,59.814050,-43.025751
0.000000,59.917355,-88.283333
0.000000,60.020661,-89.971025
0.000000,60.123967,-46.056871
0.000000,60.227273,-40.102663
0.000000,60.330579,-77.933425
0.000000,60.433884,-40.020602
0.000000,60.537190,-16.524213
0.000000,60.640496,-10.643217
0.000000,60.743802,-22.270358
0.000000,60.847107,-31.567501
0.000000,60.950413,-5.999368
0.000000,61.053719,-85.553227
0.000000,61.157025,-77.279019
0.000000,61.260331,80.205489
0.000000,61.363636,-75.709729
0.000000,61.466942,-87.499755
0.000000,61.570248,-80.572341
0.000000,61.776860,38.921881
0.000000,61.880165,34.755222
0.000000,61.983471,12.372969
0.000000,62.086777,70.257620
0.000000,62.293388,62.729027
0.000000,62.396694,-60.552374
0.000000,62.500000,-34.901020
0.000000,62.603306,-63.454520
0.000000,62.706612,86.073950
0.000000,62.809917,-89.362722
0.000000,62.913223,73.205403
0.000000,63.016529,83.923343
0.000000,63.119835,73.445772
0.000000,63.223140,52.331216
0.000000,63.326446,64.054674
0.000000,63.429752,51.503728
0.000000,63.533058,60.917515
0.000000,63.636364,53.426367
0.000000,63.739669,-18.789284
0.000000,63.842975,-8.938013
0.000000,63.946281,-0.148539
0.000000,64.049587,64.336772
0.000000,64.152893,-15.026939
0.000000,64.256198,-33.515011
0.000000,64.462810,-23.838176
0.000000,64.566116,-33.321366
0.000000,64.669421,-58.898127
0.000000,64.772727,-41.009636
0.000000,64.876033,-35.618693
0.000000,64.979339,-31.470094
0.000000,65.082645,-19.965789
0.000000,65.185950,-35.524869
0.000000,65.289256,-6.563374
0.000000,65.392562,35.001364
0.000000,65.495868,16.182163
0.000000,65.599174,5.951849
0.000000,65.702479,-13.590295
0.000000,65.805785,-10.156071
0.000000,65.909091,-9.440158
0.000000,66.012397,1.122663
0.000000,66.115702,55.153715
0.000000,66.219008,29.532556
0.000000,66.322314,39.098065
0.000000,66.425620,61.484370
0.000000,66.632231,20.091011
0.000000,66.735537,39.708740
0.000000,66.838843,16.644872
0.000000,66.942149,-62.916211
0.000000,67.045455,-82.788318
0.000000,67.148760,-7.235865
0.000000,67.252066,10.109067
0.000000,67.355372,38.470770
0.000000,67.458678,17.008877
0.000000,67.561983,12.253365
0.000000,67.665289,4.048969
0.000000,67.768595,-2.823640
0.000000,67.871901,4.705600
0.000000,67.975207,19.893299
0.000000,68.078512,34.094075
0.000000,68.181818,45.617061
0.000000,68.285124,-2.078090
0.000000,68.388430,-70.747138
0.000000,68.491736,-33.409961
0.000000,68.595041,-23.678031
0.000000,68.698347,-48.720384
0.000000,68.801653,-46.774359
0.000000,68.904959,-83.459586
0.000000,69.008264,-66.316483
0.000000,69.111570,-49.995669
0.000000,69.214876,82.539728
0.000000,69.318182,-34.989970
0.000000,69.421488,-23.808993
0.000000,69.524793,-11.152495
0.000000,69.628099,70.153821
0.000000,69.731405,80.428375
0.000000,69.834711,-50.076246
0.000000,69.938017,-11.811565
0.000000,70.041322,44.581147
0.000000,70.144628,25.732870
0.000000,70.247934,16.278692
0.000000,70.351240,23.392986
0.000000,70.454545,-1.968356
0.000000,70.557851,15.880090
0.000000,70.661157,22.660029
0.000000,70.764463,27.624943
0.000000,70.867769,48.693839
0.000000,70.971074,13.325242
0.000000,71.074380,50.086011
0.000000,71.177686,0.040886
0.000000,71.280992,-31.417272
0.000000,71.384298,-6.783023
0.000000,91.838843,-13.468921
0.000000,91.942149,-14.125887
0.000000,92.045455,-24.835720
0.000000,92.148760,-37.519128
0.000000,92.252066,-56.256225
0.000000,92.355372,-13.812362
0.000000,92.458678,-52.724860
0.000000,92.561983,-36.306089
0.000000,92.665289,-9.207790
0.000000,92.768595,-15.720879
0.000000,92.871901,-33.064562
0.000000,92.975207,-45.725927
0.000000,93.078512,-56.947683
0.000000,93.181818,-37.325157
0.000000,93.285124,-20.013321
0.000000,93.388430,-32.320225
0.000000,93.491736,16.023926
0.000000,93.595041,37.959911
0.000000,93.698347,15.176690
0.000000,93.801653,19.214303
0.000000,93.904959,-27.420899
0.000000,94.008264,-21.800756
0.000000,94.111570,28.443591
0.000000,94.214876,10.056822
0.000000,94.318182,38.827101
0.000000,94.421488,31.461422
0.000000,94.524793,68.589047
0.000000,94.628099,25.605345
0.000000,94.731405,24.297782
0.000000,94.834711,-84.443252
0.000000,94.938017,-79.463812
0.000000,95.041322,-87.112939
0.000000,95.144628,85.622569
0.000000,95.247934,70.645752
0.000000,95.351240,25.366425
0.000000,95.454545,-68.995408
0.000000,95.557851,-70.991867
0.000000,95.661157,-51.640211
0.000000,95.764463,-40.154361
0.000000,95.867769,-34.865094
0.000000,95.971074,-61.255410
0.000000,96.074380,87.903459
0.000000,96.177686,0.785511
0.000000,96.280992,-56.958366
0.000000,96.384298,-59.032058
0.000000,96.487603,-40.195772
0.000000,96.694215,88.807288
0.000000,96.797521,-47.936461
0.000000,96.900826,-74.970802
0.000000,97.004132,-78.525143
0.000000,97.107438,-72.418124
0.000000,97.210744,8.009205
0.000000,97.314050,35.530015
0.000000,97.417355,65.160259
0.000000,97.520661,62.466431
0.000000,97.623967,46.312860
0.000000,97.727273,81.260475
0.000000,97.830579,77.011883
0.000000,97.933884,57.083769
0.000000,98.037190,-62.140972
0.000000,98.140496,-50.425440
0.000000,98.243802,-22.003465
0.000000,98.347107,-18.364487
0.000000,98.450413,-64.651401
0.000000,98.553719,-34.591949
0.000000,98.657025,-39.140833
0.000000,98.760331,-25.626680
0.000000,98.863636,-30.490906
0.000000,98.966942,-18.137594
0.000000,99.070248,-64.524797
0.000000,99.173554,-35.835307
0.000000,99.276860,-20.300937
0.000000,99.380165,-0.275971
0.000000,99.483471,13.765924
0.000000,99.586777,9.486080
0.000000,99.690083,26.435874
0.000000,99.793388,10.630900
0.000000,99.896694,13.295456
0.000000,100.000000,-15.330444
0.000000,100.103306,-20.549172
0.000000,100.206612,-34.584548
0.000000,100.309917,-49.508807
0.000000,100.413223,-12.862201
0.000000,100.516529,-73.803403
0.000000,100.619835,-51.940485
0.000000,100.723140,-27.500236
0.000000,100.826446,-25.737925
0.000000,100.929752,-41.241688
0.000000,101.033058,-16.424111
0.000000,101.136364,2.097601
0.000000,101.239669,-4.628017
0.000000,101.342975,-16.298019
0.000000,101.446281,-5.617909
0.000000,101.549587,-32.957335
0.000000,101.652893,-58.973031
0.000000,101.756198,-52.939520
0.000000,101.962810,-13.652423
0.000000,102.066116,-34.817725
0.000000,102.169421,-31.887040
0.000000,102.272727,-32.636836
0.000000,102.376033,-25.854551
0.000000,102.479339,-32.135194
0.000000,102.582645,-11.170366
0.000000,102.685950,-59.587465
0.000000,102.789256,-62.613128
0.000000,102.892562,60.329490
0.000000,102.995868,65.468339
0.000000,103.099174,-86.191798
0.000000,103.202479,-88.858299
0.000000,103.305785,73.098646
0.000000,103.409091,57.650935
0.000000,103.512397,40.264863
0.000000,103.615702,37.286416
0.000000,103.719008,37.309603
0.000000,103.822314,27.031878
0.000000,103.925620,42.409280
0.000000,104.028926,57.460371
0.000000,104.132231,57.178302
0.000000,104.235537,73.818414
0.000000,104.338843,50.634553
0.000000,104.442149,62.495063
0.000000,104.545455,29.494597
0.000000,104.648760,-63.842413
0.000000,104.752066,-44.143108
0.000000,104.855372,-41.083291
0.000000,104.958678,-63.369249
0.000000,105.061983,67.630069
0.000000,105.165289,44.966774
0.000000,105.268595,55.373426
0.000000,105.371901,83.193045
0.000000,105.475207,-54.085947
0.000000,105.578512,-45.675930
0.000000,105.681818,-58.076287
0.000000,105.785124,-41.076074
0.000000,105.888430,-44.672137
0.000000,105.991736,-70.656128
0.000000,106.095041,-59.857158
0.000000,106.198347,-41.080000
0.000000,106.301653,80.451364
0.000000,106.404959,-36.848355
0.000000,106.508264,-61.852994
0.000000,106.611570,-38.026141
0.000000,106.714876,-29.059064
0.000000,106.818182,-28.113264
0.000000,106.921488,-27.285902
0.000000,107.024793,-19.880629
0.000000,107.128099,-25.650437
0.000000,107.231405,-39.252409
0.000000,107.334711,-37.643408
0.000000,107.438017,-64.675578
0.000000,107.541322,-32.500230
0.000000,107.644628,-28.445893
0.000000,107.747934,-10.359173
0.000000,107.851240,-31.591009
0.000000,107.954545,-38.916483
0.000000,108.057851,-34.823609
0.000000,108.161157,-22.204759
0.000000,108.264463,-11.168368
0.000000,108.367769,-10.670249
0.000000,108.471074,-34.920157
0.000000,108.574380,-42.472584
0.000000,108.677686,-64.877198
0.000000,108.780992,-89.592211
0.000000,108.884298,-89.815180
0.000000,108.987603,-86.190029
0.000000,109.090909,86.963863
0.000000,109.194215,-82.379211
0.000000,109.297521,-85.556013
0.000000,109.400826,-73.290079
0.000000,109.504132,-55.459963
0.000000,109.607438,-86.257980
0.000000,109.710744,-89.201304
0.000000,109.814050,87.125654
0.000000,109.917355,-88.611429
0.000000,110.020661,58.507122
0.000000,110.123967,57.453868
0.000000,110.227273,21.055338
0.000000,110.330579,-0.875575
0.000000,110.433884,-34.215546
0.000000,110.537190,-30.255174
0.000000,110.640496,2.064029
0.000000,110.743802,-23.715077
0.000000,110.847107,-69.687632
0.000000,110.950413,-52.616361
0.000000,111.053719,-5.788074
0.000000,111.157025,-73.356092
0.000000,111.260331,-60.484182
0.000000,111.363636,-78.885541
0.000000,111.466942,80.424055
0.000000,111.673554,13.399824
0.000000,111.776860,11.113936
0.000000,111.880165,18.507920
0.000000,111.983471,30.563674
0.000000,112.086777,2.209873
0.000000,112.190083,7.333528
0.000000,112.396694,29.821973
0.000000,112.500000,-18.748637
0.000000,112.706612,69.572453
0.000000,112.809917,84.297520
0.000000,112.913223,66.986817
0.000000,113.016529,62.601806
0.000000,113.119835,46.074627
0.000000,113.326446,4.320122
0.000000,113.429752,-6.181607
0.000000,113.533058,-4.073613
0.000000,113.636364,18.518557
0.000000,113.739669,2.150977
0.000000,113.842975,-24.793157
0.000000,113.946281,-49.178981
0.000000,114.049587,-20.031949
0.000000,114.152893,-14.928184
0.000000,114.256198,33.909613
0.000000,114.359504,33.817135
0.000000,114.462810,38.158850
0.000000,114.566116,-0.552282
0.000000,114.669421,33.185056
0.000000,114.772727,12.107400
0.000000,114.876033,-26.032347
0.000000,114.979339,-55.754529
0.000000,115.082645,-21.767877
0.000000,115.185950,-34.821598
0.000000,115.289256,-43.401852
0.000000,115.392562,-61.238385
0.000000,115.495868,75.700078
0.000000,115.599174,30.694521
0.000000,115.702479,55.263892
0.000000,115.805785,61.551072
0.000000,115.909091,49.008381
0.000000,116.012397,33.977333
0.000000,116.115702,-4.905243
0.000000,116.219008,10.975177
0.000000,116.322314,27.634119
0.000000,116.425620,27.706610
0.000000,116.528926,39.498770
0.000000,116.632231,48.631395
0.000000,116.735537,86.252526
0.000000,116.838843,58.004799
0.000000,116.942149,86.747699
0.000000,117.045455,85.579454
0.000000,117.148760,85.646770
0.000000,117.252066,75.656509
0.000000,117.355372,64.745471
0.000000,117.458678,75.002394
0.000000,117.561983,-73.816563
0.000000,117.665289,51.183019
0.000000,117.768595,39.157921
0.000000,117.871901,61.708900
0.000000,117.975207,46.918588
0.000000,118.078512,46.863610
0.000000,118.181818,20.458877
0.000000,118.285124,-3.588717
0.000000,118.388430,-19.673563
0.000000,118.491736,-27.656679
0.000000,118.595041,-24.744646
0.000000,118.698347,17.986290
0.000000,118.801653,41.902924
0.000000,118.904959,64.687063
0.000000,119.008264,80.916868
0.000000,119.111570,-88.924653
0.000000,119.214876,-88.939923
0.000000,119.318182,87.214316
0.000000,119.421488,-74.672269
0.000000,119.524793,-58.938126
0.000000,119.628099,-43.725138
0.000000,119.731405,-49.815835
0.000000,119.834711,-63.439884
0.000000,119.938017,-57.352791
0.000000,120.041322,-45.986550
0.000000,120.144628,-24.276046
0.000000,120.247934,-28.857902
0.000000,120.351240,4.738737
0.000000,120.454545,11.388125
0.000000,120.557851,6.971237
0.000000,120.661157,-19.366896
0.000000,120.764463,-30.130258
0.000000,120.971074,-42.449178
0.000000,121.074380,-28.752407
0.000000,121.177686,30.022918
0.000000,121.280992,42.312069
0.000000,121.384298,6.528026
0.000000,121.487603,5.157362
0.000000,121.590909,29.125175
0.000000,121.694215,51.081287
0.000000,121.797521,23.998565
0.000000,121.900826,15.255556
0.000000,122.004132,21.348771
0.000000,122.210744,36.321787
0.000000,122.314050,48.371591
0.000000,122.417355,70.847492
0.000000,122.520661,-86.605299
0.000000,122.623967,80.583859
0.000000,122.727273,-88.966852
0.000000,122.830579,-87.014441
0.000000,122.933884,53.535686
0.000000,123.037190,36.919370
0.000000,123.140496,58.460077
0.000000,123.243802,67.787682
0.000000,123.347107,-87.063204
0.000000,123.450413,54.605174
0.000000,123.553719,45.610840
0.000000,123.657025,26.140801
0.000000,123.760331,45.025341
0.000000,123.966942,60.925818
0.000000,124.070248,77.243840
0.000000,124.173554,50.147375
0.000000,124.276860,31.502110
0.000000,124.380165,8.845531
0.000000,124.483471,6.232306
0.000000,124.586777,11.044167
0.000000,124.690083,2.583098
0.000000,124.793388,-18.209763
0.000000,124.896694,5.025051
0.000000,125.000000,79.504782
0.000000,125.103306,89.053629
0.000000,125.206612,66.889155
0.000000,125.309917,24.641887
0.000000,125.413223,4.944110
0.000000,125.516529,-24.097256
0.000000,125.619835,-18.761597
0.000000,125.723140,-21.515154
0.000000,125.826446,-5.178739
0.000000,125.929752,-22.190638
0.000000,126.033058,-3.382257
0.000000,126.136364,-16.287210
0.000000,126.239669,0.949557
0.000000,126.342975,-1.793837
0.000000,126.446281,21.405994
0.000000,126.549587,62.018486
0.000000,126.652893,82.497862
0.000000,126.756198,-63.485362
0.000000,126.859504,-71.418666
0.000000,126.962810,-31.572340
0.000000,127.066116,-43.945798
0.000000,127.169421,53.239606
0.000000,127.272727,50.152685
0.000000,127.376033,62.079529
0.000000,127.479339,60.349991
0.000000,127.582645,21.841018
0.000000,127.685950,52.590798
0.000000,127.789256,31.719883
0.000000,127.892562,19.740391
0.000000,127.995868,-14.716695
0.000000,128.099174,-41.704004
0.000000,128.202479,-85.201756
0.000000,128.305785,-73.221758
0.000000,128.409091,-7.141177
0.000000,128.512397,-44.010385
0.000000,128.615702,-37.875030
0.000000,128.719008,-9.399369
0.000000,128.822314,55.651670
0.000000,128.925620,72.225118
0.000000,129.028926,0.535335
0.000000,129.132231,-80.008128
0.000000,129.235537,-79.626416
0.000000,129.338843,-74.986297
0.000000,129.442149,-71.881775
0.000000,129.545455,-21.121149
0.000000,129.648760,-56.485954
0.000000,129.752066,-2.553765
0.000000,129.855372,-55.248559
0.000000,129.958678,-17.443780
0.000000,130.061983,-0.115881
0.000000,130.165289,-9.848699
0.000000,130.268595,-13.255979
0.000000,130.371901,-33.494257
0.000000,130.475207,-27.463023
0.000000,130.578512,-33.834889
0.000000,130.681818,-0.978320
0.000000,130.785124,-6.479832
0.000000,130.888430,-24.297859
0.000000,130.991736,-36.675942
0.000000,131.095041,-41.761040
0.000000,131.198347,-72.219373
0.000000,131.301653,-8.755352
0.000000,131.404959,56.705873
0.000000,131.508264,72.025202
0.000000,131.611570,79.392397
0.000000,131.714876,63.038117
0.000000,131.818182,-83.741162
0.000000,131.921488,51.651359
0.000000,132.024793,51.724918
0.000000,132.128099,-6.688084
0.000000,132.231405,-27.584288
0.000000,132.334711,-48.089264
0.000000,132.438017,-73.503592
0.000000,132.541322,-75.050508
0.000000,132.644628,-70.034734
0.000000,132.747934,-70.629414
0.000000,132.851240,40.477919
0.000000,132.954545,61.018518
0.000000,133.057851,57.305477
0.000000,133.161157,39.556881
0.000000,133.264463,31.816042
0.000000,133.367769,28.438976
0.000000,133.471074,39.276841
0.000000,133.574380,58.771882
0.000000,133.677686,60.245802
0.000000,133.780992,79.951320
0.000000,133.884298,82.566490
0.000000,133.987603,-87.003160
0.000000,134.090909,49.103999
0.000000,134.194215,15.902975
0.000000,134.297521,29.179419
0.000000,134.400826,-7.460176
0.000000,134.504132,42.650448
0.000000,134.607438,40.905242
0.000000,134.710744,21.089819
0.000000,134.814050,-15.788237
0.000000,134.917355,-16.991924
0.000000,135.020661,0.240326
0.000000,135.123967,-4.481962
0.000000,135.227273,-10.658679
0.000000,135.330579,-14.290933
0.000000,155.371901,33.968036
0.000000,155.475207,31.502173
0.000000,155.578512,26.148224
0.000000,155.681818,15.501304
0.000000,155.785124,20.580037
0.000000,155.888430,26.956032
0.000000,155.991736,10.094128
0.000000,156.095041,16.759590
0.000000,156.198347,1.214967
0.000000,156.301653,15.764180
0.000000,156.404959,10.768703
0.000000,156.508264,-23.448720
0.000000,156.714876,-28.413053
0.000000,156.818182,-3.754577
0.000000,156.921488,6.121769
0.000000,157.024793,8.758067
0.000000,157.128099,22.837930
0.000000,157.231405,25.562538
0.000000,157.334711,10.648411
0.000000,157.438017,0.544537
0.000000,157.541322,-29.055170
0.000000,157.644628,-41.093925
0.000000,157.747934,-8.026693
0.000000,157.851240,-6.836420
0.000000,157.954545,48.042279
0.000000,158.057851,22.347973
0.000000,158.161157,68.753789
0.000000,158.264463,51.227823
0.000000,158.367769,27.715785
0.000000,158.471074,-16.078719
0.000000,158.574380,-24.136265
0.000000,158.677686,-8.173048
0.000000,158.780992,25.412425
0.000000,158.884298,18.296268
0.000000,158.987603,-15.458440
0.000000,159.090909,-33.113414
0.000000,159.194215,-31.148708
0.000000,159.297521,-7.842913
0.000000,159.400826,23.029925
0.000000,159.504132,-3.078139
0.000000,159.607438,16.971881
0.000000,159.710744,0.002278
0.000000,159.814050,-38.236614
0.000000,159.917355,-42.323832
0.000000,160.020661,-29.869296
0.000000,160.123967,-42.820374
0.000000,160.227273,-25.878120
0.000000,160.330579,-42.013412
0.000000,160.433884,-79.892549
0.000000,160.537190,78.491037
0.000000,160.640496,82.965573
0.000000,160.743802,74.152958
0.000000,160.847107,70.141689
0.000000,160.950413,-84.851939
0.000000,161.053719,-88.829720
0.000000,161.157025,76.931658
0.000000,161.260331,59.295744
0.000000,161.363636,63.968638
0.000000,161.466942,53.497008
0.000000,161.570248,17.232568
0.000000,161.673554,13.332587
0.000000,161.776860,20.201043
0.000000,161.880165,6.024142
0.000000,161.983471,10.339418
0.000000,162.086777,42.450742
0.000000,162.190083,79.029550
0.000000,162.293388,1.300440
0.000000,162.396694,-78.450782
0.000000,162.500000,-77.511699
0.000000,162.603306,85.677295
0.000000,162.706612,-61.213162
0.000000,162.809917,-37.409444
0.000000,162.913223,-7.872964
0.000000,163.016529,-27.872403
0.000000,163.119835,-25.933797
0.000000,163.223140,-33.080726
0.000000,163.326446,-32.744784
0.000000,163.429752,-54.642286
0.000000,163.533058,-5.945920
0.000000,163.636364,11.355897
0.000000,163.739669,23.302946
0.000000,163.842975,1.973630
0.000000,163.946281,33.244783
0.000000,164.049587,58.249177
0.000000,164.152893,51.559952
0.000000,164.256198,39.944110
0.000000,164.359504,58.816666
0.000000,164.462810,34.015233
0.000000,164.566116,5.355961
0.000000,164.669421,27.661276
0.000000,164.772727,36.388002
0.000000,164.876033,56.757431
0.000000,164.979339,19.722625
0.000000,165.082645,40.969534
0.000000,165.185950,59.216211
0.000000,165.289256,78.738541
0.000000,165.392562,71.599128
0.000000,165.495868,-89.524127
0.000000,165.599174,65.112549
0.000000,165.702479,-83.342801
0.000000,165.805785,31.152512
0.000000,165.909091,36.596834
0.000000,166.012397,41.982416
0.000000,166.115702,45.924201
0.000000,166.219008,49.981573
0.000000,166.322314,54.884673
0.000000,166.425620,50.853212
0.000000,166.528926,63.736812
0.000000,166.632231,59.164122
0.000000,166.735537,-74.652647
0.000000,166.838843,-50.793578
0.000000,166.942149,-28.068806
0.000000,167.045455,-62.432354
0.000000,167.148760,-45.609932
0.000000,167.252066,-48.505850
0.000000,167.355372,-13.814530
0.000000,167.458678,-21.078415
0.000000,167.561983,2.966945
0.000000,167.665289,25.285839
0.000000,167.768595,14.832363
0.000000,167.871901,9.181473
0.000000,167.975207,41.848176
0.000000,168.078512,12.350191
0.000000,168.181818,-23.583804
0.000000,168.285124,-46.823846
0.000000,168.388430,-47.527921
0.000000,168.491736,-37.897083
0.000000,168.595041,-46.676885
0.000000,168.698347,-59.475978
0.000000,168.801653,-28.549722
0.000000,168.904959,-44.862813
0.000000,169.008264,-31.252563
0.000000,169.111570,-57.628318
0.000000,169.214876,-62.971135
0.000000,169.318182,-32.567872
0.000000,169.421488,-61.612387
0.000000,169.524793,-39.969953
0.000000,169.628099,-42.725976
0.000000,169.731405,-43.720265
0.000000,169.834711,-12.200117
0.000000,169.938017,9.834805
0.000000,170.041322,-41.616612
0.000000,170.144628,-57.079898
0.000000,170.247934,-59.755254
0.000000,170.351240,-36.744776
0.000000,170.454545,-38.118855
0.000000,170.557851,1.902266
0.000000,170.661157,-85.093778
0.000000,170.764463,-80.104018
0.000000,170.867769,69.359112
0.000000,170.971074,83.166586
0.000000,171.074380,-54.842182
0.000000,171.177686,-58.934300
0.000000,171.280992,-31.502588
0.000000,171.384298,-54.920139
0.000000,171.487603,-67.562639
0.000000,171.590909,-79.152512
0.000000,171.694215,-83.332113
0.000000,171.797521,-39.349461
0.000000,171.900826,-89.883905
0.000000,172.004132,5.021728
0.000000,172.107438,31.217285
0.000000,172.210744,45.235983
0.000000,172.314050,44.030610
0.000000,172.417355,47.363506
0.000000,172.520661,-80.645766
0.000000,172.623967,-75.798317
0.000000,172.727273,-85.025771
0.000000,172.830579,82.969030
0.000000,172.933884,70.428826
0.000000,173.037190,49.933788
0.000000,173.140496,30.031162
0.000000,173.243802,20.471458
0.000000,173.347107,11.272022
0.000000,173.450413,0.134939
0.000000,173.553719,-9.095745
0.000000,173.657025,-43.483260
0.000000,173.760331,-6.859097
0.000000,173.863636,-15.986829
0.000000,173.966942,-59.593938
0.000000,174.070248,-66.508400
0.000000,174.173554,61.556610
0.000000,174.276860,33.811152
0.000000,174.380165,73.633162
0.000000,174.483471,-79.702917
0.000000,174.586777,-32.043798
0.000000,174.690083,-44.905478
0.000000,174.793388,-20.391579
0.000000,174.896694,-39.134680
0.000000,175.000000,-20.060285
0.000000,175.103306,-21.541773
0.000000,175.206612,-37.649067
0.000000,175.309917,-59.045527
0.000000,175.413223,-19.266216
0.000000,175.516529,-14.812366
0.000000,175.619835,-29.204933
0.000000,175.723140,-54.829373
0.000000,175.826446,-51.201593
0.000000,175.929752,-85.126994
0.000000,176.033058,71.067553
0.000000,176.136364,-5.568033
0.000000,176.239669,-89.986725
0.000000,176.342975,72.364399
0.000000,176.446281,36.525353
0.000000,176.549587,40.763069
0.000000,176.652893,27.212736
0.000000,176.756198,39.762087
0.000000,176.859504,56.163862
0.000000,176.962810,57.694332
0.000000,177.066116,35.307622
0.000000,177.272727,-20.719319
0.000000,177.376033,17.310413
0.000000,177.479339,45.812230
0.000000,177.582645,24.381351
0.000000,177.685950,24.399786
0.000000,177.789256,-11.922356
0.000000,177.892562,-21.831245
0.000000,178.099174,5.304141
0.000000,178.202479,-24.895481
0.000000,178.305785,-54.561544
0.000000,178.409091,-80.199663
0.000000,178.512397,-5.718070
0.000000,178.615702,55.677601
0.000000,178.719008,20.632114
0.000000,178.822314,13.019923
0.000000,178.925620,12.648313
0.000000,179.028926,-19.705112
0.000000,179.132231,-26.632337
0.000000,179.235537,-31.610817
0.000000,179.338843,-77.991870
0.000000,179.442149,68.048029
0.000000,179.545455,67.973675
0.000000,179.648760,63.947685
0.000000,179.752066,47.954898
0.000000,179.855372,19.563288
0.000000,179.958678,20.366106
0.000000,180.061983,23.702296
0.000000,180.165289,10.083585
0.000000,180.268595,-6.968356
0.000000,180.371901,-26.397814
0.000000,180.475207,-12.006713
0.000000,180.578512,19.077057
0.000000,180.681818,25.017576
0.000000,180.785124,2.327981
0.000000,180.888430,-9.692108
0.000000,180.991736,2.719490
0.000000,181.095041,23.375883
0.000000,181.198347,62.974779
0.000000,181.301653,48.232671
0.000000,181.404959,42.555395
0.000000,181.508264,34.203255
0.000000,181.611570,38.813596
0.000000,181.714876,48.046298
0.000000,181.818182,28.256939
0.000000,181.921488,54.194748
0.000000,182.024793,78.977498
0.000000,182.128099,74.253355
0.000000,182.231405,-22.463753
0.000000,182.334711,-41.652554
0.000000,182.438017,-80.697912
0.000000,182.541322,59.888953
0.000000,182.644628,67.537003
0.000000,182.747934,69.391149
0.000000,182.851240,80.223975
0.000000,182.954545,-8.096978
0.000000,183.057851,-51.117256
0.000000,183.161157,-44.882447
0.000000,183.264463,-65.812659
0.000000,183.367769,-39.504398
0.000000,183.471074,-34.286542
0.000000,183.574380,-54.207267
0.000000,183.677686,-53.221618
0.000000,183.780992,-57.488150
0.000000,183.884298,16.740053
0.000000,183.987603,34.378355
0.000000,184.090909,13.827434
0.000000,184.194215,12.896311
0.000000,184.297521,81.235438
