Pe, phi, Phi
29.738243,-18.230475,0.739395
29.738243,-17.796416,0.762549
29.738243,-17.362357,0.785872
29.738243,-16.928298,0.809328
29.738243,-16.494240,0.832882
29.738243,-16.060181,0.856501
29.738243,-15.626122,0.880150
29.738243,-15.192063,0.903794
29.738243,-14.758004,0.927397
29.738243,-14.323945,0.950927
29.738243,-13.889886,0.974345
29.738243,-13.455827,0.997612
29.738243,-13.021768,1.020686
29.738243,-12.587709,1.043525
29.738243,-12.153650,1.066090
29.738243,-11.719591,1.088338
29.738243,-11.285532,1.110228
29.738243,-10.851473,1.131719
29.738243,-10.417414,1.152769
29.738243,-9.983356,1.173340
29.738243,-9.549297,1.193391
29.738243,-9.115238,1.212883
29.738243,-8.681179,1.231775
29.738243,-8.247120,1.250029
29.738243,-7.813061,1.267604
29.738243,-7.379002,1.284462
29.738243,-6.944943,1.300562
29.738243,-6.510884,1.315871
29.738243,-6.076825,1.330361
29.738243,-5.642766,1.344003
29.738243,-5.208707,1.356767
29.738243,-4.774648,1.368626
29.738243,-4.340589,1.379550
29.738243,-3.906530,1.389511
29.738243,-3.472471,1.398479
29.738243,-3.038413,1.406434
29.738243,-2.604354,1.413362
29.738243,-2.170295,1.419253
29.738243,-1.736236,1.424098
29.738243,-1.302177,1.427885
29.738243,-0.868118,1.430604
29.738243,-0.434059,1.432244
29.738243,0.000000,1.432796
29.738243,0.434059,1.432251
29.738243,0.868118,1.430617
29.738243,1.302177,1.427904
29.738243,1.736236,1.424124
29.738243,2.170295,1.419285
29.738243,2.604354,1.413400
29.738243,3.038413,1.406479
29.738243,3.472471,1.398531
29.738243,3.906530,1.389569
29.738243,4.340589,1.379615
29.738243,4.774648,1.368698
29.738243,5.208707,1.356846
29.738243,5.642766,1.344088
29.738243,6.076825,1.330454
29.738243,6.510884,1.315971
29.738243,6.944943,1.300669
29.738243,7.379002,1.284576
29.738243,7.813061,1.267726
29.738243,8.247120,1.250157
29.738243,8.681179,1.231911
29.738243,9.115238,1.213026
29.738243,9.549297,1.193542
29.738243,9.983356,1.173499
29.738243,10.417414,1.152936
29.738243,10.851473,1.131893
29.738243,11.285532,1.110410
29.738243,11.719591,1.088527
29.738243,12.153650,1.066287
29.738243,12.587709,1.043730
29.738243,13.021768,1.020898
29.738243,13.455827,0.997832
29.738243,13.889886,0.974573
29.738243,14.323945,0.951162
29.738243,14.758004,0.927641
29.738243,15.192063,0.904044
29.738243,15.626122,0.880408
29.738243,16.060181,0.856767
29.738243,16.494240,0.833155
29.738243,16.928298,0.809607
29.738243,17.362357,0.786158
29.738243,17.796416,0.762842
29.738243,18.230475,0.739694
29.738243,18.664534,0.716742
29.738243,19.098593,0.694011
29.738243,19.532652,0.671522
29.738243,19.966711,0.649300
29.738243,20.400770,0.627367
29.738243,20.834829,0.605747
29.738243,21.268888,0.584462
29.738243,21.702947,0.563537
29.738243,22.137006,0.542989
29.738243,22.571065,0.522832
29.738243,23.005124,0.503074
29.738243,23.439183,0.483728
29.738243,23.873241,0.464804
29.738243,24.307300,0.446312
29.738243,24.741359,0.428263
29.738243,25.175418,0.410668
29.738243,25.609477,0.393535
29.738243,26.043536,0.376868
29.738243,26.477595,0.360665
29.738243,26.911654,0.344928
29.738243,27.345713,0.329657
29.738243,27.779772,0.314850
29.738243,28.213831,0.300510
29.738243,28.647890,0.286635
29.738243,29.081949,0.273226
29.738243,29.516008,0.260278
29.738243,29.950067,0.247785
29.738243,30.384125,0.235739
29.738243,30.818184,0.224135
29.738243,31.252243,0.212964
29.738243,31.686302,0.202221
29.738243,32.120361,0.191899
29.738243,32.554420,0.181990
29.738243,32.988479,0.172487
29.738243,33.422538,0.163379
29.738243,33.856597,0.154657
29.738243,34.290656,0.146311
29.738243,34.724715,0.138330
29.738243,35.158774,0.130704
29.738243,35.592833,0.123424
29.738243,36.026892,0.116479
29.738243,36.460951,0.109859
29.738243,36.895010,0.103554
29.738243,37.329068,0.097553
29.738243,37.763127,0.091846
29.738243,38.197186,0.086423
29.738243,38.631245,0.081272
29.738243,39.065304,0.076385
29.738243,39.499363,0.071749
29.738243,39.933422,0.067355
29.738243,40.367481,0.063194
29.738243,40.801540,0.059256
29.738243,41.235599,0.055533
29.738243,41.669658,0.052015
29.738243,42.103717,0.048693
29.738243,42.537776,0.045558
29.738243,42.971835,0.042601
29.738243,58.197186,0.002859
29.738243,73.422538,0.000063
29.738243,88.647890,0.000000
29.738243,103.873241,0.000000
29.738243,119.098593,0.000000
29.738243,134.323945,0.000000
29.738243,149.549297,0.000000
29.738243,164.774648,0.000000
29.738243,180.000000,-0.000000
32.440811,-180.000000,0.000000
32.440811,-164.774648,0.000000
32.440811,-149.549297,0.000000
32.440811,-134.323945,0.000000
32.440811,-119.098593,0.000000
32.440811,-103.873241,0.000000
32.440811,-88.647890,0.000000
32.440811,-73.422538,0.000018
32.440811,-58.197186,0.001785
32.440811,-42.971835,0.033479
32.440811,-42.537776,0.035995
32.440811,-42.103717,0.038676
32.440811,-41.669658,0.041533
32.440811,-41.235599,0.044575
32.440811,-40.801540,0.047810
32.440811,-40.367481,0.051250
32.440811,-39.933422,0.054904
32.440811,-39.499363,0.058781
32.440811,-39.065304,0.062891
32.440811,-38.631245,0.067246
32.440811,-38.197186,0.071858
32.440811,-37.763127,0.076738
32.440811,-37.329068,0.081899
32.440811,-36.895010,0.087351
32.440811,-36.460951,0.093107
32.440811,-36.026892,0.099179
32.440811,-35.592833,0.105578
32.440811,-35.158774,0.112316
32.440811,-34.724715,0.119406
32.440811,-34.290656,0.126860
32.440811,-33.856597,0.134690
32.440811,-33.422538,0.142908
32.440811,-32.988479,0.151528
32.440811,-32.554420,0.160560
32.440811,-32.120361,0.170018
32.440811,-31.686302,0.179912
32.440811,-31.252243,0.190251
32.440811,-30.818184,0.201046
32.440811,-30.384125,0.212306
32.440811,-29.950067,0.224040
32.440811,-29.516008,0.236259
32.440811,-29.081949,0.248972
32.440811,-28.647890,0.262189
32.440811,-28.213831,0.275916
32.440811,-27.779772,0.290158
32.440811,-27.345713,0.304915
32.440811,-26.911654,0.320192
32.440811,-26.477595,0.335991
32.440811,-26.043536,0.352313
32.440811,-25.609477,0.369163
32.440811,-25.175418,0.386543
32.440811,-24.741359,0.404453
32.440811,-24.307300,0.422886
32.440811,-23.873241,0.441832
32.440811,-23.439183,0.461283
32.440811,-23.005124,0.481229
32.440811,-22.571065,0.501662
32.440811,-22.137006,0.522573
32.440811,-21.702947,0.543952
32.440811,-21.268888,0.565789
32.440811,-20.834829,0.588065
32.440811,-20.400770,0.610755
32.440811,-19.966711,0.633837
32.440811,-19.532652,0.657286
32.440811,-19.098593,0.681078
32.440811,-18.664534,0.705188
32.440811,-18.230475,0.729594
32.440811,-17.796416,0.754271
32.440811,-17.362357,0.779187
32.440811,-16.928298,0.804305
32.440811,-16.494240,0.829587
32.440811,-16.060181,0.854994
32.440811,-15.626122,0.880487
32.440811,-15.192063,0.906029
32.440811,-14.758004,0.931580
32.440811,-14.323945,0.957102
32.440811,-13.889886,0.982554
32.440811,-13.455827,1.007890
32.440811,-13.021768,1.033062
32.440811,-12.587709,1.058023
32.440811,-12.153650,1.082724
32.440811,-11.719591,1.107119
32.440811,-11.285532,1.131159
32.440811,-10.851473,1.154798
32.440811,-10.417414,1.177988
32.440811,-9.983356,1.200681
32.440811,-9.549297,1.222832
32.440811,-9.115238,1.244392
32.440811,-8.681179,1.265316
32.440811,-8.247120,1.285557
32.440811,-7.813061,1.305067
32.440811,-7.379002,1.323800
32.440811,-6.944943,1.341710
32.440811,-6.510884,1.358756
32.440811,-6.076825,1.374904
32.440811,-5.642766,1.390120
32.440811,-5.208707,1.404368
32.440811,-4.774648,1.417615
32.440811,-4.340589,1.429827
32.440811,-3.906530,1.440967
32.440811,-3.472471,1.451003
32.440811,-3.038413,1.459908
32.440811,-2.604354,1.467667
32.440811,-2.170295,1.474267
32.440811,-1.736236,1.479696
32.440811,-1.302177,1.483942
32.440811,-0.868118,1.486991
32.440811,-0.434059,1.488831
32.440811,0.000000,1.489449
32.440811,0.434059,1.488837
32.440811,0.868118,1.487003
32.440811,1.302177,1.483959
32.440811,1.736236,1.479720
32.440811,2.170295,1.474296
32.440811,2.604354,1.467702
32.440811,3.038413,1.459949
32.440811,3.472471,1.451051
32.440811,3.906530,1.441021
32.440811,4.340589,1.429886
32.440811,4.774648,1.417681
32.440811,5.208707,1.404441
32.440811,5.642766,1.390198
32.440811,6.076825,1.374989
32.440811,6.510884,1.358848
32.440811,6.944943,1.341808
32.440811,7.379002,1.323906
32.440811,7.813061,1.305179
32.440811,8.247120,1.285676
32.440811,8.681179,1.265443
32.440811,9.115238,1.244526
32.440811,9.549297,1.222972
32.440811,9.983356,1.200829
32.440811,10.417414,1.178142
32.440811,10.851473,1.154960
32.440811,11.285532,1.131328
32.440811,11.719591,1.107295
32.440811,12.153650,1.082907
32.440811,12.587709,1.058213
32.440811,13.021768,1.033260
32.440811,13.455827,1.008095
32.440811,13.889886,0.982766
32.440811,14.323945,0.957321
32.440811,14.758004,0.931806
32.440811,15.192063,0.906261
32.440811,15.626122,0.880727
32.440811,16.060181,0.855240
32.440811,16.494240,0.829840
32.440811,16.928298,0.804564
32.440811,17.362357,0.779452
32.440811,17.796416,0.754541
32.440811,18.230475,0.729870
32.440811,18.664534,0.705470
32.440811,19.098593,0.681364
32.440811,19.532652,0.657577
32.440811,19.966711,0.634132
32.440811,20.400770,0.611055
32.440811,20.834829,0.588367
32.440811,21.268888,0.566095
32.440811,21.702947,0.544261
32.440811,22.137006,0.522884
32.440811,22.571065,0.501975
32.440811,23.005124,0.481544
32.440811,23.439183,0.461598
32.440811,23.873241,0.442148
32.440811,24.307300,0.423201
32.440811,24.741359,0.404768
32.440811,25.175418,0.386857
32.440811,25.609477,0.369476
32.440811,26.043536,0.352624
32.440811,26.477595,0.336299
32.440811,26.911654,0.320498
32.440811,27.345713,0.305218
32.440811,27.779772,0.290456
32.440811,28.213831,0.276211
32.440811,28.647890,0.262479
32.440811,29.081949,0.249257
32.440811,29.516008,0.236539
32.440811,29.950067,0.224315
32.440811,30.384125,0.212575
32.440811,30.818184,0.201309
32.440811,31.252243,0.190508
32.440811,31.686302,0.180162
32.440811,32.120361,0.170262
32.440811,32.554420,0.160798
32.440811,32.988479,0.151758
32.440811,33.422538,0.143132
32.440811,33.856597,0.134906
32.440811,34.290656,0.127069
32.440811,34.724715,0.119608
32.440811,35.158774,0.112510
32.440811,35.592833,0.105765
32.440811,36.026892,0.099359
32.440811,36.460951,0.093280
32.440811,36.895010,0.087516
32.440811,37.329068,0.082056
32.440811,37.763127,0.076889
32.440811,38.197186,0.072001
32.440811,38.631245,0.067382
32.440811,39.065304,0.063020
32.440811,39.499363,0.058904
32.440811,39.933422,0.055020
32.440811,40.367481,0.051360
32.440811,40.801540,0.047914
32.440811,41.235599,0.044672
32.440811,41.669658,0.041624
32.440811,42.103717,0.038762
32.440811,42.537776,0.036075
32.440811,42.971835,0.033553
32.440811,58.197186,0.001780
32.440811,73.422538,0.000017
32.440811,88.647890,0.000000
32.440811,103.873241,0.000000
32.440811,119.098593,0.000000
32.440811,134.323945,0.000000
32.440811,149.549297,0.000000
32.440811,164.774648,0.000000
32.440811,180.000000,-0.000000
35.143378,-180.000000,0.000000
35.143378,-164.774648,0.000000
35.143378,-149.549297,0.000000
35.143378,-134.323945,0.000000
35.143378,-119.098593,0.000000
35.143378,-103.873241,0.000000
35.143378,-88.647890,0.000000
35.143378,-73.422538,0.000003
35.143378,-58.197186,0.001097
35.143378,-42.971835,0.026332
35.143378,-42.537776,0.028463
35.143378,-42.103717,0.030746
35.143378,-41.669658,0.033191
35.143378,-41.235599,0.035807
35.143378,-40.801540,0.038606
35.143378,-40.367481,0.041596
35.143378,-39.933422,0.044787
35.143378,-39.499363,0.048190
35.143378,-39.065304,0.051815
35.143378,-38.631245,0.055674
35.143378,-38.197186,0.059781
35.143378,-37.763127,0.064148
35.143378,-37.329068,0.068787
35.143378,-36.895010,0.073713
35.143378,-36.460951,0.078937
35.143378,-36.026892,0.084472
35.143378,-35.592833,0.090331
35.143378,-35.158774,0.096529
35.143378,-34.724715,0.103079
35.143378,-34.290656,0.109996
35.143378,-33.856597,0.117294
35.143378,-33.422538,0.124988
35.143378,-32.988479,0.133091
35.143378,-32.554420,0.141619
35.143378,-32.120361,0.150584
35.143378,-31.686302,0.160002
35.143378,-31.252243,0.169883
35.143378,-30.818184,0.180241
35.143378,-30.384125,0.191088
35.143378,-29.950067,0.202437
35.143378,-29.516008,0.214300
35.143378,-29.081949,0.226691
35.143378,-28.647890,0.239621
35.143378,-28.213831,0.253100
35.143378,-27.779772,0.267135
35.143378,-27.345713,0.281732
35.143378,-26.911654,0.296895
35.143378,-26.477595,0.312632
35.143378,-26.043536,0.328947
35.143378,-25.609477,0.345847
35.143378,-25.175418,0.363336
35.143378,-24.741359,0.381420
35.143378,-24.307300,0.400092
35.143378,-23.873241,0.419345
35.143378,-23.439183,0.439173
35.143378,-23.005124,0.459568
35.143378,-22.571065,0.480524
35.143378,-22.137006,0.502034
35.143378,-21.702947,0.524090
35.143378,-21.268888,0.546685
35.143378,-20.834829,0.569800
35.143378,-20.400770,0.593411
35.143378,-19.966711,0.617492
35.143378,-19.532652,0.642021
35.143378,-19.098593,0.666973
35.143378,-18.664534,0.692324
35.143378,-18.230475,0.718049
35.143378,-17.796416,0.744124
35.143378,-17.362357,0.770516
35.143378,-16.928298,0.797184
35.143378,-16.494240,0.824086
35.143378,-16.060181,0.851181
35.143378,-15.626122,0.878425
35.143378,-15.192063,0.905777
35.143378,-14.758004,0.933196
35.143378,-14.323945,0.960638
35.143378,-13.889886,0.988060
35.143378,-13.455827,1.015408
35.143378,-13.021768,1.042628
35.143378,-12.587709,1.069666
35.143378,-12.153650,1.096469
35.143378,-11.719591,1.122981
35.143378,-11.285532,1.149150
35.143378,-10.851473,1.174921
35.143378,-10.417414,1.200240
35.143378,-9.983356,1.225053
35.143378,-9.549297,1.249304
35.143378,-9.115238,1.272941
35.143378,-8.681179,1.295908
35.143378,-8.247120,1.318150
35.143378,-7.813061,1.339614
35.143378,-7.379002,1.360244
35.143378,-6.944943,1.379987
35.143378,-6.510884,1.398796
35.143378,-6.076825,1.416630
35.143378,-5.642766,1.433448
35.143378,-5.208707,1.449210
35.143378,-4.774648,1.463875
35.143378,-4.340589,1.477401
35.143378,-3.906530,1.489749
35.143378,-3.472471,1.500878
35.143378,-3.038413,1.510756
35.143378,-2.604354,1.519366
35.143378,-2.170295,1.526693
35.143378,-1.736236,1.532723
35.143378,-1.302177,1.537439
35.143378,-0.868118,1.540828
35.143378,-0.434059,1.542873
35.143378,0.000000,1.543560
35.143378,0.434059,1.542878
35.143378,0.868118,1.540839
35.143378,1.302177,1.537456
35.143378,1.736236,1.532745
35.143378,2.170295,1.526721
35.143378,2.604354,1.519399
35.143378,3.038413,1.510794
35.143378,3.472471,1.500922
35.143378,3.906530,1.489799
35.143378,4.340589,1.477457
35.143378,4.774648,1.463936
35.143378,5.208707,1.449278
35.143378,5.642766,1.433522
35.143378,6.076825,1.416710
35.143378,6.510884,1.398882
35.143378,6.944943,1.380079
35.143378,7.379002,1.360343
35.143378,7.813061,1.339719
35.143378,8.247120,1.318262
35.143378,8.681179,1.296026
35.143378,9.115238,1.273066
35.143378,9.549297,1.249436
35.143378,9.983356,1.225191
35.143378,10.417414,1.200385
35.143378,10.851473,1.175072
35.143378,11.285532,1.149308
35.143378,11.719591,1.123146
35.143378,12.153650,1.096641
35.143378,12.587709,1.069845
35.143378,13.021768,1.042814
35.143378,13.455827,1.015600
35.143378,13.889886,0.988259
35.143378,14.323945,0.960844
35.143378,14.758004,0.933407
35.143378,15.192063,0.905995
35.143378,15.626122,0.878649
35.143378,16.060181,0.851411
35.143378,16.494240,0.824323
35.143378,16.928298,0.797426
35.143378,17.362357,0.770763
35.143378,17.796416,0.744376
35.143378,18.230475,0.718306
35.143378,18.664534,0.692585
35.143378,19.098593,0.667239
35.143378,19.532652,0.642291
35.143378,19.966711,0.617766
35.143378,20.400770,0.593688
35.143378,20.834829,0.570080
35.143378,21.268888,0.546968
35.143378,21.702947,0.524374
35.143378,22.137006,0.502319
35.143378,22.571065,0.480811
35.143378,23.005124,0.459855
35.143378,23.439183,0.439460
35.143378,23.873241,0.419632
35.143378,24.307300,0.400378
35.143378,24.741359,0.381705
35.143378,25.175418,0.363620
35.143378,25.609477,0.346128
35.143378,26.043536,0.329226
35.143378,26.477595,0.312907
35.143378,26.911654,0.297168
35.143378,27.345713,0.282000
35.143378,27.779772,0.267400
35.143378,28.213831,0.253360
35.143378,28.647890,0.239876
35.143378,29.081949,0.226940
35.143378,29.516008,0.214544
35.143378,29.950067,0.202675
35.143378,30.384125,0.191320
35.143378,30.818184,0.180467
35.143378,31.252243,0.170103
35.143378,31.686302,0.160215
35.143378,32.120361,0.150791
35.143378,32.554420,0.141819
35.143378,32.988479,0.133285
35.143378,33.422538,0.125174
35.143378,33.856597,0.117474
35.143378,34.290656,0.110169
35.143378,34.724715,0.103245
35.143378,35.158774,0.096688
35.143378,35.592833,0.090483
35.143378,36.026892,0.084617
35.143378,36.460951,0.079075
35.143378,36.895010,0.073844
35.143378,37.329068,0.068912
35.143378,37.763127,0.064266
35.143378,38.197186,0.059892
35.143378,38.631245,0.055779
35.143378,39.065304,0.051914
35.143378,39.499363,0.048283
35.143378,39.933422,0.044875
35.143378,40.367481,0.041678
35.143378,40.801540,0.038682
35.143378,41.235599,0.035879
35.143378,41.669658,0.033257
35.143378,42.103717,0.030807
35.143378,42.537776,0.028520
35.143378,42.971835,0.026385
35.143378,58.197186,0.001092
35.143378,73.422538,0.000002
35.143378,88.647890,0.000000
35.143378,103.873241,0.000000
35.143378,119.098593,0.000000
35.143378,134.323945,0.000000
35.143378,149.549297,0.000000
35.143378,164.774648,0.000000
35.143378,180.000000,-0.000000
37.845946,-180.000000,0.000000
37.845946,-164.774648,0.000000
37.845946,-149.549297,0.000000
37.845946,-134.323945,0.000000
37.845946,-119.098593,0.000000
37.845946,-103.873241,0.000000
37.845946,-88.647890,0.000000
37.845946,-73.422538,0.000000
37.845946,-58.197186,0.000660
37.845946,-42.971835,0.020674
37.845946,-42.537776,0.022468
37.845946,-42.103717,0.024400
37.845946,-41.669658,0.026480
37.845946,-41.235599,0.028718
37.845946,-40.801540,0.031123
37.845946,-40.367481,0.033707
37.845946,-39.933422,0.036478
37.845946,-39.499363,0.039447
37.845946,-39.065304,0.042624
37.845946,-38.631245,0.046023
37.845946,-38.197186,0.049658
37.845946,-37.763127,0.053542
37.845946,-37.329068,0.057688
37.845946,-36.895010,0.062110
37.845946,-36.460951,0.066823
37.845946,-36.026892,0.071838
37.845946,-35.592833,0.077170
37.845946,-35.158774,0.082835
37.845946,-34.724715,0.088849
37.845946,-34.290656,0.095228
37.845946,-33.856597,0.101987
37.845946,-33.422538,0.109144
37.845946,-32.988479,0.116715
37.845946,-32.554420,0.124714
37.845946,-32.120361,0.133159
37.845946,-31.686302,0.142065
37.845946,-31.252243,0.151448
37.845946,-30.818184,0.161322
37.845946,-30.384125,0.171704
37.845946,-29.950067,0.182609
37.845946,-29.516008,0.194053
37.845946,-29.081949,0.206050
37.845946,-28.647890,0.218616
37.845946,-28.213831,0.231764
37.845946,-27.779772,0.245504
37.845946,-27.345713,0.259845
37.845946,-26.911654,0.274795
37.845946,-26.477595,0.290364
37.845946,-26.043536,0.306562
37.845946,-25.609477,0.323397
37.845946,-25.175418,0.340878
37.845946,-24.741359,0.359012
37.845946,-24.307300,0.377796
37.845946,-23.873241,0.397227
37.845946,-23.439183,0.417299
37.845946,-23.005124,0.438009
37.845946,-22.571065,0.459352
37.845946,-22.137006,0.481323
37.845946,-21.702947,0.503920
37.845946,-21.268888,0.527135
37.845946,-20.834829,0.550951
37.845946,-20.400770,0.575344
37.845946,-19.966711,0.600291
37.845946,-19.532652,0.625767
37.845946,-19.098593,0.651748
37.845946,-18.664534,0.678211
37.845946,-18.230475,0.705132
37.845946,-17.796416,0.732485
37.845946,-17.362357,0.760239
37.845946,-16.928298,0.788347
37.845946,-16.494240,0.816765
37.845946,-16.060181,0.845447
37.845946,-15.626122,0.874349
37.845946,-15.192063,0.903426
37.845946,-14.758004,0.932632
37.845946,-14.323945,0.961921
37.845946,-13.889886,0.991246
37.845946,-13.455827,1.020547
37.845946,-13.021768,1.049763
37.845946,-12.587709,1.078833
37.845946,-12.153650,1.107698
37.845946,-11.719591,1.136296
37.845946,-11.285532,1.164567
37.845946,-10.851473,1.192451
37.845946,-10.417414,1.219887
37.845946,-9.983356,1.246812
37.845946,-9.549297,1.273164
37.845946,-9.115238,1.298880
37.845946,-8.681179,1.323897
37.845946,-8.247120,1.348154
37.845946,-7.813061,1.371587
37.845946,-7.379002,1.394133
37.845946,-6.944943,1.415731
37.845946,-6.510884,1.436326
37.845946,-6.076825,1.455871
37.845946,-5.642766,1.474319
37.845946,-5.208707,1.491620
37.845946,-4.774648,1.507729
37.845946,-4.340589,1.522598
37.845946,-3.906530,1.536179
37.845946,-3.472471,1.548424
37.845946,-3.038413,1.559298
37.845946,-2.604354,1.568779
37.845946,-2.170295,1.576851
37.845946,-1.736236,1.583495
37.845946,-1.302177,1.588694
37.845946,-0.868118,1.592431
37.845946,-0.434059,1.594687
37.845946,0.000000,1.595444
37.845946,0.434059,1.594692
37.845946,0.868118,1.592441
37.845946,1.302177,1.588710
37.845946,1.736236,1.583516
37.845946,2.170295,1.576876
37.845946,2.604354,1.568810
37.845946,3.038413,1.559334
37.845946,3.472471,1.548466
37.845946,3.906530,1.536226
37.845946,4.340589,1.522650
37.845946,4.774648,1.507787
37.845946,5.208707,1.491684
37.845946,5.642766,1.474388
37.845946,6.076825,1.455946
37.845946,6.510884,1.436407
37.845946,6.944943,1.415818
37.845946,7.379002,1.394226
37.845946,7.813061,1.371686
37.845946,8.247120,1.348259
37.845946,8.681179,1.324009
37.845946,9.115238,1.298997
37.845946,9.549297,1.273288
37.845946,9.983356,1.246942
37.845946,10.417414,1.220023
37.845946,10.851473,1.192594
37.845946,11.285532,1.164717
37.845946,11.719591,1.136452
37.845946,12.153650,1.107860
37.845946,12.587709,1.079002
37.845946,13.021768,1.049938
37.845946,13.455827,1.020728
37.845946,13.889886,0.991434
37.845946,14.323945,0.962115
37.845946,14.758004,0.932831
37.845946,15.192063,0.903631
37.845946,15.626122,0.874561
37.845946,16.060181,0.845664
37.845946,16.494240,0.816987
37.845946,16.928298,0.788574
37.845946,17.362357,0.760471
37.845946,17.796416,0.732722
37.845946,18.230475,0.705372
37.845946,18.664534,0.678456
37.845946,19.098593,0.651997
37.845946,19.532652,0.626019
37.845946,19.966711,0.600546
37.845946,20.400770,0.575602
37.845946,20.834829,0.551211
37.845946,21.268888,0.527397
37.845946,21.702947,0.504183
37.845946,22.137006,0.481587
37.845946,22.571065,0.459616
37.845946,23.005124,0.438273
37.845946,23.439183,0.417562
37.845946,23.873241,0.397489
37.845946,24.307300,0.378057
37.845946,24.741359,0.359271
37.845946,25.175418,0.341135
37.845946,25.609477,0.323651
37.845946,26.043536,0.306813
37.845946,26.477595,0.290612
37.845946,26.911654,0.275038
37.845946,27.345713,0.260084
37.845946,27.779772,0.245738
37.845946,28.213831,0.231994
37.845946,28.647890,0.218840
37.845946,29.081949,0.206268
37.845946,29.516008,0.194266
37.845946,29.950067,0.182817
37.845946,30.384125,0.171906
37.845946,30.818184,0.161517
37.845946,31.252243,0.151636
37.845946,31.686302,0.142247
37.845946,32.120361,0.133335
37.845946,32.554420,0.124883
37.845946,32.988479,0.116877
37.845946,33.422538,0.109300
37.845946,33.856597,0.102137
37.845946,34.290656,0.095370
37.845946,34.724715,0.088985
37.845946,35.158774,0.082965
37.845946,35.592833,0.077293
37.845946,36.026892,0.071955
37.845946,36.460951,0.066933
37.845946,36.895010,0.062215
37.845946,37.329068,0.057787
37.845946,37.763127,0.053634
37.845946,38.197186,0.049745
37.845946,38.631245,0.046105
37.845946,39.065304,0.042700
37.845946,39.499363,0.039518
37.845946,39.933422,0.036544
37.845946,40.367481,0.033768
37.845946,40.801540,0.031180
37.845946,41.235599,0.028770
37.845946,41.669658,0.026528
37.845946,42.103717,0.024444
37.845946,42.537776,0.022508
37.845946,42.971835,0.020711
37.845946,58.197186,0.000656
37.845946,73.422538,0.000000
37.845946,88.647890,0.000000
37.845946,103.873241,0.000000
37.845946,119.098593,0.000000
37.845946,134.323945,0.000000
37.845946,149.549297,0.000000
37.845946,164.774648,0.000000
37.845946,180.000000,-0.000000
40.548514,-180.000000,0.000000
40.548514,-164.774648,0.000000
40.548514,-149.549297,0.000000
40.548514,-134.323945,0.000000
40.548514,-119.098593,0.000000
40.548514,-103.873241,0.000000
40.548514,-88.647890,0.000000
40.548514,-73.422538,0.000000
40.548514,-58.197186,0.000386
40.548514,-42.971835,0.016202
40.548514,-42.537776,0.017704
40.548514,-42.103717,0.019330
40.548514,-41.669658,0.021090
40.548514,-41.235599,0.022993
40.548514,-40.801540,0.025051
40.548514,-40.367481,0.027271
40.548514,-39.933422,0.029665
40.548514,-39.499363,0.032241
40.548514,-39.065304,0.035012
40.548514,-38.631245,0.037990
40.548514,-38.197186,0.041190
40.548514,-37.763127,0.044625
40.548514,-37.329068,0.048311
40.548514,-36.895010,0.052261
40.548514,-36.460951,0.056488
40.548514,-36.026892,0.061008
40.548514,-35.592833,0.065834
40.548514,-35.158774,0.070984
40.548514,-34.724715,0.076476
40.548514,-34.290656,0.082326
40.548514,-33.856597,0.088553
40.548514,-33.422538,0.095175
40.548514,-32.988479,0.102208
40.548514,-32.554420,0.109672
40.548514,-32.120361,0.117582
40.548514,-31.686302,0.125958
40.548514,-31.252243,0.134818
40.548514,-30.818184,0.144179
40.548514,-30.384125,0.154060
40.548514,-29.950067,0.164480
40.548514,-29.516008,0.175456
40.548514,-29.081949,0.187007
40.548514,-28.647890,0.199150
40.548514,-28.213831,0.211902
40.548514,-27.779772,0.225276
40.548514,-27.345713,0.239284
40.548514,-26.911654,0.253940
40.548514,-26.477595,0.269255
40.548514,-26.043536,0.285242
40.548514,-25.609477,0.301915
40.548514,-25.175418,0.319285
40.548514,-24.741359,0.337363
40.548514,-24.307300,0.356149
40.548514,-23.873241,0.375643
40.548514,-23.439183,0.395842
40.548514,-23.005124,0.416746
40.548514,-22.571065,0.438353
40.548514,-22.137006,0.460662
40.548514,-21.702947,0.483673
40.548514,-21.268888,0.507381
40.548514,-20.834829,0.531771
40.548514,-20.400770,0.556820
40.548514,-19.966711,0.582505
40.548514,-19.532652,0.608802
40.548514,-19.098593,0.635689
40.548514,-18.664534,0.663143
40.548514,-18.230475,0.691141
40.548514,-17.796416,0.719658
40.548514,-17.362357,0.748661
40.548514,-16.928298,0.778102
40.548514,-16.494240,0.807933
40.548514,-16.060181,0.838107
40.548514,-15.626122,0.868574
40.548514,-15.192063,0.899288
40.548514,-14.758004,0.930201
40.548514,-14.323945,0.961264
40.548514,-13.889886,0.992424
40.548514,-13.455827,1.023617
40.548514,-13.021768,1.054774
40.548514,-12.587709,1.085830
40.548514,-12.153650,1.116715
40.548514,-11.719591,1.147365
40.548514,-11.285532,1.177710
40.548514,-10.851473,1.207685
40.548514,-10.417414,1.237221
40.548514,-9.983356,1.266249
40.548514,-9.549297,1.294696
40.548514,-9.115238,1.322492
40.548514,-8.681179,1.349566
40.548514,-8.247120,1.375846
40.548514,-7.813061,1.401261
40.548514,-7.379002,1.425740
40.548514,-6.944943,1.449212
40.548514,-6.510884,1.471615
40.548514,-6.076825,1.492894
40.548514,-5.642766,1.512994
40.548514,-5.208707,1.531861
40.548514,-4.774648,1.549440
40.548514,-4.340589,1.565676
