Pe, phi, Phi
118.922973,21.702947,0.101291
118.922973,22.137006,0.088493
118.922973,22.571065,0.077077
118.922973,23.005124,0.066938
118.922973,23.439183,0.057971
118.922973,23.873241,0.050072
118.922973,24.307300,0.043135
118.922973,24.741359,0.037057
118.922973,25.175418,0.031732
118.922973,25.609477,0.027063
118.922973,26.043536,0.022988
118.922973,26.477595,0.019454
118.922973,26.911654,0.016409
118.922973,27.345713,0.013802
118.922973,27.779772,0.011579
118.922973,28.213831,0.009690
118.922973,28.647890,0.008082
118.922973,29.081949,0.006705
118.922973,29.516008,0.005526
118.922973,29.950067,0.004527
118.922973,30.384125,0.003689
118.922973,30.818184,0.002992
118.922973,31.252243,0.002417
118.922973,31.686302,0.001947
118.922973,32.120361,0.001561
118.922973,32.554420,0.001241
118.922973,32.988479,0.000974
118.922973,33.422538,0.000753
118.922973,33.856597,0.000574
118.922973,34.290656,0.000431
118.922973,34.724715,0.000319
118.922973,35.158774,0.000233
118.922973,35.592833,0.000168
118.922973,36.026892,0.000119
118.922973,36.460951,0.000080
118.922973,36.895010,0.000052
118.922973,37.329068,0.000031
118.922973,37.763127,0.000017
118.922973,38.197186,0.000008
118.922973,38.631245,0.000003
118.922973,39.065304,0.000001
118.922973,39.499363,0.000001
118.922973,39.933422,0.000001
118.922973,40.367481,0.000001
118.922973,40.801540,0.000001
118.922973,41.235599,0.000001
118.922973,41.669658,0.000001
118.922973,42.103717,0.000001
118.922973,42.537776,0.000000
118.922973,42.971835,0.000000
118.922973,58.197186,0.000000
118.922973,73.422538,0.000001
118.922973,88.647890,0.000001
118.922973,103.873241,0.000001
118.922973,119.098593,0.000001
118.922973,134.323945,0.000001
118.922973,149.549297,0.000001
118.922973,164.774648,0.000001
118.922973,180.000000,-0.000001
121.625541,-180.000000,0.000000
121.625541,-164.774648,0.000000
121.625541,-149.549297,0.000000
121.625541,-134.323945,0.000000
121.625541,-119.098593,0.000001
121.625541,-103.873241,0.000001
121.625541,-88.647890,0.000001
121.625541,-73.422538,0.000001
121.625541,-58.197186,0.000000
121.625541,-42.971835,0.000000
121.625541,-42.537776,0.000001
121.625541,-42.103717,0.000001
121.625541,-41.669658,0.000002
121.625541,-41.235599,0.000002
121.625541,-40.801540,0.000002
121.625541,-40.367481,0.000001
121.625541,-39.933422,0.000001
121.625541,-39.499363,-0.000000
121.625541,-39.065304,-0.000001
121.625541,-38.631245,-0.000000
121.625541,-38.197186,0.000002
121.625541,-37.763127,0.000007
121.625541,-37.329068,0.000015
121.625541,-36.895010,0.000028
121.625541,-36.460951,0.000048
121.625541,-36.026892,0.000075
121.625541,-35.592833,0.000113
121.625541,-35.158774,0.000163
121.625541,-34.724715,0.000232
121.625541,-34.290656,0.000324
121.625541,-33.856597,0.000442
121.625541,-33.422538,0.000592
121.625541,-32.988479,0.000778
121.625541,-32.554420,0.001006
121.625541,-32.120361,0.001279
121.625541,-31.686302,0.001611
121.625541,-31.252243,0.002020
121.625541,-30.818184,0.002523
121.625541,-30.384125,0.003137
121.625541,-29.950067,0.003881
121.625541,-29.516008,0.004773
121.625541,-29.081949,0.005829
121.625541,-28.647890,0.007068
121.625541,-28.213831,0.008521
121.625541,-27.779772,0.010237
121.625541,-27.345713,0.012267
121.625541,-26.911654,0.014660
121.625541,-26.477595,0.017468
121.625541,-26.043536,0.020742
121.625541,-25.609477,0.024532
121.625541,-25.175418,0.028890
121.625541,-24.741359,0.033875
121.625541,-24.307300,0.039588
121.625541,-23.873241,0.046132
121.625541,-23.439183,0.053614
121.625541,-23.005124,0.062139
121.625541,-22.571065,0.071813
121.625541,-22.137006,0.082742
121.625541,-21.702947,0.095030
121.625541,-21.268888,0.108788
121.625541,-20.834829,0.124146
121.625541,-20.400770,0.141252
121.625541,-19.966711,0.160250
121.625541,-19.532652,0.181285
121.625541,-19.098593,0.204503
121.625541,-18.664534,0.230049
121.625541,-18.230475,0.258068
121.625541,-17.796416,0.288705
121.625541,-17.362357,0.322075
121.625541,-16.928298,0.358262
121.625541,-16.494240,0.397349
121.625541,-16.060181,0.439419
121.625541,-15.626122,0.484555
121.625541,-15.192063,0.532839
121.625541,-14.758004,0.584355
121.625541,-14.323945,0.639184
121.625541,-13.889886,0.697350
121.625541,-13.455827,0.758732
121.625541,-13.021768,0.823188
121.625541,-12.587709,0.890576
121.625541,-12.153650,0.960754
121.625541,-11.719591,1.033580
121.625541,-11.285532,1.108913
121.625541,-10.851473,1.186610
121.625541,-10.417414,1.266498
121.625541,-9.983356,1.348215
121.625541,-9.549297,1.431336
121.625541,-9.115238,1.515434
121.625541,-8.681179,1.600083
121.625541,-8.247120,1.684857
121.625541,-7.813061,1.769328
121.625541,-7.379002,1.853070
121.625541,-6.944943,1.935655
121.625541,-6.510884,2.016609
121.625541,-6.076825,2.095421
121.625541,-5.642766,2.171581
121.625541,-5.208707,2.244580
121.625541,-4.774648,2.313906
121.625541,-4.340589,2.379050
121.625541,-3.906530,2.439500
121.625541,-3.472471,2.494748
121.625541,-3.038413,2.544380
121.625541,-2.604354,2.588148
121.625541,-2.170295,2.625819
121.625541,-1.736236,2.657161
121.625541,-1.302177,2.681943
121.625541,-0.868118,2.699932
121.625541,-0.434059,2.710896
121.625541,0.000000,2.714603
121.625541,0.434059,2.710899
121.625541,0.868118,2.699937
121.625541,1.302177,2.681950
121.625541,1.736236,2.657171
121.625541,2.170295,2.625831
121.625541,2.604354,2.588162
121.625541,3.038413,2.544397
121.625541,3.472471,2.494768
121.625541,3.906530,2.439522
121.625541,4.340589,2.379075
121.625541,4.774648,2.313934
121.625541,5.208707,2.244611
121.625541,5.642766,2.171616
121.625541,6.076825,2.095458
121.625541,6.510884,2.016649
121.625541,6.944943,1.935699
121.625541,7.379002,1.853118
121.625541,7.813061,1.769378
121.625541,8.247120,1.684910
121.625541,8.681179,1.600140
121.625541,9.115238,1.515494
121.625541,9.549297,1.431398
121.625541,9.983356,1.348280
121.625541,10.417414,1.266565
121.625541,10.851473,1.186679
121.625541,11.285532,1.108984
121.625541,11.719591,1.033653
121.625541,12.153650,0.960828
121.625541,12.587709,0.890651
121.625541,13.021768,0.823264
121.625541,13.455827,0.758808
121.625541,13.889886,0.697426
121.625541,14.323945,0.639260
121.625541,14.758004,0.584430
121.625541,15.192063,0.532913
121.625541,15.626122,0.484628
121.625541,16.060181,0.439491
121.625541,16.494240,0.397419
121.625541,16.928298,0.358330
121.625541,17.362357,0.322141
121.625541,17.796416,0.288769
121.625541,18.230475,0.258130
121.625541,18.664534,0.230108
121.625541,19.098593,0.204559
121.625541,19.532652,0.181338
121.625541,19.966711,0.160300
121.625541,20.400770,0.141298
121.625541,20.834829,0.124189
121.625541,21.268888,0.108827
121.625541,21.702947,0.095067
121.625541,22.137006,0.082775
121.625541,22.571065,0.071843
121.625541,23.005124,0.062166
121.625541,23.439183,0.053638
121.625541,23.873241,0.046154
121.625541,24.307300,0.039607
121.625541,24.741359,0.033892
121.625541,25.175418,0.028904
121.625541,25.609477,0.024545
121.625541,26.043536,0.020753
121.625541,26.477595,0.017477
121.625541,26.911654,0.014667
121.625541,27.345713,0.012273
121.625541,27.779772,0.010242
121.625541,28.213831,0.008526
121.625541,28.647890,0.007072
121.625541,29.081949,0.005832
121.625541,29.516008,0.004775
121.625541,29.950067,0.003883
121.625541,30.384125,0.003138
121.625541,30.818184,0.002523
121.625541,31.252243,0.002020
121.625541,31.686302,0.001611
121.625541,32.120361,0.001279
121.625541,32.554420,0.001005
121.625541,32.988479,0.000778
121.625541,33.422538,0.000592
121.625541,33.856597,0.000442
121.625541,34.290656,0.000324
121.625541,34.724715,0.000232
121.625541,35.158774,0.000163
121.625541,35.592833,0.000112
121.625541,36.026892,0.000075
121.625541,36.460951,0.000047
121.625541,36.895010,0.000028
121.625541,37.329068,0.000015
121.625541,37.763127,0.000006
121.625541,38.197186,0.000002
121.625541,38.631245,-0.000000
121.625541,39.065304,-0.000001
121.625541,39.499363,-0.000000
121.625541,39.933422,0.000001
121.625541,40.367481,0.000001
121.625541,40.801540,0.000002
121.625541,41.235599,0.000002
121.625541,41.669658,0.000002
121.625541,42.103717,0.000001
121.625541,42.537776,0.000001
121.625541,42.971835,0.000000
121.625541,58.197186,0.000000
121.625541,73.422538,0.000001
121.625541,88.647890,0.000001
121.625541,103.873241,0.000001
121.625541,119.098593,0.000001
121.625541,134.323945,0.000001
121.625541,149.549297,0.000001
121.625541,164.774648,0.000001
121.625541,180.000000,-0.000001
124.328108,-180.000000,0.000000
124.328108,-164.774648,0.000000
124.328108,-149.549297,0.000000
124.328108,-134.323945,0.000000
124.328108,-119.098593,0.000001
124.328108,-103.873241,0.000001
124.328108,-88.647890,0.000001
124.328108,-73.422538,0.000001
124.328108,-58.197186,0.000000
124.328108,-42.971835,0.000000
124.328108,-42.537776,0.000001
124.328108,-42.103717,0.000002
124.328108,-41.669658,0.000002
124.328108,-41.235599,0.000002
124.328108,-40.801540,0.000002
124.328108,-40.367481,0.000002
124.328108,-39.933422,0.000001
124.328108,-39.499363,-0.000000
124.328108,-39.065304,-0.000001
124.328108,-38.631245,-0.000001
124.328108,-38.197186,-0.000000
124.328108,-37.763127,0.000002
124.328108,-37.329068,0.000007
124.328108,-36.895010,0.000016
124.328108,-36.460951,0.000029
124.328108,-36.026892,0.000049
124.328108,-35.592833,0.000077
124.328108,-35.158774,0.000116
124.328108,-34.724715,0.000170
124.328108,-34.290656,0.000244
124.328108,-33.856597,0.000341
124.328108,-33.422538,0.000465
124.328108,-32.988479,0.000621
124.328108,-32.554420,0.000813
124.328108,-32.120361,0.001045
124.328108,-31.686302,0.001330
124.328108,-31.252243,0.001684
124.328108,-30.818184,0.002122
124.328108,-30.384125,0.002663
124.328108,-29.950067,0.003322
124.328108,-29.516008,0.004116
124.328108,-29.081949,0.005061
124.328108,-28.647890,0.006174
124.328108,-28.213831,0.007485
124.328108,-27.779772,0.009041
124.328108,-27.345713,0.010892
124.328108,-26.911654,0.013087
124.328108,-26.477595,0.015674
124.328108,-26.043536,0.018704
124.328108,-25.609477,0.022226
124.328108,-25.175418,0.026289
124.328108,-24.741359,0.030953
124.328108,-24.307300,0.036316
124.328108,-23.873241,0.042486
124.328108,-23.439183,0.049567
124.328108,-23.005124,0.057667
124.328108,-22.571065,0.066891
124.328108,-22.137006,0.077345
124.328108,-21.702947,0.089137
124.328108,-21.268888,0.102374
124.328108,-20.834829,0.117196
124.328108,-20.400770,0.133752
124.328108,-19.966711,0.152194
124.328108,-19.532652,0.172673
124.328108,-19.098593,0.195341
124.328108,-18.664534,0.220348
124.328108,-18.230475,0.247846
124.328108,-17.796416,0.277985
124.328108,-17.362357,0.310889
124.328108,-16.928298,0.346652
124.328108,-16.494240,0.385367
124.328108,-16.060181,0.427126
124.328108,-15.626122,0.472023
124.328108,-15.192063,0.520151
124.328108,-14.758004,0.571603
124.328108,-14.323945,0.626471
124.328108,-13.889886,0.684787
124.328108,-13.455827,0.746434
124.328108,-13.021768,0.811276
124.328108,-12.587709,0.879174
124.328108,-12.153650,0.949992
124.328108,-11.719591,1.023591
124.328108,-11.285532,1.099835
124.328108,-10.851473,1.178585
124.328108,-10.417414,1.259670
124.328108,-9.983356,1.342721
124.328108,-9.549297,1.427301
124.328108,-9.115238,1.512970
124.328108,-8.681179,1.599290
124.328108,-8.247120,1.685824
124.328108,-7.813061,1.772132
124.328108,-7.379002,1.857776
124.328108,-6.944943,1.942315
124.328108,-6.510884,2.025256
124.328108,-6.076825,2.106068
124.328108,-5.642766,2.184218
124.328108,-5.208707,2.259172
124.328108,-4.774648,2.330397
124.328108,-4.340589,2.397361
124.328108,-3.906530,2.459530
124.328108,-3.472471,2.516373
124.328108,-3.038413,2.567457
124.328108,-2.604354,2.612521
124.328108,-2.170295,2.651322
124.328108,-1.736236,2.683615
124.328108,-1.302177,2.709157
124.328108,-0.868118,2.727703
124.328108,-0.434059,2.739010
124.328108,0.000000,2.742834
124.328108,0.434059,2.739013
124.328108,0.868118,2.727708
124.328108,1.302177,2.709164
124.328108,1.736236,2.683625
124.328108,2.170295,2.651334
124.328108,2.604354,2.612536
124.328108,3.038413,2.567474
124.328108,3.472471,2.516393
124.328108,3.906530,2.459553
124.328108,4.340589,2.397386
124.328108,4.774648,2.330425
124.328108,5.208707,2.259203
124.328108,5.642766,2.184252
124.328108,6.076825,2.106105
124.328108,6.510884,2.025297
124.328108,6.944943,1.942358
124.328108,7.379002,1.857823
124.328108,7.813061,1.772182
124.328108,8.247120,1.685877
124.328108,8.681179,1.599346
124.328108,9.115238,1.513029
124.328108,9.549297,1.427362
124.328108,9.983356,1.342785
124.328108,10.417414,1.259736
124.328108,10.851473,1.178653
124.328108,11.285532,1.099904
124.328108,11.719591,1.023663
124.328108,12.153650,0.950064
124.328108,12.587709,0.879248
124.328108,13.021768,0.811350
124.328108,13.455827,0.746509
124.328108,13.889886,0.684861
124.328108,14.323945,0.626545
124.328108,14.758004,0.571677
124.328108,15.192063,0.520224
124.328108,15.626122,0.472095
124.328108,16.060181,0.427196
124.328108,16.494240,0.385435
124.328108,16.928298,0.346718
124.328108,17.362357,0.310953
124.328108,17.796416,0.278047
124.328108,18.230475,0.247905
124.328108,18.664534,0.220404
124.328108,19.098593,0.195394
124.328108,19.532652,0.172723
124.328108,19.966711,0.152241
124.328108,20.400770,0.133796
124.328108,20.834829,0.117236
124.328108,21.268888,0.102412
124.328108,21.702947,0.089171
124.328108,22.137006,0.077376
124.328108,22.571065,0.066919
124.328108,23.005124,0.057692
124.328108,23.439183,0.049590
124.328108,23.873241,0.042506
124.328108,24.307300,0.036334
124.328108,24.741359,0.030968
124.328108,25.175418,0.026302
124.328108,25.609477,0.022237
124.328108,26.043536,0.018714
124.328108,26.477595,0.015682
124.328108,26.911654,0.013093
124.328108,27.345713,0.010898
124.328108,27.779772,0.009046
124.328108,28.213831,0.007488
124.328108,28.647890,0.006177
124.328108,29.081949,0.005063
124.328108,29.516008,0.004117
124.328108,29.950067,0.003323
124.328108,30.384125,0.002664
124.328108,30.818184,0.002123
124.328108,31.252243,0.001684
124.328108,31.686302,0.001330
124.328108,32.120361,0.001045
124.328108,32.554420,0.000813
124.328108,32.988479,0.000621
124.328108,33.422538,0.000465
124.328108,33.856597,0.000341
124.328108,34.290656,0.000244
124.328108,34.724715,0.000170
124.328108,35.158774,0.000116
124.328108,35.592833,0.000077
124.328108,36.026892,0.000049
124.328108,36.460951,0.000029
124.328108,36.895010,0.000016
124.328108,37.329068,0.000007
124.328108,37.763127,0.000002
124.328108,38.197186,-0.000000
124.328108,38.631245,-0.000001
124.328108,39.065304,-0.000001
124.328108,39.499363,-0.000000
124.328108,39.933422,0.000001
124.328108,40.367481,0.000002
124.328108,40.801540,0.000002
124.328108,41.235599,0.000002
124.328108,41.669658,0.000002
124.328108,42.103717,0.000002
124.328108,42.537776,0.000001
124.328108,42.971835,0.000000
124.328108,58.197186,0.000001
124.328108,73.422538,0.000001
124.328108,88.647890,0.000001
124.328108,103.873241,0.000001
124.328108,119.098593,0.000001
124.328108,134.323945,0.000001
124.328108,149.549297,0.000001
124.328108,164.774648,0.000001
124.328108,180.000000,-0.000001
127.030676,-180.000000,0.000000
127.030676,-164.774648,0.000000
127.030676,-149.549297,0.000000
127.030676,-134.323945,0.000001
127.030676,-119.098593,0.000001
127.030676,-103.873241,0.000001
127.030676,-88.647890,0.000001
127.030676,-73.422538,0.000001
127.030676,-58.197186,0.000000
127.030676,-42.971835,0.000000
127.030676,-42.537776,0.000001
127.030676,-42.103717,0.000002
127.030676,-41.669658,0.000002
127.030676,-41.235599,0.000002
127.030676,-40.801540,0.000002
127.030676,-40.367481,0.000001
127.030676,-39.933422,0.000001
127.030676,-39.499363,-0.000000
127.030676,-39.065304,-0.000001
127.030676,-38.631245,-0.000001
127.030676,-38.197186,-0.000001
127.030676,-37.763127,0.000001
127.030676,-37.329068,0.000004
127.030676,-36.895010,0.000010
127.030676,-36.460951,0.000019
127.030676,-36.026892,0.000033
127.030676,-35.592833,0.000053
127.030676,-35.158774,0.000083
127.030676,-34.724715,0.000125
127.030676,-34.290656,0.000183
127.030676,-33.856597,0.000261
127.030676,-33.422538,0.000363
127.030676,-32.988479,0.000493
127.030676,-32.554420,0.000653
127.030676,-32.120361,0.000849
127.030676,-31.686302,0.001092
127.030676,-31.252243,0.001397
127.030676,-30.818184,0.001778
127.030676,-30.384125,0.002252
127.030676,-29.950067,0.002834
127.030676,-29.516008,0.003539
127.030676,-29.081949,0.004383
127.030676,-28.647890,0.005381
127.030676,-28.213831,0.006561
127.030676,-27.779772,0.007969
127.030676,-27.345713,0.009654
127.030676,-26.911654,0.011663
127.030676,-26.477595,0.014044
127.030676,-26.043536,0.016844
127.030676,-25.609477,0.020112
127.030676,-25.175418,0.023894
127.030676,-24.741359,0.028251
127.030676,-24.307300,0.033281
127.030676,-23.873241,0.039090
127.030676,-23.439183,0.045785
127.030676,-23.005124,0.053473
127.030676,-22.571065,0.062259
127.030676,-22.137006,0.072251
127.030676,-21.702947,0.083554
127.030676,-21.268888,0.096280
127.030676,-20.834829,0.110570
127.030676,-20.400770,0.126580
127.030676,-19.966711,0.144468
127.030676,-19.532652,0.164390
127.030676,-19.098593,0.186504
127.030676,-18.664534,0.210966
127.030676,-18.230475,0.237933
127.030676,-17.796416,0.267562
127.030676,-17.362357,0.299984
127.030676,-16.928298,0.335303
127.030676,-16.494240,0.373622
127.030676,-16.060181,0.415046
127.030676,-15.626122,0.459677
127.030676,-15.192063,0.507618
127.030676,-14.758004,0.558973
127.030676,-14.323945,0.613846
127.030676,-13.889886,0.672275
127.030676,-13.455827,0.734150
127.030676,-13.021768,0.799340
127.030676,-12.587709,0.867711
127.030676,-12.153650,0.939130
127.030676,-11.719591,1.013466
127.030676,-11.285532,1.090584
127.030676,-10.851473,1.170354
127.030676,-10.417414,1.252605
127.030676,-9.983356,1.336962
127.030676,-9.549297,1.422974
127.030676,-9.115238,1.510191
127.030676,-8.681179,1.598164
127.030676,-8.247120,1.686441
127.030676,-7.813061,1.774572
127.030676,-7.379002,1.862109
127.030676,-6.944943,1.948595
127.030676,-6.510884,2.033523
127.030676,-6.076825,2.116336
127.030676,-5.642766,2.196478
127.030676,-5.208707,2.273394
127.030676,-4.774648,2.346526
127.030676,-4.340589,2.415320
127.030676,-3.906530,2.479218
127.030676,-3.472471,2.537667
127.030676,-3.038413,2.590213
127.030676,-2.604354,2.636584
127.030676,-2.170295,2.676524
127.030676,-1.736236,2.709776
127.030676,-1.302177,2.736085
127.030676,-0.868118,2.755194
127.030676,-0.434059,2.766848
127.030676,0.000000,2.770790
127.030676,0.434059,2.766850
127.030676,0.868118,2.755198
127.030676,1.302177,2.736091
127.030676,1.736236,2.709785
127.030676,2.170295,2.676535
127.030676,2.604354,2.636598
127.030676,3.038413,2.590230
127.030676,3.472471,2.537686
127.030676,3.906530,2.479240
127.030676,4.340589,2.415345
127.030676,4.774648,2.346554
127.030676,5.208707,2.273424
127.030676,5.642766,2.196512
127.030676,6.076825,2.116373
127.030676,6.510884,2.033563
127.030676,6.944943,1.948639
127.030676,7.379002,1.862155
127.030676,7.813061,1.774622
127.030676,8.247120,1.686493
127.030676,8.681179,1.598219
127.030676,9.115238,1.510249
127.030676,9.549297,1.423034
127.030676,9.983356,1.337025
127.030676,10.417414,1.252670
127.030676,10.851473,1.170421
127.030676,11.285532,1.090653
127.030676,11.719591,1.013536
127.030676,12.153650,0.939201
127.030676,12.587709,0.867783
127.030676,13.021768,0.799413
127.030676,13.455827,0.734223
127.030676,13.889886,0.672347
127.030676,14.323945,0.613918
127.030676,14.758004,0.559045
127.030676,15.192063,0.507689
127.030676,15.626122,0.459746
127.030676,16.060181,0.415114
127.030676,16.494240,0.373688
127.030676,16.928298,0.335367
127.030676,17.362357,0.300045
127.030676,17.796416,0.267621
127.030676,18.230475,0.237990
127.030676,18.664534,0.211020
127.030676,19.098593,0.186555
127.030676,19.532652,0.164438
127.030676,19.966711,0.144513
127.030676,20.400770,0.126622
127.030676,20.834829,0.110608
127.030676,21.268888,0.096315
127.030676,21.702947,0.083586
127.030676,22.137006,0.072279
127.030676,22.571065,0.062285
127.030676,23.005124,0.053496
127.030676,23.439183,0.045806
127.030676,23.873241,0.039109
127.030676,24.307300,0.033297
127.030676,24.741359,0.028265
127.030676,25.175418,0.023906
127.030676,25.609477,0.020122
127.030676,26.043536,0.016853
127.030676,26.477595,0.014051
127.030676,26.911654,0.011669
127.030676,27.345713,0.009659
127.030676,27.779772,0.007973
127.030676,28.213831,0.006564
127.030676,28.647890,0.005383
127.030676,29.081949,0.004384
127.030676,29.516008,0.003540
127.030676,29.950067,0.002835
127.030676,30.384125,0.002253
127.030676,30.818184,0.001779
127.030676,31.252243,0.001397
127.030676,31.686302,0.001092
127.030676,32.120361,0.000849
127.030676,32.554420,0.000653
127.030676,32.988479,0.000492
127.030676,33.422538,0.000363
127.030676,33.856597,0.000261
127.030676,34.290656,0.000183
127.030676,34.724715,0.000125
127.030676,35.158774,0.000082
127.030676,35.592833,0.000053
127.030676,36.026892,0.000033
127.030676,36.460951,0.000019
127.030676,36.895010,0.000010
127.030676,37.329068,0.000004
127.030676,37.763127,0.000001
127.030676,38.197186,-0.000001
127.030676,38.631245,-0.000001
127.030676,39.065304,-0.000001
127.030676,39.499363,-0.000000
127.030676,39.933422,0.000001
127.030676,40.367481,0.000001
127.030676,40.801540,0.000002
127.030676,41.235599,0.000002
127.030676,41.669658,0.000002
127.030676,42.103717,0.000002
127.030676,42.537776,0.000001
127.030676,42.971835,0.000000
127.030676,58.197186,0.000001
127.030676,73.422538,0.000001
127.030676,88.647890,0.000001
127.030676,103.873241,0.000001
127.030676,119.098593,0.000001
127.030676,134.323945,0.000001
127.030676,149.549297,0.000001
127.030676,164.774648,0.000001
127.030676,180.000000,-0.000001
129.733243,-180.000000,0.000000
129.733243,-164.774648,0.000000
129.733243,-149.549297,0.000000
129.733243,-134.323945,0.000001
129.733243,-119.098593,0.000001
129.733243,-103.873241,0.000001
129.733243,-88.647890,0.000001
129.733243,-73.422538,0.000001
129.733243,-58.197186,0.000000
129.733243,-42.971835,0.000000
129.733243,-42.537776,0.000001
129.733243,-42.103717,0.000001
129.733243,-41.669658,0.000002
129.733243,-41.235599,0.000002
129.733243,-40.801540,0.000002
129.733243,-40.367481,0.000001
129.733243,-39.933422,0.000001
129.733243,-39.499363,0.000000
129.733243,-39.065304,-0.000000
129.733243,-38.631245,-0.000001
129.733243,-38.197186,-0.000000
129.733243,-37.763127,0.000001
129.733243,-37.329068,0.000002
129.733243,-36.895010,0.000006
129.733243,-36.460951,0.000011
129.733243,-36.026892,0.000021
129.733243,-35.592833,0.000035
129.733243,-35.158774,0.000056
129.733243,-34.724715,0.000088
129.733243,-34.290656,0.000134
129.733243,-33.856597,0.000196
129.733243,-33.422538,0.000278
129.733243,-32.988479,0.000385
129.733243,-32.554420,0.000518
129.733243,-32.120361,0.000683
129.733243,-31.686302,0.000888
129.733243,-31.252243,0.001150
129.733243,-30.818184,0.001480
129.733243,-30.384125,0.001894
129.733243,-29.950067,0.002407
129.733243,-29.516008,0.003031
129.733243,-29.081949,0.003782
129.733243,-28.647890,0.004674
129.733243,-28.213831,0.005734
129.733243,-27.779772,0.007006
129.733243,-27.345713,0.008538
129.733243,-26.911654,0.010373
129.733243,-26.477595,0.012560
129.733243,-26.043536,0.015144
129.733243,-25.609477,0.018172
129.733243,-25.175418,0.021689
129.733243,-24.741359,0.025754
129.733243,-24.307300,0.030464
129.733243,-23.873241,0.035928
129.733243,-23.439183,0.042250
129.733243,-23.005124,0.049539
129.733243,-22.571065,0.057900
129.733243,-22.137006,0.067440
129.733243,-21.702947,0.078266
129.733243,-21.268888,0.090489
129.733243,-20.834829,0.104254
129.733243,-20.400770,0.119724
129.733243,-19.966711,0.137060
129.733243,-19.532652,0.156425
129.733243,-19.098593,0.177983
129.733243,-18.664534,0.201894
129.733243,-18.230475,0.228322
129.733243,-17.796416,0.257429
129.733243,-17.362357,0.289354
129.733243,-16.928298,0.324211
129.733243,-16.494240,0.362115
129.733243,-16.060181,0.403179
129.733243,-15.626122,0.447517
129.733243,-15.192063,0.495243
129.733243,-14.758004,0.546471
129.733243,-14.323945,0.601315
129.733243,-13.889886,0.659823
129.733243,-13.455827,0.721891
129.733243,-13.021768,0.787392
129.733243,-12.587709,0.856198
129.733243,-12.153650,0.928182
129.733243,-11.719591,1.003218
129.733243,-11.285532,1.081177
129.733243,-10.851473,1.161933
129.733243,-10.417414,1.245320
129.733243,-9.983356,1.330954
129.733243,-9.549297,1.418373
129.733243,-9.115238,1.507116
129.733243,-8.681179,1.596721
129.733243,-8.247120,1.686725
129.733243,-7.813061,1.776668
129.733243,-7.379002,1.866087
129.733243,-6.944943,1.954516
129.733243,-6.510884,2.041428
129.733243,-6.076825,2.126243
129.733243,-5.642766,2.208382
129.733243,-5.208707,2.287265
129.733243,-4.774648,2.362313
129.733243,-4.340589,2.432945
129.733243,-3.906530,2.498583
129.733243,-3.472471,2.558647
129.733243,-3.038413,2.612666
129.733243,-2.604354,2.660355
129.733243,-2.170295,2.701443
129.733243,-1.736236,2.735663
129.733243,-1.302177,2.762746
129.733243,-0.868118,2.782424
129.733243,-0.434059,2.794428
129.733243,0.000000,2.798490
129.733243,0.434059,2.794430
129.733243,0.868118,2.782428
129.733243,1.302177,2.762753
129.733243,1.736236,2.735672
129.733243,2.170295,2.701455
129.733243,2.604354,2.660369
129.733243,3.038413,2.612683
129.733243,3.472471,2.558666
129.733243,3.906530,2.498605
129.733243,4.340589,2.432970
129.733243,4.774648,2.362340
129.733243,5.208707,2.287296
129.733243,5.642766,2.208415
129.733243,6.076825,2.126279
129.733243,6.510884,2.041467
129.733243,6.944943,1.954559
129.733243,7.379002,1.866133
129.733243,7.813061,1.776717
129.733243,8.247120,1.686777
129.733243,8.681179,1.596775
129.733243,9.115238,1.507174
129.733243,9.549297,1.418433
129.733243,9.983356,1.331016
129.733243,10.417414,1.245384
129.733243,10.851473,1.161999
129.733243,11.285532,1.081245
129.733243,11.719591,1.003287
129.733243,12.153650,0.928253
129.733243,12.587709,0.856269
129.733243,13.021768,0.787463
129.733243,13.455827,0.721962
129.733243,13.889886,0.659894
129.733243,14.323945,0.601386
129.733243,14.758004,0.546541
129.733243,15.192063,0.495312
129.733243,15.626122,0.447584
129.733243,16.060181,0.403245
129.733243,16.494240,0.362179
129.733243,16.928298,0.324273
129.733243,17.362357,0.289413
129.733243,17.796416,0.257486
129.733243,18.230475,0.228377
129.733243,18.664534,0.201945
129.733243,19.098593,0.178031
129.733243,19.532652,0.156471
129.733243,19.966711,0.137102
129.733243,20.400770,0.119763
129.733243,20.834829,0.104290
129.733243,21.268888,0.090522
129.733243,21.702947,0.078296
129.733243,22.137006,0.067467
129.733243,22.571065,0.057924
129.733243,23.005124,0.049560
129.733243,23.439183,0.042269
129.733243,23.873241,0.035944
129.733243,24.307300,0.030479
129.733243,24.741359,0.025766
129.733243,25.175418,0.021699
129.733243,25.609477,0.018181
129.733243,26.043536,0.015152
129.733243,26.477595,0.012566
129.733243,26.911654,0.010378
129.733243,27.345713,0.008541
129.733243,27.779772,0.007010
129.733243,28.213831,0.005736
129.733243,28.647890,0.004676
129.733243,29.081949,0.003783
129.733243,29.516008,0.003032
129.733243,29.950067,0.002407
129.733243,30.384125,0.001895
129.733243,30.818184,0.001480
129.733243,31.252243,0.001150
129.733243,31.686302,0.000888
129.733243,32.120361,0.000682
129.733243,32.554420,0.000518
129.733243,32.988479,0.000384
129.733243,33.422538,0.000278
129.733243,33.856597,0.000196
129.733243,34.290656,0.000133
129.733243,34.724715,0.000088
129.733243,35.158774,0.000056
129.733243,35.592833,0.000035
